,index,pl_name,hostname,sy_snum,sy_pnum,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
3674,25521,Kepler-773 b,Kepler-773,1,1,1.11,0.18,-0.14,0.0,0.95,0.07,-0.06,0.0
3675,25531,Kepler-774 b,Kepler-774,1,1,1.58,0.23,-0.23,0.0,1.32,0.08,-0.08,0.0
3676,25541,Kepler-775 b,Kepler-775,1,1,0.83,0.09,-0.04,0.0,0.92,0.04,-0.07,0.0
3677,25551,Kepler-776 b,Kepler-776,1,1,0.85,0.1,-0.1,0.0,0.79,0.09,-0.06,0.0
3678,25560,Kepler-777 b,Kepler-777,1,1,0.64,0.02,-0.02,0.0,,,,
3679,25569,Kepler-778 b,Kepler-778,1,1,0.74,0.51,-0.51,0.0,0.84,0.12,-0.12,0.0
3680,25578,Kepler-779 b,Kepler-779,2,1,0.39,0.05,-0.06,0.0,0.4,0.05,-0.07,0.0
3681,25587,Kepler-78 b,Kepler-78,2,1,,,,,0.83,0.05,-0.05,0.0
3682,25594,Kepler-780 b,Kepler-780,1,1,1.1,0.19,-0.13,0.0,0.95,0.07,-0.06,0.0
3683,25602,Kepler-781 b,Kepler-781,1,1,0.73,0.16,-0.05,0.0,0.81,0.09,-0.09,0.0
3684,25612,Kepler-782 b,Kepler-782,1,1,1.17,0.06,-0.08,0.0,1.01,0.11,-0.15,0.0
3685,25622,Kepler-783 b,Kepler-783,1,2,1.17,0.39,-0.39,0.0,0.94,0.1,-0.1,0.0
3686,25631,Kepler-783 c,Kepler-783,1,2,0.86,0.07,-0.07,0.0,0.85,0.05,-0.04,0.0
3687,25639,Kepler-784 b,Kepler-784,1,1,1.49,0.23,-0.34,0.0,1.02,0.09,-0.08,0.0
3688,25649,Kepler-785 b,Kepler-785,1,1,0.71,0.02,-0.03,0.0,0.77,0.03,-0.04,0.0
3689,25659,Kepler-786 b,Kepler-786,1,1,0.82,,,0.0,0.72,,,0.0
3690,25669,Kepler-787 b,Kepler-787,1,1,0.63,,,0.0,0.68,,,0.0
3691,25678,Kepler-788 b,Kepler-788,1,1,1.03,0.49,-0.1,0.0,1.08,0.23,-0.13,0.0
3692,25688,Kepler-789 b,Kepler-789,1,1,0.99,0.41,-0.09,0.0,1.04,0.18,-0.13,0.0
3693,25698,Kepler-79 b,Kepler-79,1,4,1.31,0.22,-0.15,0.0,1.18,0.07,-0.06,0.0
3694,25711,Kepler-79 c,Kepler-79,1,4,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0
3695,25724,Kepler-79 d,Kepler-79,1,4,1.4,0.25,-0.25,0.0,,,,
3696,25738,Kepler-79 e,Kepler-79,1,4,1.35,,,0.0,1.24,,,0.0
3697,25752,Kepler-790 b,Kepler-790,1,1,0.79,,,0.0,0.85,,,0.0
3698,25762,Kepler-791 b,Kepler-791,1,1,1.14,0.6,-0.12,0.0,1.22,0.23,-0.2,0.0
3699,25771,Kepler-792 b,Kepler-792,1,1,0.99,0.41,-0.1,0.0,1.01,0.16,-0.12,0.0
3700,25780,Kepler-793 b,Kepler-793,1,1,1.05,0.36,-0.18,0.0,0.88,0.14,-0.07,0.0
3701,25789,Kepler-794 b,Kepler-794,1,1,1.16,0.47,-0.47,0.0,1.05,0.11,-0.11,0.0
3702,25799,Kepler-795 b,Kepler-795,2,1,1.0,0.13,-0.11,0.0,0.91,0.07,-0.05,0.0
3703,25808,Kepler-796 b,Kepler-796,1,1,1.42,0.25,-0.37,0.0,0.94,0.07,-0.04,0.0
3704,25817,Kepler-797 b,Kepler-797,1,1,0.86,0.52,-0.52,0.0,0.9,0.11,-0.11,0.0
3705,25827,Kepler-798 b,Kepler-798,1,1,1.29,0.56,-0.18,0.0,1.19,0.18,-0.09,0.0
3706,25837,Kepler-799 b,Kepler-799,1,1,1.01,0.49,-0.09,0.0,1.12,0.22,-0.15,0.0
3707,25847,Kepler-8 b,Kepler-8,1,1,1.49,0.05,-0.06,0.0,1.21,0.07,-0.06,0.0
3708,25861,Kepler-80 b,Kepler-80,1,6,0.66,,,0.0,0.73,,,0.0
3709,25873,Kepler-80 c,Kepler-80,1,6,0.66,,,0.0,0.73,,,0.0
3710,25885,Kepler-80 d,Kepler-80,1,6,0.65,0.02,-0.02,0.0,0.72,0.02,-0.02,0.0
3711,25899,Kepler-80 e,Kepler-80,1,6,,,,,0.6,0.03,-0.04,0.0
3712,25912,Kepler-80 f,Kepler-80,1,6,0.66,,,0.0,0.73,,,0.0
3713,25922,Kepler-80 g,Kepler-80,1,6,0.68,0.02,-0.02,0.0,0.83,0.03,-0.03,0.0
3714,25923,Kepler-800 b,Kepler-800,1,1,0.82,0.21,-0.07,0.0,0.91,0.1,-0.1,0.0
3715,25933,Kepler-801 b,Kepler-801,1,1,0.69,,,0.0,0.69,,,0.0
3716,25943,Kepler-802 b,Kepler-802,1,1,0.87,0.36,-0.07,0.0,0.97,0.09,-0.1,0.0
3717,25953,Kepler-803 b,Kepler-803,1,1,1.25,,,0.0,1.08,,,0.0
3718,25963,Kepler-804 b,Kepler-804,1,2,1.07,,,0.0,1.02,,,0.0
3719,25973,Kepler-804 c,Kepler-804,1,2,1.07,,,0.0,1.02,,,0.0
3720,25982,Kepler-805 b,Kepler-805,1,1,1.67,0.1,-0.09,0.0,1.15,0.18,-0.13,0.0
3721,25992,Kepler-806 b,Kepler-806,1,1,1.92,0.58,-0.43,0.0,0.99,0.2,-0.12,0.0
3722,26001,Kepler-807 b,Kepler-807,1,1,1.11,0.58,-0.12,0.0,1.06,0.25,-0.1,0.0
3723,26011,Kepler-808 b,Kepler-808,1,1,,,,,,,,
3724,26020,Kepler-809 b,Kepler-809,1,1,1.03,,,0.0,1.01,,,0.0
3725,26029,Kepler-81 b,Kepler-81,1,3,0.58,,,0.0,0.71,,,0.0
3726,26044,Kepler-81 c,Kepler-81,1,3,0.58,,,0.0,0.71,,,0.0
3727,26059,Kepler-81 d,Kepler-81,1,3,0.64,0.03,-0.03,0.0,,,,
3728,26072,Kepler-810 b,Kepler-810,1,1,0.96,0.3,-0.1,0.0,1.04,0.13,-0.14,0.0
3729,26081,Kepler-811 b,Kepler-811,1,1,1.53,,,0.0,0.99,,,0.0
3730,26091,Kepler-812 b,Kepler-812,1,1,1.79,0.32,-0.39,0.0,1.4,0.11,-0.13,0.0
3731,26101,Kepler-813 b,Kepler-813,1,1,0.97,0.41,-0.09,0.0,1.05,0.18,-0.13,0.0
3732,26110,Kepler-814 b,Kepler-814,1,1,1.22,0.36,-0.14,0.0,1.15,0.12,-0.07,0.0
3733,26119,Kepler-815 b,Kepler-815,1,1,2.67,0.26,-0.26,0.0,1.32,0.08,-0.08,0.0
3734,26129,Kepler-816 b,Kepler-816,1,1,0.94,,,0.0,0.78,,,0.0
3735,26139,Kepler-817 b,Kepler-817,1,1,0.91,0.27,-0.09,0.0,1.0,0.12,-0.14,0.0
3736,26149,Kepler-818 b,Kepler-818,1,1,0.83,0.21,-0.07,0.0,0.93,0.1,-0.11,0.0
3737,26159,Kepler-819 b,Kepler-819,1,1,0.76,0.21,-0.06,0.0,0.83,0.1,-0.09,0.0
3738,26169,Kepler-82 b,Kepler-82,1,5,0.93,0.06,-0.04,0.0,0.96,0.04,-0.04,0.0
3739,26181,Kepler-82 c,Kepler-82,1,5,0.9,0.04,-0.02,0.0,0.91,0.03,-0.03,0.0
3740,26193,Kepler-82 d,Kepler-82,1,5,0.94,0.14,-0.14,0.0,,,,
3741,26203,Kepler-82 e,Kepler-82,1,5,0.93,0.38,-0.08,0.0,0.97,0.12,-0.1,0.0
3742,26214,Kepler-82 f,Kepler-82,1,5,0.9,0.04,-0.02,0.0,0.91,0.03,-0.03,0.0
3743,26215,Kepler-820 b,Kepler-820,1,1,1.69,0.74,-0.58,0.0,1.08,0.29,-0.17,0.0
3744,26225,Kepler-821 b,Kepler-821,1,1,0.8,0.05,-0.04,0.0,0.84,0.04,-0.05,0.0
3745,26234,Kepler-822 b,Kepler-822,1,1,0.96,0.26,-0.14,0.0,0.9,0.12,-0.09,0.0
3746,26243,Kepler-823 b,Kepler-823,1,1,1.18,0.58,-0.19,0.0,1.1,0.23,-0.14,0.0
3747,26252,Kepler-824 b,Kepler-824,1,1,1.07,0.48,-0.48,0.0,1.07,0.13,-0.13,0.0
3748,26261,Kepler-825 b,Kepler-825,1,2,0.97,0.35,-0.13,0.0,0.87,0.12,-0.07,0.0
3749,26270,Kepler-825 c,Kepler-825,1,2,1.06,0.08,-0.07,0.0,,,,
3750,26280,Kepler-826 b,Kepler-826,1,1,0.8,0.37,-0.06,0.0,0.89,0.1,-0.09,0.0
3751,26289,Kepler-827 b,Kepler-827,1,1,1.4,,,0.0,0.98,,,0.0
3752,26299,Kepler-828 b,Kepler-828,1,1,0.77,0.04,-0.04,0.0,0.81,0.04,-0.04,0.0
3753,26308,Kepler-829 b,Kepler-829,1,1,0.8,0.34,-0.06,0.0,0.88,0.1,-0.09,0.0
3754,26318,Kepler-83 b,Kepler-83,2,3,,,,,,,,
3755,26333,Kepler-83 c,Kepler-83,2,3,0.54,0.05,-0.05,0.0,0.56,0.05,-0.05,0.0
3756,26349,Kepler-83 d,Kepler-83,2,3,0.59,0.03,-0.03,0.0,,,,
3757,26365,Kepler-830 b,Kepler-830,1,1,1.11,0.31,-0.14,0.0,1.07,0.12,-0.09,0.0
3758,26373,Kepler-831 b,Kepler-831,1,1,0.89,0.22,-0.22,0.0,1.0,0.03,-0.03,0.0
3759,26383,Kepler-832 b,Kepler-832,1,1,0.9,0.14,-0.07,0.0,0.92,0.06,-0.06,0.0
3760,26393,Kepler-833 b,Kepler-833,1,1,0.57,0.01,-0.01,0.0,0.61,0.01,-0.01,0.0
3761,26403,Kepler-834 b,Kepler-834,1,1,0.45,0.09,-0.09,0.0,0.48,0.1,-0.1,0.0
3762,26413,Kepler-835 b,Kepler-835,1,1,1.11,0.21,-0.1,0.0,1.08,0.07,-0.05,0.0
3763,26421,Kepler-836 b,Kepler-836,1,1,1.02,0.47,-0.09,0.0,1.08,0.22,-0.14,0.0
3764,26431,Kepler-837 b,Kepler-837,1,1,0.85,0.49,-0.13,0.0,0.73,0.12,-0.03,0.0
3765,26441,Kepler-838 b,Kepler-838,1,1,1.02,0.33,-0.11,0.0,1.09,0.15,-0.15,0.0
3766,26451,Kepler-839 b,Kepler-839,1,1,1.51,0.07,-0.06,0.0,,,,
3767,26461,Kepler-84 b,Kepler-84,1,5,1.02,0.41,-0.12,0.0,1.0,0.16,-0.12,0.0
3768,26472,Kepler-84 c,Kepler-84,1,5,,,,,,,,
3769,26482,Kepler-84 d,Kepler-84,1,5,1.17,0.22,-0.22,0.0,,,,
3770,26491,Kepler-84 e,Kepler-84,1,5,1.17,0.22,-0.22,0.0,,,,
3771,26501,Kepler-84 f,Kepler-84,1,5,1.02,0.41,-0.12,0.0,1.0,0.16,-0.12,0.0
3772,26511,Kepler-840 b,Kepler-840,1,1,1.06,0.24,-0.12,0.0,1.04,0.07,-0.07,0.0
3773,26520,Kepler-841 b,Kepler-841,1,1,0.72,0.18,-0.05,0.0,0.78,0.11,-0.07,0.0
3774,26529,Kepler-842 b,Kepler-842,1,1,0.76,,,0.0,0.74,,,0.0
3775,26539,Kepler-843 b,Kepler-843,1,1,1.0,,,0.0,1.0,,,0.0
3776,26549,Kepler-844 b,Kepler-844,1,1,0.63,0.02,-0.02,0.0,,,,
3777,26557,Kepler-845 b,Kepler-845,1,1,0.77,,,0.0,0.74,,,0.0
3778,26567,Kepler-846 b,Kepler-846,1,1,0.85,0.31,-0.07,0.0,0.94,0.09,-0.11,0.0
3779,26577,Kepler-847 b,Kepler-847,1,1,0.85,1.37,-0.08,0.0,0.81,0.08,-0.05,0.0
3780,26585,Kepler-848 b,Kepler-848,1,1,2.06,,,0.0,1.0,,,0.0
3781,26595,Kepler-849 b,Kepler-849,1,1,1.73,0.28,-0.42,0.0,1.16,0.14,-0.12,0.0
3782,26603,Kepler-85 b,Kepler-85,1,4,0.87,0.04,-0.04,0.0,,,,
3783,26615,Kepler-85 c,Kepler-85,1,4,1.24,0.05,-0.05,0.0,0.92,0.4,-0.27,0.0
3784,26626,Kepler-85 d,Kepler-85,1,4,0.87,0.35,-0.07,0.0,0.97,0.09,-0.11,0.0
3785,26634,Kepler-85 e,Kepler-85,1,4,0.84,0.36,-0.36,0.0,0.94,0.07,-0.07,0.0
3786,26645,Kepler-850 b,Kepler-850,1,1,1.21,,,0.0,1.04,,,0.0
3787,26654,Kepler-851 b,Kepler-851,1,1,0.81,0.06,-0.06,0.0,,,,
3788,26663,Kepler-852 b,Kepler-852,1,1,1.25,0.57,-0.23,0.0,1.02,0.2,-0.12,0.0
3789,26673,Kepler-853 b,Kepler-853,1,1,1.14,0.33,-0.07,0.0,1.21,0.1,-0.15,0.0
3790,26683,Kepler-854 b,Kepler-854,1,1,2.4,0.19,-0.17,0.0,,,,
3791,26692,Kepler-855 b,Kepler-855,1,1,1.14,0.41,-0.2,0.0,0.95,0.15,-0.09,0.0
3792,26701,Kepler-856 b,Kepler-856,1,1,0.89,0.34,-0.06,0.0,1.01,0.1,-0.11,0.0
3793,26711,Kepler-857 b,Kepler-857,1,1,0.97,,,0.0,0.99,,,0.0
3794,26721,Kepler-858 b,Kepler-858,1,1,1.01,0.18,-0.12,0.0,0.87,0.07,-0.04,0.0
3795,26731,Kepler-859 b,Kepler-859,1,1,0.71,0.11,-0.05,0.0,0.79,0.08,-0.09,0.0
3796,26741,Kepler-860 b,Kepler-860,1,1,0.91,,,0.0,0.97,,,0.0
3797,26751,Kepler-861 b,Kepler-861,1,1,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0
3798,26761,Kepler-862 b,Kepler-862,1,1,0.87,0.46,-0.1,0.0,0.8,0.14,-0.06,0.0
3799,26771,Kepler-863 b,Kepler-863,1,1,1.27,0.12,-0.11,0.0,,,,
3800,26781,Kepler-864 b,Kepler-864,1,1,1.34,,,0.0,1.0,,,0.0
3801,26791,Kepler-865 b,Kepler-865,1,1,0.85,,,0.0,0.91,,,0.0
3802,26801,Kepler-866 b,Kepler-866,1,1,0.68,0.6,-0.6,0.0,0.69,0.08,-0.08,0.0
3803,26810,Kepler-867 b,Kepler-867,1,1,,,,,,,,
3804,26820,Kepler-868 b,Kepler-868,1,1,0.93,0.33,-0.33,0.0,1.02,0.07,-0.07,0.0
3805,26828,Kepler-869 b,Kepler-869,1,1,0.94,,,0.0,0.98,,,0.0
3806,26838,Kepler-87 b,Kepler-87,1,2,0.85,0.29,-0.29,0.0,0.96,0.04,-0.04,0.0
3807,26849,Kepler-87 c,Kepler-87,1,2,1.29,0.57,-0.29,0.0,0.98,0.19,-0.11,0.0
3808,26858,Kepler-870 b,Kepler-870,1,1,1.02,0.18,-0.1,0.0,1.01,0.07,-0.06,0.0
3809,26868,Kepler-871 b,Kepler-871,1,1,1.41,,,0.0,1.05,,,0.0
3810,26878,Kepler-872 b,Kepler-872,1,1,0.85,0.36,-0.07,0.0,0.94,0.1,-0.1,0.0
3811,26887,Kepler-873 b,Kepler-873,1,1,1.09,,,0.0,1.1,,,0.0
3812,26897,Kepler-874 b,Kepler-874,1,1,1.18,,,0.0,1.03,,,0.0
3813,26906,Kepler-875 b,Kepler-875,1,1,0.88,0.38,-0.07,0.0,0.98,0.11,-0.11,0.0
3814,26916,Kepler-876 b,Kepler-876,1,1,0.89,,,0.0,0.84,,,0.0
3815,26925,Kepler-877 b,Kepler-877,1,1,0.86,0.32,-0.08,0.0,0.86,0.1,-0.07,0.0
3816,26934,Kepler-878 b,Kepler-878,1,1,1.07,0.07,-0.06,0.0,,,,
3817,26944,Kepler-879 b,Kepler-879,1,1,1.02,0.39,-0.13,0.0,0.97,0.14,-0.1,0.0
3818,26954,Kepler-88 d,KOI-142,1,3,0.9,0.02,-0.02,0.0,0.99,0.02,-0.02,0.0
3819,26955,Kepler-880 b,Kepler-880,1,1,1.54,0.07,-0.07,0.0,1.47,0.31,-0.18,0.0
3820,26965,Kepler-881 b,Kepler-881,1,1,1.03,0.45,-0.09,0.0,1.09,0.22,-0.12,0.0
3821,26973,Kepler-882 b,Kepler-882,1,1,0.73,0.06,-0.06,0.0,0.84,0.02,-0.02,0.0
3822,26982,Kepler-883 b,Kepler-883,1,1,1.27,0.06,-0.05,0.0,,,,
3823,26992,Kepler-884 b,Kepler-884,1,1,1.03,0.4,-0.12,0.0,1.0,0.16,-0.12,0.0
3824,27001,Kepler-885 b,Kepler-885,1,1,1.33,0.87,-0.24,0.0,1.22,0.29,-0.19,0.0
3825,27011,Kepler-886 b,Kepler-886,1,1,1.04,0.46,-0.11,0.0,1.03,0.18,-0.12,0.0
3826,27021,Kepler-887 b,Kepler-887,1,2,1.37,,,0.0,1.27,,,0.0
3827,27031,Kepler-887 c,Kepler-887,1,2,1.17,0.74,-0.14,0.0,1.18,0.28,-0.17,0.0
3828,27040,Kepler-888 b,Kepler-888,1,1,0.87,0.12,-0.05,0.0,0.94,0.04,-0.08,0.0
3829,27050,Kepler-889 b,Kepler-889,1,1,1.23,0.26,-0.16,0.0,1.09,0.09,-0.09,0.0
3830,27059,Kepler-890 b,Kepler-890,1,1,1.15,0.75,-0.13,0.0,1.23,0.25,-0.2,0.0
3831,27069,Kepler-891 b,Kepler-891,1,1,1.98,,,0.0,1.03,,,0.0
3832,27079,Kepler-892 b,Kepler-892,1,1,0.7,0.07,-0.05,0.0,0.74,0.07,-0.07,0.0
3833,27089,Kepler-893 b,Kepler-893,1,1,0.99,0.16,-0.08,0.0,1.0,0.05,-0.06,0.0
3834,27099,Kepler-894 b,Kepler-894,1,1,0.85,0.09,-0.08,0.0,0.87,0.06,-0.07,0.0
3835,27109,Kepler-895 b,Kepler-895,1,1,0.53,0.08,-0.08,0.0,0.55,0.08,-0.08,0.0
3836,27118,Kepler-896 b,Kepler-896,1,1,2.04,,,0.0,0.92,,,0.0
3837,27128,Kepler-897 b,Kepler-897,1,1,1.46,,,0.0,1.0,,,0.0
3838,27137,Kepler-898 b,Kepler-898,1,1,0.62,0.02,-0.02,0.0,0.65,0.03,-0.03,0.0
3839,27146,Kepler-899 b,Kepler-899,1,1,1.1,0.09,-0.08,0.0,,,,
3840,27156,Kepler-9 b,Kepler-9,1,3,1.05,,,0.0,1.03,,,0.0
3841,27171,Kepler-9 c,Kepler-9,1,3,1.01,0.07,-0.07,0.0,1.05,0.03,-0.03,0.0
3842,27182,Kepler-9 d,Kepler-9,1,3,0.96,0.18,-0.05,0.0,1.03,0.06,-0.08,0.0
3843,27188,Kepler-90 i,KOI-351,1,8,1.29,0.17,-0.17,0.0,1.12,0.05,-0.05,0.0
3844,27189,Kepler-900 b,Kepler-900,1,1,0.73,0.03,-0.03,0.0,0.78,0.03,-0.04,0.0
3845,27199,Kepler-901 b,Kepler-901,1,1,0.64,,,0.0,0.64,,,0.0
3846,27209,Kepler-902 b,Kepler-902,1,1,1.22,0.07,-0.07,0.0,,,,
3847,27219,Kepler-903 b,Kepler-903,1,2,0.85,0.37,-0.37,0.0,0.96,0.07,-0.07,0.0
3848,27229,Kepler-903 c,Kepler-903,1,2,1.64,,,0.0,0.98,,,0.0
3849,27239,Kepler-904 b,Kepler-904,1,1,0.99,0.36,-0.09,0.0,1.06,0.17,-0.12,0.0
3850,27248,Kepler-905 b,Kepler-905,1,1,0.89,0.1,-0.03,0.0,1.01,0.02,-0.07,0.0
3851,27258,Kepler-906 b,Kepler-906,1,1,1.02,0.04,-0.04,0.0,1.06,0.04,-0.04,0.0
3852,27268,Kepler-907 b,Kepler-907,1,1,1.33,0.04,-0.04,0.0,1.01,0.08,-0.08,0.0
3853,27277,Kepler-908 b,Kepler-908,3,1,1.12,0.08,-0.07,0.0,1.11,0.04,-0.04,0.0
3854,27287,Kepler-909 b,Kepler-909,1,1,1.26,0.06,-0.07,0.0,1.11,0.2,-0.1,0.0
3855,27297,Kepler-91 b,Kepler-91,1,1,6.3,0.16,-0.16,0.0,1.31,0.1,-0.1,0.0
3856,27312,Kepler-910 b,Kepler-910,1,1,1.51,0.07,-0.06,0.0,,,,
3857,27321,Kepler-911 b,Kepler-911,1,1,1.88,0.14,-0.07,0.0,1.2,0.19,-0.07,0.0
3858,27331,Kepler-912 b,Kepler-912,1,1,0.81,0.19,-0.08,0.0,0.81,0.11,-0.07,0.0
3859,27340,Kepler-913 b,Kepler-913,1,1,0.82,0.3,-0.3,0.0,0.95,0.3,-0.3,0.0
3860,27349,Kepler-914 b,Kepler-914,1,1,1.15,0.27,-0.11,0.0,1.12,0.07,-0.09,0.0
3861,27358,Kepler-915 b,Kepler-915,1,1,1.18,0.48,-0.18,0.0,1.0,0.17,-0.11,0.0
3862,27366,Kepler-916 b,Kepler-916,1,1,0.9,,,0.0,0.88,,,0.0
3863,27376,Kepler-917 b,Kepler-917,1,1,2.43,,,0.0,1.03,,,0.0
3864,27384,Kepler-918 b,Kepler-918,1,1,0.97,0.4,-0.09,0.0,1.05,0.18,-0.14,0.0
3865,27392,Kepler-919 b,Kepler-919,1,1,1.21,,,0.0,1.04,,,0.0
3866,27402,Kepler-92 b,Kepler-92,1,3,1.82,0.13,-0.05,0.0,1.07,0.14,-0.13,0.0
3867,27414,Kepler-92 c,Kepler-92,1,3,1.82,0.13,-0.05,0.0,1.07,0.14,-0.13,0.0
3868,27426,Kepler-92 d,Kepler-92,1,3,1.82,0.13,-0.05,0.0,1.07,0.14,-0.13,0.0
3869,27437,Kepler-920 b,Kepler-920,1,2,0.85,0.3,-0.3,0.0,1.0,0.3,-0.3,0.0
3870,27447,Kepler-920 c,Kepler-920,1,2,0.95,0.05,-0.05,0.0,,,,
3871,27456,Kepler-921 b,Kepler-921,1,1,0.93,0.29,-0.08,0.0,1.01,0.13,-0.13,0.0
3872,27465,Kepler-922 b,Kepler-922,1,1,0.92,,,0.0,0.98,,,0.0
3873,27474,Kepler-923 b,Kepler-923,1,1,1.3,0.2,-0.24,0.0,1.01,0.09,-0.07,0.0
3874,27482,Kepler-924 b,Kepler-924,1,1,1.3,,,0.0,1.13,,,0.0
3875,27492,Kepler-925 b,Kepler-925,1,1,0.69,0.05,-0.06,0.0,0.68,0.07,-0.06,0.0
3876,27502,Kepler-926 b,Kepler-926,1,1,1.24,,,0.0,1.02,,,0.0
3877,27511,Kepler-927 b,Kepler-927,1,1,0.99,0.23,-0.08,0.0,0.99,0.05,-0.05,0.0
3878,27521,Kepler-928 b,Kepler-928,1,1,0.66,0.02,-0.02,0.0,0.69,0.02,-0.02,0.0
3879,27531,Kepler-929 b,Kepler-929,1,1,0.82,0.38,-0.09,0.0,0.76,0.12,-0.05,0.0
3880,27540,Kepler-93 b,Kepler-93,1,2,0.89,0.04,-0.04,0.0,0.87,0.06,-0.05,0.0
3881,27554,Kepler-93 c,Kepler-93,1,2,0.92,0.05,-0.05,0.0,1.0,0.14,-0.12,0.0
3882,27556,Kepler-930 b,Kepler-930,1,1,1.49,0.78,-0.41,0.0,1.09,0.3,-0.15,0.0
3883,27566,Kepler-931 b,Kepler-931,1,1,0.8,0.1,-0.09,0.0,0.76,0.1,-0.06,0.0
3884,27575,Kepler-932 b,Kepler-932,1,1,0.81,0.58,-0.58,0.0,0.78,0.11,-0.11,0.0
3885,27584,Kepler-933 b,Kepler-933,1,1,0.94,,,0.0,0.91,,,0.0
3886,27594,Kepler-934 b,Kepler-934,1,1,0.72,0.79,-0.79,0.0,0.73,0.14,-0.14,0.0
3887,27604,Kepler-935 b,Kepler-935,1,1,0.86,1.77,-0.09,0.0,0.82,0.2,-0.05,0.0
3888,27614,Kepler-936 b,Kepler-936,1,1,0.89,0.11,-0.06,0.0,0.92,0.04,-0.05,0.0
3889,27622,Kepler-937 b,Kepler-937,1,2,1.22,0.42,-0.15,0.0,1.15,0.12,-0.08,0.0
3890,27632,Kepler-937 c,Kepler-937,1,2,1.44,,,0.0,1.01,,,0.0
3891,27640,Kepler-938 b,Kepler-938,1,1,,,,,,,,
3892,27649,Kepler-939 b,Kepler-939,1,1,0.88,0.44,-0.44,0.0,0.99,0.1,-0.1,0.0
3893,27659,Kepler-94 b,Kepler-94,1,2,0.61,0.08,-0.08,0.0,0.64,0.08,-0.08,0.0
3894,27671,Kepler-94 c,Kepler-94,1,2,0.76,0.03,-0.03,0.0,0.81,0.06,-0.06,0.0
3895,27672,Kepler-940 b,Kepler-940,1,1,1.0,0.29,-0.1,0.0,1.07,0.14,-0.13,0.0
3896,27682,Kepler-941 b,Kepler-941,1,1,0.97,0.39,-0.1,0.0,0.99,0.14,-0.12,0.0
3897,27692,Kepler-942 b,Kepler-942,1,1,0.71,0.04,-0.03,0.0,0.74,0.03,-0.04,0.0
3898,27701,Kepler-943 b,Kepler-943,1,1,1.71,,,0.0,0.99,,,0.0
3899,27711,Kepler-944 b,Kepler-944,1,1,1.02,,,0.0,0.95,,,0.0
3900,27721,Kepler-945 b,Kepler-945,1,1,1.06,,,0.0,1.01,,,0.0
3901,27731,Kepler-946 b,Kepler-946,1,1,0.86,0.34,-0.07,0.0,0.95,0.1,-0.11,0.0
3902,27740,Kepler-947 b,Kepler-947,1,1,0.91,0.21,-0.09,0.0,1.02,0.09,-0.14,0.0
3903,27750,Kepler-948 b,Kepler-948,1,1,0.97,,,0.0,0.96,,,0.0
3904,27760,Kepler-949 b,Kepler-949,1,1,0.9,0.66,-0.1,0.0,0.82,0.13,-0.06,0.0
3905,27770,Kepler-95 b,Kepler-95,1,1,1.09,0.12,-0.12,0.0,1.07,0.04,-0.04,0.0
3906,27781,Kepler-950 b,Kepler-950,1,1,1.5,,,0.0,1.04,,,0.0
3907,27791,Kepler-951 b,Kepler-951,2,1,0.72,,,0.0,0.75,,,0.0
3908,27801,Kepler-952 b,Kepler-952,1,1,0.95,0.38,-0.38,0.0,0.98,0.08,-0.08,0.0
3909,27811,Kepler-953 b,Kepler-953,1,2,1.0,0.15,-0.05,0.0,1.09,0.04,-0.09,0.0
3910,27820,Kepler-953 c,Kepler-953,1,2,0.99,0.09,-0.07,0.0,0.95,0.03,-0.03,0.0
3911,27828,Kepler-954 b,Kepler-954,1,1,0.7,0.05,-0.05,0.0,0.81,0.1,-0.09,0.0
3912,27838,Kepler-955 b,Kepler-955,1,1,0.86,0.34,-0.1,0.0,0.8,0.13,-0.06,0.0
3913,27848,Kepler-956 b,Kepler-956,1,1,0.98,0.37,-0.37,0.0,1.07,0.08,-0.08,0.0
3914,27857,Kepler-957 b,Kepler-957,1,1,0.75,0.03,-0.04,0.0,0.81,0.03,-0.04,0.0
3915,27867,Kepler-958 b,Kepler-958,1,1,1.03,0.37,-0.15,0.0,0.91,0.11,-0.06,0.0
3916,27876,Kepler-959 b,Kepler-959,1,1,1.73,0.08,-0.07,0.0,,,,
3917,27886,Kepler-96 b,Kepler-96,1,1,1.02,0.09,-0.09,0.0,1.0,0.06,-0.06,0.0
3918,27896,Kepler-960 b,Kepler-960,1,1,0.79,,,0.0,0.71,,,0.0
3919,27906,Kepler-961 b,Kepler-961,1,1,0.85,0.04,-0.04,0.0,,,,
3920,27916,Kepler-962 b,Kepler-962,1,1,0.83,,,0.0,0.95,,,0.0
3921,27926,Kepler-963 b,Kepler-963,1,1,0.94,0.63,-0.63,0.0,0.83,0.14,-0.14,0.0
3922,27936,Kepler-964 b,Kepler-964,1,1,0.84,0.02,-0.02,0.0,0.93,0.03,-0.03,0.0
3923,27946,Kepler-965 b,Kepler-965,1,1,0.94,0.33,-0.33,0.0,1.04,0.06,-0.06,0.0
3924,27956,Kepler-966 b,Kepler-966,1,1,1.18,0.39,-0.39,0.0,0.89,0.08,-0.08,0.0
3925,27966,Kepler-967 b,Kepler-967,1,2,0.63,0.07,-0.05,0.0,0.62,0.07,-0.03,0.0
