,pl_name,sy_snum,sy_pnum,st_mass
3634,Kepler-745 b,1,1,1.01
3635,Kepler-746 b,1,1,0.92
3636,Kepler-747 b,1,1,
3637,Kepler-748 b,1,1,
3638,Kepler-749 b,1,1,0.52
3639,Kepler-75 b,1,1,0.91
3640,Kepler-750 b,1,2,1.12
3641,Kepler-750 c,1,2,
3642,Kepler-751 b,1,1,0.88
3643,Kepler-752 b,1,1,0.93
3644,Kepler-753 b,1,1,0.53
3645,Kepler-754 b,1,1,1.0
3646,Kepler-755 b,2,2,0.73
3647,Kepler-755 c,2,2,
3648,Kepler-756 b,1,1,
3649,Kepler-757 b,1,1,0.88
3650,Kepler-758 b,1,4,1.26
3651,Kepler-758 c,1,4,1.26
3652,Kepler-758 d,1,4,1.26
3653,Kepler-758 e,1,4,0.96
3654,Kepler-759 b,1,1,0.96
3655,Kepler-76 b,1,1,1.2
3656,Kepler-760 b,1,2,0.87
3657,Kepler-760 c,1,2,
3658,Kepler-761 b,1,1,1.07
3659,Kepler-762 b,1,1,1.07
3660,Kepler-763 b,1,1,0.8
3661,Kepler-764 b,1,1,0.94
3662,Kepler-765 b,1,1,1.05
3663,Kepler-766 b,1,1,1.0
3664,Kepler-767 b,1,1,1.0
3665,Kepler-768 b,1,1,0.81
3666,Kepler-769 b,1,2,1.14
3667,Kepler-769 c,1,2,
3668,Kepler-77 b,1,1,0.99
3669,Kepler-770 b,1,3,0.94
3670,Kepler-770 c,1,3,
3671,Kepler-770 d,1,3,
3672,Kepler-771 b,1,1,1.05
3673,Kepler-772 b,1,1,
3674,Kepler-773 b,1,1,0.95
3675,Kepler-774 b,1,1,1.32
3676,Kepler-775 b,1,1,0.92
3677,Kepler-776 b,1,1,0.79
3678,Kepler-777 b,1,1,
3679,Kepler-778 b,1,1,0.84
3680,Kepler-779 b,2,1,0.4
3681,Kepler-78 b,2,1,0.83
3682,Kepler-780 b,1,1,0.95
3683,Kepler-781 b,1,1,0.81
3684,Kepler-782 b,1,1,1.01
3685,Kepler-783 b,1,2,0.94
3686,Kepler-783 c,1,2,0.85
3687,Kepler-784 b,1,1,1.02
3688,Kepler-785 b,1,1,0.77
3689,Kepler-786 b,1,1,0.72
3690,Kepler-787 b,1,1,0.68
3691,Kepler-788 b,1,1,1.08
3692,Kepler-789 b,1,1,1.04
3693,Kepler-79 b,1,4,1.18
3694,Kepler-79 c,1,4,1.17
3695,Kepler-79 d,1,4,
3696,Kepler-79 e,1,4,1.24
3697,Kepler-790 b,1,1,0.85
3698,Kepler-791 b,1,1,1.22
3699,Kepler-792 b,1,1,1.01
3700,Kepler-793 b,1,1,0.88
3701,Kepler-794 b,1,1,1.05
3702,Kepler-795 b,2,1,0.91
3703,Kepler-796 b,1,1,0.94
3704,Kepler-797 b,1,1,0.9
3705,Kepler-798 b,1,1,1.19
3706,Kepler-799 b,1,1,1.12
3707,Kepler-8 b,1,1,1.21
3708,Kepler-80 b,1,6,0.73
3709,Kepler-80 c,1,6,0.73
3710,Kepler-80 d,1,6,0.72
3711,Kepler-80 e,1,6,0.6
3712,Kepler-80 f,1,6,0.73
3713,Kepler-80 g,1,6,0.83
3714,Kepler-800 b,1,1,0.91
3715,Kepler-801 b,1,1,0.69
3716,Kepler-802 b,1,1,0.97
3717,Kepler-803 b,1,1,1.08
3718,Kepler-804 b,1,2,1.02
3719,Kepler-804 c,1,2,1.02
3720,Kepler-805 b,1,1,1.15
3721,Kepler-806 b,1,1,0.99
3722,Kepler-807 b,1,1,1.06
3723,Kepler-808 b,1,1,
3724,Kepler-809 b,1,1,1.01
3725,Kepler-81 b,1,3,0.71
3726,Kepler-81 c,1,3,0.71
3727,Kepler-81 d,1,3,
3728,Kepler-810 b,1,1,1.04
3729,Kepler-811 b,1,1,0.99
3730,Kepler-812 b,1,1,1.4
3731,Kepler-813 b,1,1,1.05
3732,Kepler-814 b,1,1,1.15
3733,Kepler-815 b,1,1,1.32
3734,Kepler-816 b,1,1,0.78
3735,Kepler-817 b,1,1,1.0
3736,Kepler-818 b,1,1,0.93
3737,Kepler-819 b,1,1,0.83
3738,Kepler-82 b,1,5,0.96
3739,Kepler-82 c,1,5,0.91
3740,Kepler-82 d,1,5,
3741,Kepler-82 e,1,5,0.97
3742,Kepler-82 f,1,5,0.91
3743,Kepler-820 b,1,1,1.08
3744,Kepler-821 b,1,1,0.84
3745,Kepler-822 b,1,1,0.9
3746,Kepler-823 b,1,1,1.1
3747,Kepler-824 b,1,1,1.07
3748,Kepler-825 b,1,2,0.87
3749,Kepler-825 c,1,2,
3750,Kepler-826 b,1,1,0.89
3751,Kepler-827 b,1,1,0.98
3752,Kepler-828 b,1,1,0.81
3753,Kepler-829 b,1,1,0.88
3754,Kepler-83 b,2,3,
3755,Kepler-83 c,2,3,0.56
3756,Kepler-83 d,2,3,
3757,Kepler-830 b,1,1,1.07
3758,Kepler-831 b,1,1,1.0
3759,Kepler-832 b,1,1,0.92
3760,Kepler-833 b,1,1,0.61
3761,Kepler-834 b,1,1,0.48
3762,Kepler-835 b,1,1,1.08
3763,Kepler-836 b,1,1,1.08
3764,Kepler-837 b,1,1,0.73
3765,Kepler-838 b,1,1,1.09
3766,Kepler-839 b,1,1,
3767,Kepler-84 b,1,5,1.0
3768,Kepler-84 c,1,5,
3769,Kepler-84 d,1,5,
3770,Kepler-84 e,1,5,
3771,Kepler-84 f,1,5,1.0
3772,Kepler-840 b,1,1,1.04
3773,Kepler-841 b,1,1,0.78
3774,Kepler-842 b,1,1,0.74
3775,Kepler-843 b,1,1,1.0
3776,Kepler-844 b,1,1,
3777,Kepler-845 b,1,1,0.74
3778,Kepler-846 b,1,1,0.94
3779,Kepler-847 b,1,1,0.81
3780,Kepler-848 b,1,1,1.0
3781,Kepler-849 b,1,1,1.16
3782,Kepler-85 b,1,4,
3783,Kepler-85 c,1,4,0.92
3784,Kepler-85 d,1,4,0.97
3785,Kepler-85 e,1,4,0.94
3786,Kepler-850 b,1,1,1.04
3787,Kepler-851 b,1,1,
3788,Kepler-852 b,1,1,1.02
3789,Kepler-853 b,1,1,1.21
3790,Kepler-854 b,1,1,
3791,Kepler-855 b,1,1,0.95
3792,Kepler-856 b,1,1,1.01
3793,Kepler-857 b,1,1,0.99
3794,Kepler-858 b,1,1,0.87
3795,Kepler-859 b,1,1,0.79
3796,Kepler-860 b,1,1,0.97
3797,Kepler-861 b,1,1,0.82
3798,Kepler-862 b,1,1,0.8
3799,Kepler-863 b,1,1,
3800,Kepler-864 b,1,1,1.0
3801,Kepler-865 b,1,1,0.91
3802,Kepler-866 b,1,1,0.69
3803,Kepler-867 b,1,1,
3804,Kepler-868 b,1,1,1.02
3805,Kepler-869 b,1,1,0.98
3806,Kepler-87 b,1,2,0.96
3807,Kepler-87 c,1,2,0.98
3808,Kepler-870 b,1,1,1.01
3809,Kepler-871 b,1,1,1.05
3810,Kepler-872 b,1,1,0.94
3811,Kepler-873 b,1,1,1.1
3812,Kepler-874 b,1,1,1.03
3813,Kepler-875 b,1,1,0.98
3814,Kepler-876 b,1,1,0.84
3815,Kepler-877 b,1,1,0.86
3816,Kepler-878 b,1,1,
3817,Kepler-879 b,1,1,0.97
3818,Kepler-88 d,1,3,0.99
3819,Kepler-880 b,1,1,1.47
3820,Kepler-881 b,1,1,1.09
3821,Kepler-882 b,1,1,0.84
3822,Kepler-883 b,1,1,
3823,Kepler-884 b,1,1,1.0
3824,Kepler-885 b,1,1,1.22
3825,Kepler-886 b,1,1,1.03
3826,Kepler-887 b,1,2,1.27
3827,Kepler-887 c,1,2,1.18
3828,Kepler-888 b,1,1,0.94
3829,Kepler-889 b,1,1,1.09
3830,Kepler-890 b,1,1,1.23
3831,Kepler-891 b,1,1,1.03
3832,Kepler-892 b,1,1,0.74
3833,Kepler-893 b,1,1,1.0
3834,Kepler-894 b,1,1,0.87
3835,Kepler-895 b,1,1,0.55
3836,Kepler-896 b,1,1,0.92
3837,Kepler-897 b,1,1,1.0
3838,Kepler-898 b,1,1,0.65
3839,Kepler-899 b,1,1,
3840,Kepler-9 b,1,3,1.03
3841,Kepler-9 c,1,3,1.05
3842,Kepler-9 d,1,3,1.03
3843,Kepler-90 i,1,8,1.12
3844,Kepler-900 b,1,1,0.78
3845,Kepler-901 b,1,1,0.64
3846,Kepler-902 b,1,1,
3847,Kepler-903 b,1,2,0.96
3848,Kepler-903 c,1,2,0.98
3849,Kepler-904 b,1,1,1.06
3850,Kepler-905 b,1,1,1.01
3851,Kepler-906 b,1,1,1.06
3852,Kepler-907 b,1,1,1.01
3853,Kepler-908 b,3,1,1.11
3854,Kepler-909 b,1,1,1.11
3855,Kepler-91 b,1,1,1.31
3856,Kepler-910 b,1,1,
3857,Kepler-911 b,1,1,1.2
3858,Kepler-912 b,1,1,0.81
3859,Kepler-913 b,1,1,0.95
3860,Kepler-914 b,1,1,1.12
3861,Kepler-915 b,1,1,1.0
3862,Kepler-916 b,1,1,0.88
3863,Kepler-917 b,1,1,1.03
3864,Kepler-918 b,1,1,1.05
3865,Kepler-919 b,1,1,1.04
3866,Kepler-92 b,1,3,1.07
3867,Kepler-92 c,1,3,1.07
3868,Kepler-92 d,1,3,1.07
3869,Kepler-920 b,1,2,1.0
3870,Kepler-920 c,1,2,
3871,Kepler-921 b,1,1,1.01
3872,Kepler-922 b,1,1,0.98
3873,Kepler-923 b,1,1,1.01
3874,Kepler-924 b,1,1,1.13
3875,Kepler-925 b,1,1,0.68
3876,Kepler-926 b,1,1,1.02
3877,Kepler-927 b,1,1,0.99
3878,Kepler-928 b,1,1,0.69
3879,Kepler-929 b,1,1,0.76
3880,Kepler-93 b,1,2,0.87
3881,Kepler-93 c,1,2,1.0
3882,Kepler-930 b,1,1,1.09
3883,Kepler-931 b,1,1,0.76
3884,Kepler-932 b,1,1,0.78
3885,Kepler-933 b,1,1,0.91
3886,Kepler-934 b,1,1,0.73
3887,Kepler-935 b,1,1,0.82
3888,Kepler-936 b,1,1,0.92
3889,Kepler-937 b,1,2,1.15
3890,Kepler-937 c,1,2,1.01
3891,Kepler-938 b,1,1,
3892,Kepler-939 b,1,1,0.99
3893,Kepler-94 b,1,2,0.64
3894,Kepler-94 c,1,2,0.81
3895,Kepler-940 b,1,1,1.07
3896,Kepler-941 b,1,1,0.99
3897,Kepler-942 b,1,1,0.74
3898,Kepler-943 b,1,1,0.99
3899,Kepler-944 b,1,1,0.95
3900,Kepler-945 b,1,1,1.01
3901,Kepler-946 b,1,1,0.95
3902,Kepler-947 b,1,1,1.02
3903,Kepler-948 b,1,1,0.96
3904,Kepler-949 b,1,1,0.82
3905,Kepler-95 b,1,1,1.07
3906,Kepler-950 b,1,1,1.04
3907,Kepler-951 b,2,1,0.75
3908,Kepler-952 b,1,1,0.98
3909,Kepler-953 b,1,2,1.09
3910,Kepler-953 c,1,2,0.95
3911,Kepler-954 b,1,1,0.81
3912,Kepler-955 b,1,1,0.8
3913,Kepler-956 b,1,1,1.07
3914,Kepler-957 b,1,1,0.81
3915,Kepler-958 b,1,1,0.91
3916,Kepler-959 b,1,1,
3917,Kepler-96 b,1,1,1.0
3918,Kepler-960 b,1,1,0.71
3919,Kepler-961 b,1,1,
3920,Kepler-962 b,1,1,0.95
3921,Kepler-963 b,1,1,0.83
3922,Kepler-964 b,1,1,0.93
3923,Kepler-965 b,1,1,1.04
3924,Kepler-966 b,1,1,0.89
3925,Kepler-967 b,1,2,0.62
3926,Kepler-967 c,1,2,0.84
3927,Kepler-968 b,1,3,0.63
3928,Kepler-968 c,1,3,0.57
3929,Kepler-969 b,1,2,0.92
3930,Kepler-969 c,1,2,0.89
3931,Kepler-97 b,1,2,1.05
3932,Kepler-97 c,1,2,0.94
3933,Kepler-970 b,2,1,
3934,Kepler-971 b,1,1,0.82
3935,Kepler-972 b,1,1,1.05
3936,Kepler-973 b,1,1,0.88
3937,Kepler-974 b,1,1,0.46
3938,Kepler-975 b,1,1,0.77
3939,Kepler-976 b,1,1,0.84
3940,Kepler-977 b,1,1,
3941,Kepler-978 b,1,1,1.04
3942,Kepler-979 b,1,1,0.88
3943,Kepler-98 b,1,1,
3944,Kepler-980 b,1,1,1.01
3945,Kepler-981 b,1,1,1.02
3946,Kepler-982 b,1,1,
3947,Kepler-983 b,1,1,1.13
3948,Kepler-984 b,1,1,0.91
3949,Kepler-985 b,1,1,0.98
3950,Kepler-986 b,1,1,0.95
3951,Kepler-987 b,1,1,1.01
3952,Kepler-988 b,1,1,0.56
3953,Kepler-989 b,1,1,0.83
3954,Kepler-99 b,2,1,0.77
3955,Kepler-990 b,1,2,1.01
3956,Kepler-990 c,1,2,0.97
3957,Kepler-991 b,1,1,0.56
3958,Kepler-992 b,1,1,0.94
3959,Kepler-993 b,1,1,0.57
3960,Kepler-994 b,1,1,0.59
3961,Kepler-995 b,1,1,0.74
3962,Kepler-996 b,1,1,0.92
3963,Kepler-997 b,1,1,1.18
3964,Kepler-998 b,1,1,1.05
3965,Kepler-999 b,1,1,1.06
3966,L 168-9 b,1,1,0.62
3967,L 98-59 b,1,4,0.31
3968,L 98-59 c,1,4,0.31
3969,L 98-59 d,1,4,0.27
3970,L 98-59 e,1,4,0.27
3971,LHS 1140 b,1,2,
3972,LHS 1140 c,1,2,0.19
3973,LHS 1478 b,1,1,0.24
3974,LHS 1815 b,1,1,
3975,LHS 3844 b,1,1,
3976,LP 714-47 b,1,1,
3977,LP 791-18 b,1,2,0.14
3978,LP 791-18 c,1,2,0.14
3979,LSPM J2116+0234 b,1,1,0.43
3980,LTT 1445 A b,3,1,0.26
3981,LTT 3780 b,2,2,0.38
3982,LTT 3780 c,2,2,
3983,LTT 9779 b,1,1,
3984,LkCa 15 b,1,2,
3985,LkCa 15 c,1,2,
3986,Lupus-TR-3 b,1,1,0.87
3987,MASCARA-1 b,1,1,1.72
3988,MASCARA-4 b,2,1,1.75
3989,MOA-2007-BLG-192L b,1,1,0.06
3990,MOA-2007-BLG-400L b,1,1,0.3
3991,MOA-2008-BLG-310L b,1,1,0.21
3992,MOA-2008-BLG-379L b,1,1,0.56
3993,MOA-2009-BLG-266L b,1,1,0.56
3994,MOA-2009-BLG-319L b,1,1,0.38
3995,MOA-2009-BLG-387L b,1,1,0.19
3996,MOA-2010-BLG-073L b,1,1,0.16
3997,MOA-2010-BLG-117L b,1,1,0.58
3998,MOA-2010-BLG-328L b,1,1,0.64
3999,MOA-2010-BLG-353L b,1,1,0.18
4000,MOA-2010-BLG-477L b,1,1,0.67
4001,MOA-2011-BLG-028L b,1,1,0.75
4002,MOA-2011-BLG-262L b,1,1,0.11
4003,MOA-2011-BLG-291L b,1,1,0.13
4004,MOA-2011-BLG-293L b,1,1,0.43
4005,MOA-2011-BLG-322L b,1,1,0.39
4006,MOA-2012-BLG-006L b,1,1,0.49
4007,MOA-2012-BLG-505L b,1,1,0.1
4008,MOA-2013-BLG-220L b,1,1,0.77
4009,MOA-2013-BLG-605L b,1,1,0.03
4010,MOA-2015-BLG-337L b,1,1,0.07
4011,MOA-2016-BLG-227L b,1,1,0.29
4012,MOA-2016-BLG-319L b,1,1,0.15
4013,MOA-bin-1L b,1,1,0.75
4014,MOA-bin-29 b,1,1,0.06
4015,MXB 1658-298 b,2,1,
4016,NGC 2682 Sand 364 b,1,1,1.35
4017,NGC 2682 Sand 978 b,1,1,1.37
4018,NGC 2682 YBP 1194 b,1,1,1.01
4019,NGC 2682 YBP 1514 b,1,1,0.96
4020,NGC 2682 YBP 401 b,1,1,1.14
4021,NGTS-1 b,1,1,0.62
4022,NGTS-10 b,1,1,0.7
4023,NGTS-11 b,1,1,
4024,NGTS-12 b,1,1,1.02
4025,NGTS-13 b,1,1,1.3
4026,NGTS-14 A b,2,1,0.9
4027,NGTS-15 b,1,1,0.99
4028,NGTS-16 b,1,1,1.0
4029,NGTS-17 b,1,1,1.02
4030,NGTS-18 b,1,1,1.0
4031,NGTS-2 b,1,1,1.64
4032,NGTS-3 A b,2,1,1.02
4033,NGTS-4 b,1,1,0.75
4034,NGTS-5 b,1,1,0.66
4035,NGTS-6 b,1,1,0.77
4036,NGTS-8 b,1,1,0.89
4037,NGTS-9 b,1,1,1.34
4038,NN Ser c,2,2,0.54
4039,NN Ser d,2,2,0.54
4040,NSVS 14256825 b,2,1,0.42
4041,NY Vir b,2,2,0.46
4042,NY Vir c,2,2,0.46
4043,OGLE-2003-BLG-235L b,1,1,0.36
4044,OGLE-2005-BLG-071L b,1,1,0.46
4045,OGLE-2005-BLG-169L b,1,1,0.65
4046,OGLE-2005-BLG-390L b,1,1,0.22
4047,OGLE-2006-BLG-109L b,1,2,0.51
4048,OGLE-2006-BLG-109L c,1,2,0.51
4049,OGLE-2007-BLG-349L AB c,2,1,0.41
4050,OGLE-2007-BLG-368L b,1,1,0.64
4051,OGLE-2008-BLG-092L b,2,1,0.71
4052,OGLE-2008-BLG-355L b,1,1,0.37
4053,OGLE-2011-BLG-0173L b,1,1,0.43
4054,OGLE-2011-BLG-0251L b,1,1,0.26
4055,OGLE-2011-BLG-0265L b,1,1,0.14
4056,OGLE-2012-BLG-0026L b,1,2,0.82
4057,OGLE-2012-BLG-0026L c,1,2,1.06
4058,OGLE-2012-BLG-0358L b,1,1,0.02
4059,OGLE-2012-BLG-0406L b,1,1,0.44
4060,OGLE-2012-BLG-0563L b,1,1,0.34
4061,OGLE-2012-BLG-0724L b,1,1,0.29
4062,OGLE-2012-BLG-0838L b,1,1,0.4
4063,OGLE-2012-BLG-0950L b,1,1,0.31
4064,OGLE-2013-BLG-0102L b,1,1,0.1
4065,OGLE-2013-BLG-0132L b,1,1,0.54
4066,OGLE-2013-BLG-0341L B b,2,1,
4067,OGLE-2013-BLG-0911L b,1,1,0.28
4068,OGLE-2013-BLG-1721L b,1,1,0.46
4069,OGLE-2013-BLG-1761L b,1,1,0.33
4070,OGLE-2014-BLG-0124L b,1,1,0.65
4071,OGLE-2014-BLG-0676L b,1,1,0.62
4072,OGLE-2014-BLG-1722L b,1,2,0.4
4073,OGLE-2014-BLG-1722L c,1,2,0.4
4074,OGLE-2014-BLG-1760L b,1,1,0.51
4075,OGLE-2015-BLG-0051L b,1,1,0.1
4076,OGLE-2015-BLG-0954L b,1,1,0.3
4077,OGLE-2015-BLG-0966L b,1,1,0.38
4078,OGLE-2015-BLG-1649L b,1,1,0.34
4079,OGLE-2015-BLG-1670L b,1,1,
4080,OGLE-2015-BLG-1771L b,1,1,0.06
4081,OGLE-2016-BLG-0263L b,1,1,0.13
4082,OGLE-2016-BLG-0613L AB b,2,1,0.72
4083,OGLE-2016-BLG-1067L b,1,1,0.31
4084,OGLE-2016-BLG-1190L b,1,1,0.88
4085,OGLE-2016-BLG-1195L b,1,1,0.37
4086,OGLE-2016-BLG-1227L b,1,1,0.1
4087,OGLE-2017-BLG-0173L b,1,1,0.4
4088,OGLE-2017-BLG-0373L b,1,1,0.28
4089,OGLE-2017-BLG-0406L b,1,1,
4090,OGLE-2017-BLG-0482L b,1,1,0.2
4091,OGLE-2017-BLG-0604L b,1,1,0.7
4092,OGLE-2017-BLG-1049L b,1,1,0.55
4093,OGLE-2017-BLG-1140L b,1,1,0.21
4094,OGLE-2017-BLG-1375L b,1,1,
4095,OGLE-2017-BLG-1434L b,1,1,
4096,OGLE-2017-BLG-1522L b,1,1,0.04
4097,OGLE-2018-BLG-0567L b,1,1,0.25
4098,OGLE-2018-BLG-0596L b,1,1,0.2
4099,OGLE-2018-BLG-0677L b,1,1,0.12
4100,OGLE-2018-BLG-0740L b,1,1,1.0
4101,OGLE-2018-BLG-0962L b,1,1,0.54
4102,OGLE-2018-BLG-1011L b,1,2,0.18
4103,OGLE-2018-BLG-1011L c,1,2,0.18
4104,OGLE-2018-BLG-1269L b,1,1,1.11
4105,OGLE-2018-BLG-1428L b,1,1,0.43
4106,OGLE-2018-BLG-1700L b,2,1,0.42
4107,OGLE-2019-BLG-0954L b,1,1,0.8
4108,OGLE-TR-10 b,1,1,1.22
4109,OGLE-TR-111 b,1,1,0.85
4110,OGLE-TR-113 b,1,1,0.73
4111,OGLE-TR-132 b,1,1,1.3
4112,OGLE-TR-182 b,1,1,1.19
4113,OGLE-TR-211 b,1,1,1.31
4114,OGLE-TR-56 b,1,1,
4115,OGLE2-TR-L9 b,1,1,1.42
4116,Oph 11 b,1,1,0.02
4117,PDS 70 b,1,2,0.76
4118,PDS 70 c,1,2,
4119,PH1 b,4,1,1.53
4120,PH2 b,1,1,1.01
4121,POTS-1 b,1,1,0.69
4122,PSR B0329+54 b,1,1,1.44
4123,PSR B1257+12 b,1,3,
4124,PSR B1257+12 c,1,3,
4125,PSR B1257+12 d,1,3,1.4
4126,PSR B1620-26 b,2,1,1.35
4127,PSR J1719-1438 b,1,1,1.4
4128,PSR J2322-2650 b,1,1,1.4
4129,Pr0201 b,1,1,1.23
4130,Pr0211 b,2,2,0.95
4131,Pr0211 c,2,2,0.94
4132,Proxima Cen b,3,1,0.12
4133,Qatar-1 b,1,1,0.84
4134,Qatar-10 b,1,1,1.16
4135,Qatar-2 b,1,1,0.74
4136,Qatar-3 b,1,1,1.19
4137,Qatar-4 b,1,1,0.85
4138,Qatar-5 b,1,1,0.99
4139,Qatar-6 b,2,1,0.82
4140,Qatar-7 b,1,1,1.41
4141,Qatar-8 b,1,1,1.04
4142,Qatar-9 b,1,1,0.72
4143,ROXs 12 b,2,1,0.87
4144,ROXs 42 B b,2,1,1.0
4145,RR Cae b,2,1,0.44
4146,Ross 128 b,1,1,0.17
4147,Ross 458 c,2,1,0.56
4148,SR 12 AB c,2,1,
4149,SWEEPS-11 b,1,1,1.1
4150,SWEEPS-4 b,1,1,1.24
4151,TAP 26 b,1,1,1.04
4152,TCP J05074264+2447555 b,1,1,0.25
4153,TIC 172900988 b,2,1,1.24
4154,TIC 237913194 b,1,1,1.03
4155,TOI-1062 b,1,2,0.94
4156,TOI-1062 c,1,2,0.94
4157,TOI-1130 b,1,2,
4158,TOI-1130 c,1,2,
4159,TOI-1201 b,2,1,
4160,TOI-122 b,1,1,
4161,TOI-1231 b,1,1,0.48
4162,TOI-1235 b,1,1,
4163,TOI-125 b,1,3,0.87
4164,TOI-125 c,1,3,0.87
4165,TOI-125 d,1,3,
4166,TOI-1259 A b,2,1,0.74
4167,TOI-1260 b,1,2,
4168,TOI-1260 c,1,2,0.66
4169,TOI-1266 b,1,2,0.45
4170,TOI-1266 c,1,2,0.45
4171,TOI-1278 b,1,1,0.54
4172,TOI-132 b,1,1,
4173,TOI-1333 b,2,1,
4174,TOI-1338 b,2,1,
4175,TOI-1444 b,1,2,
4176,TOI-1444 c,1,2,0.93
4177,TOI-1478 b,1,1,0.95
4178,TOI-150.01,1,1,1.25
4179,TOI-1518 b,1,1,
4180,TOI-157 b,1,1,0.95
4181,TOI-1601 b,1,1,
4182,TOI-163 b,1,1,1.44
4183,TOI-1634 b,2,1,
4184,TOI-1685 b,1,1,0.46
4185,TOI-169 b,1,1,1.15
4186,TOI-172 b,1,1,
4187,TOI-1728 b,1,1,
4188,TOI-1749 b,1,3,0.58
4189,TOI-1749 c,1,3,0.58
4190,TOI-1749 d,1,3,
4191,TOI-178 b,1,6,0.65
4192,TOI-178 c,1,6,0.65
4193,TOI-178 d,1,6,0.65
4194,TOI-178 e,1,6,
4195,TOI-178 f,1,6,0.65
4196,TOI-178 g,1,6,
4197,TOI-1807 b,1,1,0.75
4198,TOI-1899 b,1,1,
4199,TOI-201 b,1,1,
4200,TOI-2076 b,1,3,0.85
4201,TOI-2076 c,1,3,0.85
4202,TOI-2076 d,1,3,0.85
4203,TOI-216.01,1,2,0.87
4204,TOI-216.02,1,2,0.87
4205,TOI-220 b,1,1,0.82
4206,TOI-2202 b,1,2,
4207,TOI-2202 c,1,2,0.82
4208,TOI-237 b,1,1,0.18
4209,TOI-2406 b,1,1,
4210,TOI-251 b,1,1,
4211,TOI-257 b,1,1,
4212,TOI-269 b,1,1,0.39
4213,TOI-270 b,1,3,
4214,TOI-270 c,1,3,0.4
4215,TOI-270 d,1,3,0.4
4216,TOI-421 b,2,2,0.85
4217,TOI-421 c,2,2,
4218,TOI-431 b,1,3,0.78
4219,TOI-431 c,1,3,0.78
4220,TOI-431 d,1,3,
4221,TOI-451 b,2,3,0.95
4222,TOI-451 c,2,3,0.95
4223,TOI-451 d,2,3,0.95
4224,TOI-481 b,1,1,
4225,TOI-519 b,1,1,0.37
4226,TOI-532 b,1,1,0.64
4227,TOI-540 b,1,1,0.16
4228,TOI-561 b,1,5,0.81
4229,TOI-561 c,1,5,
4230,TOI-561 d,1,5,0.79
4231,TOI-561 e,1,5,0.79
4232,TOI-561 f,1,5,0.81
4233,TOI-564 b,1,1,1.0
4234,TOI-628 b,1,1,
4235,TOI-640 b,1,1,
4236,TOI-674 b,1,1,
4237,TOI-677 b,1,1,1.18
4238,TOI-700 b,1,3,0.42
4239,TOI-700 c,1,3,0.42
4240,TOI-700 d,1,3,0.42
4241,TOI-763 b,1,2,0.92
4242,TOI-763 c,1,2,
4243,TOI-776 b,1,2,
4244,TOI-776 c,1,2,0.54
4245,TOI-813 b,1,1,
4246,TOI-824 b,1,1,0.71
4247,TOI-837 b,1,1,1.12
4248,TOI-849 b,1,1,0.93
4249,TOI-892 b,1,1,
4250,TOI-905 b,1,1,0.97
4251,TOI-942 b,3,2,0.79
4252,TOI-942 c,3,2,0.79
4253,TOI-954 b,1,1,
4254,TRAPPIST-1 b,1,7,0.09
4255,TRAPPIST-1 c,1,7,0.09
4256,TRAPPIST-1 d,1,7,0.08
4257,TRAPPIST-1 e,1,7,0.09
4258,TRAPPIST-1 f,1,7,0.09
4259,TRAPPIST-1 g,1,7,0.09
4260,TRAPPIST-1 h,1,7,0.09
4261,TYC 0434-04538-1 b,1,1,1.04
4262,TYC 1422-614-1 b,1,2,1.15
4263,TYC 1422-614-1 c,1,2,1.15
4264,TYC 3318-01333-1 b,1,1,1.19
4265,TYC 3667-1280-1 b,1,1,1.87
4266,TYC 4282-00605-1 b,1,1,0.97
4267,TYC 8998-760-1 b,1,2,1.0
4268,TYC 8998-760-1 c,1,2,1.0
4269,Teegarden's Star b,1,2,0.09
4270,Teegarden's Star c,1,2,0.09
4271,TrES-1 b,2,1,0.88
4272,TrES-2 b,2,1,1.06
4273,TrES-3 b,1,1,0.93
4274,TrES-4 b,2,1,1.18
4275,TrES-5 b,1,1,0.89
4276,UKIRT-2017-BLG-001L b,1,1,0.81
4277,USco CTIO 108 b,1,1,0.06
4278,USco1556 b,1,1,0.33
4279,USco1621 b,1,1,0.36
4280,UZ For b,2,2,0.7
4281,UZ For c,2,2,0.7
4282,V0391 Peg b,1,1,0.5
4283,V1298 Tau b,1,4,1.1
4284,V1298 Tau c,1,4,1.1
4285,V1298 Tau d,1,4,1.1
4286,V1298 Tau e,1,4,1.1
4287,V830 Tau b,1,1,1.0
4288,VHS J125601.92-125723.9 b,2,1,0.06
4289,WASP-1 b,2,1,1.24
4290,WASP-10 b,1,1,
4291,WASP-100 b,2,1,1.57
4292,WASP-101 b,1,1,1.41
4293,WASP-103 b,1,1,1.22
4294,WASP-104 b,2,1,1.08
4295,WASP-105 b,1,1,0.89
4296,WASP-106 b,1,1,1.19
4297,WASP-107 b,1,2,0.69
4298,WASP-107 c,1,2,0.68
4299,WASP-11 b,3,1,0.77
4300,WASP-110 b,1,1,
4301,WASP-113 b,1,1,1.32
4302,WASP-114 b,2,1,1.29
4303,WASP-117 b,1,1,1.13
4304,WASP-118 b,1,1,1.32
4305,WASP-119 b,1,1,1.02
4306,WASP-12 b,3,1,1.35
4307,WASP-120 b,1,1,1.39
4308,WASP-121 b,1,1,
4309,WASP-123 b,2,1,1.17
4310,WASP-124 b,1,1,1.07
4311,WASP-126 b,1,2,1.01
