,pl_name,sy_snum,sy_pnum,st_mass
1543,KMT-2016-BLG-1820L b,1,1,0.04
1544,KMT-2016-BLG-1836L b,1,1,0.49
1545,KMT-2016-BLG-2142L b,1,1,
1546,KMT-2016-BLG-2364L b,1,1,0.5
1547,KMT-2016-BLG-2397L b,1,1,0.64
1548,KMT-2017-BLG-0165L b,1,1,0.76
1549,KMT-2017-BLG-1038L b,1,1,0.37
1550,KMT-2017-BLG-1146L b,1,1,0.4
1551,KMT-2018-BLG-0029L b,1,1,1.25
1552,KMT-2018-BLG-0748L b,1,1,0.09
1553,KMT-2018-BLG-1025L b,1,1,0.08
1554,KMT-2018-BLG-1292L b,1,1,1.25
1555,KMT-2018-BLG-1976L b,1,1,0.65
1556,KMT-2018-BLG-1990L b,1,1,0.09
1557,KMT-2018-BLG-1996L b,1,1,0.69
1558,KMT-2019-BLG-0371L b,1,1,0.09
1559,KMT-2019-BLG-0842L b,1,1,0.76
1560,KMT-2019-BLG-1339L b,1,1,0.49
1561,KMT-2019-BLG-1715L b,1,1,0.59
1562,KMT-2019-BLG-1953L b,1,1,
1563,KOI-12 b,1,2,1.45
1564,KOI-1257 b,2,1,0.78
1565,KOI-13 b,3,1,2.05
1566,KOI-142 b,1,3,0.93
1567,KOI-142 c,1,3,0.96
1568,KOI-1599.01,1,2,1.02
1569,KOI-1599.02,1,2,1.02
1570,KOI-1783.01,1,2,1.03
1571,KOI-1783.02,1,2,1.1
1572,KOI-1831 d,1,3,0.9
1573,KOI-1833 d,1,3,0.57
1574,KOI-217 b,1,1,0.93
1575,KOI-3503 b,1,2,0.92
1576,KOI-3503 c,1,2,0.86
1577,KOI-351 b,1,8,0.97
1578,KOI-351 c,1,8,1.12
1579,KOI-351 d,1,8,0.97
1580,KOI-351 e,1,8,0.97
1581,KOI-351 f,1,8,1.12
1582,KOI-351 g,1,8,1.2
1583,KOI-351 h,1,8,1.12
1584,KOI-3680 b,1,1,1.0
1585,KOI-55 b,1,2,0.5
1586,KOI-55 c,1,2,0.5
1587,KOI-94 b,2,4,1.28
1588,KOI-94 c,2,4,1.18
1589,KOI-94 d,2,4,1.18
1590,KOI-94 e,2,4,1.08
1591,KPS-1 b,1,1,0.89
1592,Kapteyn c,1,1,0.28
1593,Kepler-10 b,1,2,1.02
1594,Kepler-10 c,1,2,1.02
1595,Kepler-100 b,1,3,1.06
1596,Kepler-100 c,1,3,1.06
1597,Kepler-100 d,1,3,1.06
1598,Kepler-1000 b,1,1,1.34
1599,Kepler-1001 b,1,2,0.93
1600,Kepler-1001 c,1,2,0.93
1601,Kepler-1002 b,1,1,
1602,Kepler-1003 b,1,1,0.93
1603,Kepler-1004 b,1,1,1.44
1604,Kepler-1005 b,1,1,1.02
1605,Kepler-1006 b,1,1,
1606,Kepler-1007 b,1,1,0.73
1607,Kepler-1008 b,2,1,0.85
1608,Kepler-1009 b,1,1,0.55
1609,Kepler-101 b,1,2,0.99
1610,Kepler-101 c,1,2,1.12
1611,Kepler-1010 b,1,1,0.81
1612,Kepler-1011 b,1,1,0.87
1613,Kepler-1012 b,1,1,0.94
1614,Kepler-1013 b,1,1,0.95
1615,Kepler-1014 b,1,1,0.9
1616,Kepler-1015 b,1,1,1.25
1617,Kepler-1016 b,1,2,1.04
1618,Kepler-1016 c,1,2,
1619,Kepler-1017 b,1,1,1.01
1620,Kepler-1018 b,1,1,1.04
1621,Kepler-1019 b,1,1,
1622,Kepler-102 b,1,5,0.73
1623,Kepler-102 c,1,5,0.8
1624,Kepler-102 d,1,5,
1625,Kepler-102 e,1,5,0.8
1626,Kepler-102 f,1,5,
1627,Kepler-1020 b,1,1,0.89
1628,Kepler-1021 b,1,1,0.82
1629,Kepler-1022 b,1,1,0.71
1630,Kepler-1023 b,1,1,1.03
1631,Kepler-1024 b,1,1,0.9
1632,Kepler-1025 b,1,1,1.16
1633,Kepler-1026 b,1,1,0.7
1634,Kepler-1027 b,2,1,0.95
1635,Kepler-1028 b,1,1,0.94
1636,Kepler-1029 b,1,1,0.71
1637,Kepler-103 b,1,2,1.07
1638,Kepler-103 c,1,2,1.07
1639,Kepler-1030 b,1,1,0.76
1640,Kepler-1031 b,1,1,1.06
1641,Kepler-1032 b,1,1,
1642,Kepler-1033 b,1,1,0.96
1643,Kepler-1034 b,1,1,0.86
1644,Kepler-1035 b,1,1,0.73
1645,Kepler-1036 b,1,1,0.92
1646,Kepler-1037 b,1,1,0.92
1647,Kepler-1038 b,1,1,0.91
1648,Kepler-1039 b,1,1,0.95
1649,Kepler-104 b,2,3,0.81
1650,Kepler-104 c,2,3,1.08
1651,Kepler-104 d,2,3,0.81
1652,Kepler-1040 b,1,1,0.82
1653,Kepler-1041 b,1,1,1.08
1654,Kepler-1042 b,1,1,
1655,Kepler-1043 b,1,1,1.02
1656,Kepler-1044 b,1,1,1.05
1657,Kepler-1045 b,1,1,0.86
1658,Kepler-1046 b,1,1,1.12
1659,Kepler-1047 b,1,2,0.94
1660,Kepler-1047 c,1,2,0.98
1661,Kepler-1048 b,1,1,
1662,Kepler-1049 b,1,1,0.55
1663,Kepler-105 b,1,2,1.08
1664,Kepler-105 c,1,2,0.94
1665,Kepler-1050 b,1,2,1.06
1666,Kepler-1050 c,1,2,1.09
1667,Kepler-1051 b,1,1,1.43
1668,Kepler-1052 b,1,1,0.94
1669,Kepler-1053 b,1,1,0.74
1670,Kepler-1054 b,1,1,1.13
1671,Kepler-1055 b,1,1,0.96
1672,Kepler-1056 b,1,1,
1673,Kepler-1057 b,1,1,1.07
1674,Kepler-1058 b,1,1,0.54
1675,Kepler-1059 b,1,1,0.79
1676,Kepler-106 b,1,4,0.94
1677,Kepler-106 c,1,4,1.07
1678,Kepler-106 d,1,4,1.07
1679,Kepler-106 e,1,4,0.94
1680,Kepler-1060 b,1,1,0.82
1681,Kepler-1061 b,1,1,1.09
1682,Kepler-1062 b,1,1,0.69
1683,Kepler-1063 b,2,1,0.91
1684,Kepler-1064 b,1,1,0.69
1685,Kepler-1065 b,1,2,0.96
1686,Kepler-1065 c,1,2,0.96
1687,Kepler-1066 b,1,1,0.82
1688,Kepler-1067 b,1,1,0.91
1689,Kepler-1068 b,1,1,1.07
1690,Kepler-1069 b,1,1,1.07
1691,Kepler-107 b,1,4,1.14
1692,Kepler-107 c,1,4,1.14
1693,Kepler-107 d,1,4,
1694,Kepler-107 e,1,4,1.14
1695,Kepler-1070 b,1,1,1.23
1696,Kepler-1071 b,1,1,0.53
1697,Kepler-1072 b,1,1,1.04
1698,Kepler-1073 b,1,2,1.0
1699,Kepler-1073 c,1,2,1.03
1700,Kepler-1074 b,1,1,0.58
1701,Kepler-1075 b,1,1,0.58
1702,Kepler-1076 b,1,1,0.81
1703,Kepler-1077 b,1,1,1.02
1704,Kepler-1078 b,1,1,0.85
1705,Kepler-1079 b,1,1,1.42
1706,Kepler-108 b,2,2,0.89
1707,Kepler-108 c,2,2,1.38
1708,Kepler-1080 b,1,1,1.37
1709,Kepler-1081 b,1,1,0.88
1710,Kepler-1082 b,1,1,0.95
1711,Kepler-1083 b,1,1,0.82
1712,Kepler-1084 b,1,1,0.99
1713,Kepler-1085 b,1,2,1.11
1714,Kepler-1085 c,1,2,1.12
1715,Kepler-1086 b,2,2,0.7
1716,Kepler-1086 c,2,2,0.7
1717,Kepler-1087 b,1,1,1.0
1718,Kepler-1088 b,1,1,1.01
1719,Kepler-1089 b,1,1,0.55
1720,Kepler-109 b,1,2,1.1
1721,Kepler-109 c,1,2,1.1
1722,Kepler-1090 b,1,1,0.8
1723,Kepler-1091 b,1,1,0.81
1724,Kepler-1092 b,1,1,1.04
1725,Kepler-1093 b,1,2,1.01
1726,Kepler-1093 c,1,2,1.13
1727,Kepler-1094 b,1,1,1.01
1728,Kepler-1095 b,1,1,0.99
1729,Kepler-1096 b,1,1,0.66
1730,Kepler-1097 b,1,1,0.73
1731,Kepler-1098 b,1,1,1.05
1732,Kepler-1099 b,1,1,1.08
1733,Kepler-11 b,1,6,1.05
1734,Kepler-11 c,1,6,0.92
1735,Kepler-11 d,1,6,0.99
1736,Kepler-11 e,1,6,0.92
1737,Kepler-11 f,1,6,1.05
1738,Kepler-11 g,1,6,1.05
1739,Kepler-110 b,1,2,1.12
1740,Kepler-110 c,1,2,1.15
1741,Kepler-1100 b,1,1,1.09
1742,Kepler-1101 b,1,1,
1743,Kepler-1102 b,1,1,1.03
1744,Kepler-1103 b,1,1,1.14
1745,Kepler-1104 b,1,1,1.22
1746,Kepler-1105 b,1,1,0.58
1747,Kepler-1106 b,1,1,1.02
1748,Kepler-1107 b,1,1,0.88
1749,Kepler-1108 b,1,1,
1750,Kepler-1109 b,1,1,0.96
1751,Kepler-111 b,1,2,
1752,Kepler-111 c,1,2,1.09
1753,Kepler-1110 b,1,1,0.61
1754,Kepler-1111 b,1,1,
1755,Kepler-1112 b,1,1,1.35
1756,Kepler-1113 b,1,1,1.12
1757,Kepler-1114 b,1,1,0.87
1758,Kepler-1115 b,1,1,2.33
1759,Kepler-1116 b,1,1,0.97
1760,Kepler-1117 b,1,1,0.93
1761,Kepler-1118 b,1,1,0.8
1762,Kepler-1119 b,1,1,1.09
1763,Kepler-112 b,1,2,0.98
1764,Kepler-112 c,1,2,0.98
1765,Kepler-1120 b,1,1,0.72
1766,Kepler-1121 b,1,1,1.16
1767,Kepler-1122 b,1,1,0.96
1768,Kepler-1123 b,1,1,0.91
1769,Kepler-1124 b,1,1,0.35
1770,Kepler-1125 b,1,1,0.98
1771,Kepler-1126 b,1,1,
1772,Kepler-1127 b,1,1,0.97
1773,Kepler-1128 b,1,1,1.02
1774,Kepler-1129 b,1,2,0.99
1775,Kepler-1129 c,1,2,
1776,Kepler-113 b,1,2,0.79
1777,Kepler-113 c,1,2,
1778,Kepler-1130 b,2,1,0.94
1779,Kepler-1131 b,1,1,1.03
1780,Kepler-1132 b,1,1,0.88
1781,Kepler-1133 b,1,1,0.88
1782,Kepler-1134 b,1,1,0.87
1783,Kepler-1135 b,1,1,0.96
1784,Kepler-1136 b,1,1,0.63
1785,Kepler-1137 b,1,1,1.47
1786,Kepler-1138 b,1,1,0.93
1787,Kepler-1139 b,1,1,0.94
1788,Kepler-114 b,1,3,0.74
1789,Kepler-114 c,1,3,0.56
1790,Kepler-114 d,1,3,0.56
1791,Kepler-1140 b,1,1,0.74
1792,Kepler-1141 b,1,1,
1793,Kepler-1142 b,1,1,0.82
1794,Kepler-1143 b,1,2,0.82
1795,Kepler-1143 c,1,2,0.82
1796,Kepler-1144 b,1,1,0.91
1797,Kepler-1145 b,1,1,0.73
1798,Kepler-1146 b,1,1,0.68
1799,Kepler-1147 b,1,1,1.09
1800,Kepler-1148 b,1,1,0.72
1801,Kepler-1149 b,1,1,0.97
1802,Kepler-115 b,1,2,1.0
1803,Kepler-115 c,1,2,
1804,Kepler-1150 b,2,1,0.95
1805,Kepler-1151 b,1,1,0.93
1806,Kepler-1152 b,1,1,0.56
1807,Kepler-1153 b,1,1,
1808,Kepler-1154 b,1,2,1.28
1809,Kepler-1154 c,1,2,
1810,Kepler-1155 b,1,1,0.97
1811,Kepler-1156 b,1,1,1.0
1812,Kepler-1157 b,1,1,0.64
1813,Kepler-1158 b,1,1,1.15
1814,Kepler-1159 b,1,1,1.06
1815,Kepler-116 b,1,2,
1816,Kepler-116 c,1,2,1.2
1817,Kepler-1160 b,1,1,0.9
1818,Kepler-1161 b,1,1,0.53
1819,Kepler-1162 b,1,1,0.9
1820,Kepler-1163 b,1,1,1.22
1821,Kepler-1164 b,1,1,0.85
1822,Kepler-1165 b,1,1,1.09
1823,Kepler-1166 b,1,1,0.94
1824,Kepler-1167 b,1,1,0.71
1825,Kepler-1168 b,1,1,0.81
1826,Kepler-1169 b,1,1,1.13
1827,Kepler-117 b,1,2,
1828,Kepler-117 c,1,2,1.15
1829,Kepler-1170 b,1,1,0.83
1830,Kepler-1171 b,1,1,1.46
1831,Kepler-1172 b,1,1,0.98
1832,Kepler-1173 b,1,1,0.87
1833,Kepler-1174 b,1,1,1.1
1834,Kepler-1175 b,1,1,0.96
1835,Kepler-1176 b,1,1,0.86
1836,Kepler-1177 b,1,1,1.0
1837,Kepler-1178 b,1,1,
1838,Kepler-1179 b,1,1,0.78
1839,Kepler-118 b,1,2,0.81
1840,Kepler-118 c,1,2,0.85
1841,Kepler-1180 b,1,1,0.91
1842,Kepler-1181 b,1,1,1.33
1843,Kepler-1182 b,1,1,1.01
1844,Kepler-1183 b,1,1,0.96
1845,Kepler-1184 b,1,1,1.08
1846,Kepler-1185 b,1,1,1.06
1847,Kepler-1186 b,1,1,
1848,Kepler-1187 b,1,1,
1849,Kepler-1188 b,1,1,1.07
1850,Kepler-1189 b,1,1,0.94
1851,Kepler-119 b,1,2,0.92
1852,Kepler-119 c,1,2,1.01
1853,Kepler-1190 b,1,1,0.71
1854,Kepler-1191 b,1,1,
1855,Kepler-1192 b,1,1,0.98
1856,Kepler-1193 b,1,1,1.08
1857,Kepler-1194 b,1,1,0.96
1858,Kepler-1195 b,1,1,0.74
1859,Kepler-1196 b,1,1,1.02
1860,Kepler-1197 b,1,1,0.65
1861,Kepler-1198 b,1,1,1.01
1862,Kepler-1199 b,1,1,
1863,Kepler-12 b,1,1,1.09
1864,Kepler-120 b,1,2,0.59
1865,Kepler-120 c,1,2,0.59
1866,Kepler-1200 b,1,1,0.72
1867,Kepler-1201 b,1,1,1.08
1868,Kepler-1202 b,1,1,0.95
1869,Kepler-1203 b,1,1,0.63
1870,Kepler-1204 b,1,1,1.0
1871,Kepler-1205 b,1,1,0.78
1872,Kepler-1206 b,1,1,0.8
1873,Kepler-1207 b,1,1,1.1
1874,Kepler-1208 b,1,1,0.79
1875,Kepler-1209 b,1,1,1.23
1876,Kepler-121 b,1,2,0.79
1877,Kepler-121 c,1,2,0.77
1878,Kepler-1210 b,1,1,0.94
1879,Kepler-1211 b,1,1,1.03
1880,Kepler-1212 b,1,1,1.1
1881,Kepler-1213 b,1,1,1.1
1882,Kepler-1214 b,1,1,
1883,Kepler-1215 b,1,1,0.88
1884,Kepler-1216 b,1,1,1.04
1885,Kepler-1217 b,1,1,1.07
1886,Kepler-1218 b,1,1,1.06
1887,Kepler-1219 b,1,1,1.04
1888,Kepler-122 b,1,5,
1889,Kepler-122 c,1,5,1.03
1890,Kepler-122 d,1,5,0.99
1891,Kepler-122 e,1,5,1.03
1892,Kepler-122 f,1,5,1.11
1893,Kepler-1220 b,1,1,
1894,Kepler-1221 b,1,1,0.69
1895,Kepler-1222 b,1,1,0.84
1896,Kepler-1223 b,1,1,0.68
1897,Kepler-1224 b,1,1,
1898,Kepler-1225 b,1,1,1.24
1899,Kepler-1226 b,1,1,1.03
1900,Kepler-1227 b,1,1,0.96
1901,Kepler-1228 b,1,1,0.77
1902,Kepler-1229 b,1,1,0.54
1903,Kepler-123 b,1,2,1.01
1904,Kepler-123 c,1,2,1.13
1905,Kepler-1230 b,1,1,1.05
1906,Kepler-1231 b,1,1,1.01
1907,Kepler-1232 b,1,1,0.9
1908,Kepler-1233 b,1,1,1.15
1909,Kepler-1234 b,1,1,0.76
1910,Kepler-1235 b,1,1,
1911,Kepler-1236 b,1,1,0.89
1912,Kepler-1237 b,1,1,0.94
1913,Kepler-1238 b,1,1,1.26
1914,Kepler-1239 b,1,1,1.21
1915,Kepler-124 b,1,3,
1916,Kepler-124 c,1,3,
1917,Kepler-124 d,1,3,0.88
1918,Kepler-1240 b,1,1,0.99
1919,Kepler-1241 b,1,1,
1920,Kepler-1242 b,1,1,0.77
1921,Kepler-1243 b,1,1,0.9
1922,Kepler-1244 b,1,1,1.14
1923,Kepler-1245 b,1,2,0.8
1924,Kepler-1245 c,1,2,0.8
1925,Kepler-1246 b,1,1,0.7
1926,Kepler-1247 b,1,1,0.92
1927,Kepler-1248 b,1,1,1.13
1928,Kepler-1249 b,1,1,1.04
1929,Kepler-125 b,1,2,0.54
1930,Kepler-125 c,1,2,0.5
1931,Kepler-1250 b,1,1,1.19
1932,Kepler-1251 b,1,1,0.96
1933,Kepler-1252 b,1,1,0.84
1934,Kepler-1253 b,1,1,0.83
1935,Kepler-1254 b,1,3,0.76
1936,Kepler-1254 c,1,3,0.78
1937,Kepler-1254 d,1,3,0.79
1938,Kepler-1255 b,1,1,1.03
1939,Kepler-1256 b,1,1,1.14
1940,Kepler-1257 b,1,1,0.93
1941,Kepler-1258 b,1,1,0.99
1942,Kepler-1259 b,1,1,0.8
1943,Kepler-126 b,1,3,1.19
1944,Kepler-126 c,1,3,1.19
1945,Kepler-126 d,1,3,
1946,Kepler-1260 b,1,1,
1947,Kepler-1261 b,1,1,0.79
1948,Kepler-1262 b,1,1,1.01
1949,Kepler-1263 b,1,1,0.85
1950,Kepler-1264 b,1,1,0.75
1951,Kepler-1265 b,1,1,0.72
1952,Kepler-1266 b,1,1,
1953,Kepler-1267 b,1,1,0.97
1954,Kepler-1268 b,1,1,1.08
1955,Kepler-1269 b,1,1,1.1
1956,Kepler-127 b,1,3,1.25
1957,Kepler-127 c,1,3,1.24
1958,Kepler-127 d,1,3,1.13
1959,Kepler-1270 b,1,1,1.07
1960,Kepler-1271 b,1,1,1.13
1961,Kepler-1272 b,1,1,1.04
1962,Kepler-1273 b,1,1,
1963,Kepler-1274 b,1,1,1.1
1964,Kepler-1275 b,1,1,1.23
1965,Kepler-1276 b,1,1,1.22
1966,Kepler-1277 b,1,1,0.99
1967,Kepler-1278 b,1,1,1.11
1968,Kepler-1279 b,1,1,1.05
1969,Kepler-128 b,1,2,1.09
1970,Kepler-128 c,1,2,1.2
1971,Kepler-1280 b,1,1,1.1
1972,Kepler-1281 b,1,1,0.98
1973,Kepler-1282 b,1,1,0.95
1974,Kepler-1283 b,1,1,1.15
1975,Kepler-1284 b,1,1,0.89
1976,Kepler-1285 b,1,1,1.12
1977,Kepler-1286 b,1,1,
1978,Kepler-1287 b,1,1,1.01
1979,Kepler-1288 b,1,1,1.44
1980,Kepler-1289 b,1,1,0.95
1981,Kepler-129 b,1,3,1.2
1982,Kepler-129 c,1,3,
1983,Kepler-129 d,1,3,1.18
1984,Kepler-1290 b,1,1,1.0
1985,Kepler-1291 b,1,1,0.85
1986,Kepler-1292 b,1,1,0.95
1987,Kepler-1293 b,1,1,1.22
1988,Kepler-1294 b,1,1,1.01
1989,Kepler-1295 b,1,1,0.92
1990,Kepler-1296 b,1,1,0.87
1991,Kepler-1297 b,1,1,
1992,Kepler-1298 b,1,1,1.13
1993,Kepler-1299 b,1,1,0.83
1994,Kepler-130 b,2,3,0.93
1995,Kepler-130 c,2,3,0.93
1996,Kepler-130 d,2,3,0.93
1997,Kepler-1300 b,1,1,1.15
1998,Kepler-1301 b,1,1,0.86
1999,Kepler-1302 b,1,1,0.85
2000,Kepler-1303 b,1,1,0.99
2001,Kepler-1304 b,1,1,0.76
2002,Kepler-1305 b,1,1,0.99
2003,Kepler-1306 b,1,1,0.97
2004,Kepler-1307 b,1,1,
2005,Kepler-1308 b,1,1,0.35
2006,Kepler-1309 b,1,1,0.76
2007,Kepler-131 b,1,2,
2008,Kepler-131 c,1,2,1.07
2009,Kepler-1310 b,1,1,0.93
2010,Kepler-1311 b,1,2,1.01
2011,Kepler-1311 c,1,2,1.0
2012,Kepler-1312 b,1,1,0.99
2013,Kepler-1313 b,1,1,0.93
2014,Kepler-1314 b,1,1,0.23
2015,Kepler-1315 b,1,1,0.81
2016,Kepler-1316 b,1,1,0.94
2017,Kepler-1317 b,1,1,0.84
2018,Kepler-1318 b,1,1,0.66
2019,Kepler-1319 b,2,1,0.27
2020,Kepler-132 b,2,4,0.92
2021,Kepler-132 c,2,4,0.92
2022,Kepler-132 d,2,4,0.92
2023,Kepler-132 e,2,4,0.92
2024,Kepler-1320 b,1,1,0.79
2025,Kepler-1321 b,1,2,0.63
2026,Kepler-1321 c,1,2,0.51
2027,Kepler-1322 b,1,1,0.88
2028,Kepler-1323 b,1,1,1.15
2029,Kepler-1324 b,1,1,0.8
2030,Kepler-1325 b,1,1,0.98
2031,Kepler-1326 b,1,1,1.31
2032,Kepler-1327 b,1,1,1.0
2033,Kepler-1328 b,1,1,1.0
2034,Kepler-1329 b,1,1,0.64
2035,Kepler-133 b,1,2,
2036,Kepler-133 c,1,2,1.02
2037,Kepler-1330 b,1,1,0.96
2038,Kepler-1331 b,1,1,0.66
2039,Kepler-1332 b,1,1,0.95
2040,Kepler-1333 b,1,1,0.96
2041,Kepler-1334 b,1,1,1.01
2042,Kepler-1335 b,1,1,0.79
2043,Kepler-1336 b,1,2,0.95
2044,Kepler-1336 c,1,2,1.0
2045,Kepler-1337 b,1,1,0.64
2046,Kepler-1338 b,1,1,1.01
2047,Kepler-1339 b,1,1,0.85
2048,Kepler-134 b,1,2,1.01
2049,Kepler-134 c,1,2,
2050,Kepler-1340 b,1,1,
2051,Kepler-1341 b,2,1,0.69
2052,Kepler-1342 b,1,1,
2053,Kepler-1343 b,1,1,1.1
2054,Kepler-1344 b,1,1,1.09
2055,Kepler-1345 b,1,1,1.31
2056,Kepler-1346 b,1,1,1.01
2057,Kepler-1347 b,1,1,0.76
2058,Kepler-1348 b,1,1,
2059,Kepler-1349 b,1,1,1.05
2060,Kepler-135 b,1,2,1.1
2061,Kepler-135 c,1,2,
2062,Kepler-1350 b,1,2,
2063,Kepler-1350 c,1,2,0.5
2064,Kepler-1351 b,1,1,0.68
2065,Kepler-1352 b,1,1,1.08
2066,Kepler-1353 b,1,1,0.78
2067,Kepler-1354 b,1,1,0.99
2068,Kepler-1355 b,1,1,
2069,Kepler-1356 b,1,1,0.83
2070,Kepler-1357 b,1,1,0.88
2071,Kepler-1358 b,1,1,0.87
2072,Kepler-1359 b,1,1,0.8
2073,Kepler-136 b,2,2,1.17
2074,Kepler-136 c,2,2,1.21
2075,Kepler-1360 b,1,1,1.41
2076,Kepler-1361 b,1,1,0.76
2077,Kepler-1362 b,1,1,0.74
2078,Kepler-1363 b,1,1,0.73
2079,Kepler-1364 b,1,1,
2080,Kepler-1365 b,1,2,0.96
2081,Kepler-1365 c,1,2,
2082,Kepler-1366 b,1,1,0.55
2083,Kepler-1367 b,1,1,0.62
2084,Kepler-1368 b,1,1,1.05
2085,Kepler-1369 b,1,1,
2086,Kepler-137 b,1,2,0.91
2087,Kepler-137 c,1,2,0.91
2088,Kepler-1370 b,1,2,1.08
2089,Kepler-1370 c,1,2,1.2
2090,Kepler-1371 b,1,2,0.68
2091,Kepler-1371 c,1,2,0.68
2092,Kepler-1372 b,1,1,1.07
2093,Kepler-1373 b,1,1,1.13
2094,Kepler-1374 b,1,1,0.91
2095,Kepler-1375 b,1,1,
2096,Kepler-1376 b,1,1,
2097,Kepler-1377 b,1,1,0.87
2098,Kepler-1378 b,1,1,0.63
2099,Kepler-1379 b,1,1,0.86
2100,Kepler-138 b,1,3,0.54
2101,Kepler-138 c,1,3,
2102,Kepler-138 d,1,3,0.52
2103,Kepler-1380 b,1,1,0.97
2104,Kepler-1381 b,1,1,1.07
2105,Kepler-1382 b,1,1,1.13
2106,Kepler-1383 b,1,1,1.16
2107,Kepler-1384 b,1,1,0.78
2108,Kepler-1385 b,1,1,0.94
2109,Kepler-1386 b,1,1,0.93
2110,Kepler-1387 b,1,1,0.82
2111,Kepler-1388 b,1,4,
2112,Kepler-1388 c,1,4,
2113,Kepler-1388 d,1,4,0.54
2114,Kepler-1388 e,1,4,0.63
2115,Kepler-1389 b,1,1,0.76
2116,Kepler-139 b,1,2,
2117,Kepler-139 c,1,2,0.98
2118,Kepler-1390 b,1,1,0.95
2119,Kepler-1391 b,1,1,
2120,Kepler-1392 b,1,1,0.88
2121,Kepler-1393 b,1,1,0.91
2122,Kepler-1394 b,1,1,
2123,Kepler-1395 b,1,1,1.13
2124,Kepler-1396 b,1,1,1.06
2125,Kepler-1397 b,1,1,0.98
2126,Kepler-1398 b,1,2,1.12
2127,Kepler-1398 c,1,2,1.13
2128,Kepler-1399 b,1,1,
2129,Kepler-14 b,2,1,1.39
2130,Kepler-140 b,1,2,
2131,Kepler-140 c,1,2,1.09
2132,Kepler-1400 b,1,1,0.83
2133,Kepler-1401 b,1,1,0.98
2134,Kepler-1402 b,1,1,0.87
2135,Kepler-1403 b,1,1,1.29
2136,Kepler-1404 b,1,1,
2137,Kepler-1405 b,1,1,0.93
2138,Kepler-1406 b,1,1,0.96
2139,Kepler-1407 b,1,1,1.1
2140,Kepler-1408 b,1,1,1.14
2141,Kepler-1409 b,1,1,0.84
2142,Kepler-141 b,1,2,
2143,Kepler-141 c,1,2,0.94
2144,Kepler-1410 b,1,1,
2145,Kepler-1411 b,1,1,1.03
2146,Kepler-1412 b,1,1,
2147,Kepler-1413 b,1,1,0.93
2148,Kepler-1414 b,1,1,0.92
2149,Kepler-1415 b,1,1,0.99
2150,Kepler-1416 b,1,1,0.91
2151,Kepler-1417 b,1,1,1.02
2152,Kepler-1418 b,1,1,0.69
2153,Kepler-1419 b,1,1,1.01
2154,Kepler-142 b,1,3,1.06
2155,Kepler-142 c,1,3,0.93
2156,Kepler-142 d,1,3,0.93
2157,Kepler-1420 b,1,1,0.9
2158,Kepler-1421 b,1,1,1.23
2159,Kepler-1422 b,1,1,1.09
2160,Kepler-1423 b,1,1,0.93
2161,Kepler-1424 b,1,1,0.86
2162,Kepler-1425 b,1,1,0.71
2163,Kepler-1426 b,1,1,1.09
2164,Kepler-1427 b,1,1,1.07
2165,Kepler-1428 b,1,1,
2166,Kepler-1429 b,1,1,1.07
2167,Kepler-143 b,1,2,0.99
2168,Kepler-143 c,1,2,
2169,Kepler-1430 b,1,1,0.62
2170,Kepler-1431 b,1,1,1.0
2171,Kepler-1432 b,1,1,1.08
2172,Kepler-1433 b,1,1,1.14
2173,Kepler-1434 b,1,1,1.13
2174,Kepler-1435 b,1,1,1.09
2175,Kepler-1436 b,1,1,0.97
2176,Kepler-1437 b,1,1,0.97
2177,Kepler-1438 b,1,1,0.94
2178,Kepler-1439 b,1,1,0.4
2179,Kepler-144 b,1,2,1.12
2180,Kepler-144 c,1,2,1.12
2181,Kepler-1440 b,1,1,1.01
2182,Kepler-1441 b,1,1,0.91
2183,Kepler-1442 b,1,1,1.34
2184,Kepler-1443 b,1,1,1.19
2185,Kepler-1444 b,1,1,1.03
2186,Kepler-1445 b,1,1,1.18
2187,Kepler-1446 b,1,1,0.97
2188,Kepler-1447 b,1,1,
2189,Kepler-1448 b,1,1,1.04
2190,Kepler-1449 b,1,1,1.05
2191,Kepler-145 b,1,2,
2192,Kepler-145 c,1,2,1.32
2193,Kepler-1450 b,1,1,0.72
2194,Kepler-1451 b,1,1,
2195,Kepler-1452 b,1,1,1.07
2196,Kepler-1453 b,1,1,0.99
2197,Kepler-1454 b,1,1,0.82
2198,Kepler-1455 b,1,1,0.53
2199,Kepler-1456 b,1,1,0.64
2200,Kepler-1457 b,1,1,1.05
2201,Kepler-1458 b,1,1,0.9
2202,Kepler-1459 b,1,1,0.76
2203,Kepler-146 b,1,2,
2204,Kepler-146 c,1,2,1.1
2205,Kepler-1460 b,1,1,0.68
2206,Kepler-1461 b,1,1,0.77
2207,Kepler-1462 b,1,1,
2208,Kepler-1463 b,1,1,0.96
2209,Kepler-1464 b,1,2,1.0
2210,Kepler-1464 c,1,2,1.0
2211,Kepler-1465 b,1,1,0.72
2212,Kepler-1466 b,1,1,1.0
2213,Kepler-1467 b,1,1,0.91
2214,Kepler-1468 b,1,2,1.02
2215,Kepler-1468 c,1,2,1.02
2216,Kepler-1469 b,1,1,0.88
2217,Kepler-147 b,1,2,
2218,Kepler-147 c,1,2,1.1
2219,Kepler-1470 b,1,1,0.78
2220,Kepler-1471 b,1,1,
2221,Kepler-1472 b,1,1,1.15
2222,Kepler-1473 b,1,1,1.0
