,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
10043,Kepler-1394 b,Kepler-1394,1,1,,6565.0,1.97,1.36,283.4532068,45.0840729,640.409,4.947191733996379,0.7868655123141483,105.1984754878853,-439.7650858254902,453.50152957286053
10052,Kepler-1395 b,Kepler-1395,1,1,,6458.0,1.99,1.4,292.3374945,47.6641732,492.894,5.102251806055814,0.8318967575808417,126.16208214429949,-307.0424647277305,364.3522322134659
10061,Kepler-1396 b,Kepler-1396,1,1,,5951.0,1.26,1.12,294.3363936,44.9182296,1066.46,5.137139176765966,0.7839710006867755,311.203113925509,-688.072852492586,753.0241052886573
10071,Kepler-1397 b,Kepler-1397,1,1,,6206.0,1.71,1.19,299.6758812,47.0758234,1198.25,5.230330815755376,0.8216281164173915,404.01769542892407,-709.0117517160519,877.4252675919681
10081,Kepler-1398 b,Kepler-1398,1,2,,5969.0,1.3,,294.8661073,48.6389923,852.204,5.1463844249238875,0.8489105604871695,236.79884035258942,-510.93061864253195,639.6310418962079
10099,Kepler-1399 b,Kepler-1399,1,1,,5547.0,1.09,0.98,293.3116962,46.0416516,1385.7,5.1192548332993395,0.8035784134761152,380.6410041378165,-883.3421149091691,997.4886585805128
10108,Kepler-14 b,Kepler-14,2,1,,6378.0,2.0,,287.708814,47.33305,,5.021466091307957,0.826117567511102,,,
10119,Kepler-140 b,Kepler-140,1,2,,6077.0,1.29,,287.3694056,46.7681473,583.859,5.015542297219031,0.8162581554426963,119.38727076183044,-381.6793411607623,425.3926327431257
10141,Kepler-1400 b,Kepler-1400,1,1,,5142.0,0.79,0.74,286.2716827,45.4408055,752.237,4.99638341833949,0.7930916707333482,147.8865979571313,-506.6621419393652,535.9883694998243
10150,Kepler-1401 b,Kepler-1401,1,1,,6038.0,0.9,0.98,287.4660334,40.75842,1425.43,5.01722877047799,0.7113686269107072,324.0672765062014,-1029.9387110724742,930.6220159829786
10157,Kepler-1402 b,Kepler-1402,1,1,,5282.0,1.9,1.07,291.8478341,48.9681664,1493.64,5.093705619859182,0.8546557323444587,364.90177006468065,-910.1151783378692,1126.7198009987628
10166,Kepler-1403 b,Kepler-1403,1,1,,6337.0,1.07,1.15,290.8676391,38.9600779,2163.9,5.076597989797596,0.6799816361884782,599.3646484025737,-1572.244855289399,1360.6143256857458
10175,Kepler-1404 b,Kepler-1404,1,1,,5385.0,0.74,0.78,296.0094827,50.4983929,962.183,5.166340090240194,0.8813632230707276,268.39367894225046,-550.057517355452,742.4268894602357
10185,Kepler-1405 b,Kepler-1405,1,1,,5653.0,1.07,1.0,295.6848822,39.2561274,1530.3,5.160674742761574,0.685148674712361,513.5823757610665,-1067.8663243070248,968.3556922529153
10195,Kepler-1406 b,Kepler-1406,1,1,,5721.0,1.13,0.94,292.0818824,38.9149472,572.403,5.097790533302877,0.6791939568797483,167.43035928135558,-412.70558429190186,359.5641387766529
10203,Kepler-1407 b,Kepler-1407,1,1,,5800.0,1.35,1.04,283.9424274,41.4715535,1396.41,4.955730244234962,0.7238151544919782,252.1046795866357,-1015.482522067491,924.7698989510676
10213,Kepler-1408 b,Kepler-1408,1,1,,6295.0,1.24,1.07,282.6998783,45.4257884,535.048,4.934043671322271,0.7928295728942469,82.55456657505584,-366.327129950186,381.1371665215349
10222,Kepler-1409 b,Kepler-1409,1,1,,5231.0,0.86,0.81,290.0847389,51.2086144,694.89,5.062933803593074,0.8937589266641806,149.4996708098108,-408.86446442754595,541.6196176802814
10231,Kepler-141 b,Kepler-141,1,2,,4908.0,0.78,0.82,297.9707271,47.7316041,301.183,5.200570262456495,0.8330736488034247,95.01275473223333,-178.9134594183161,222.87608657315172
10252,Kepler-1410 b,Kepler-1410,1,1,,3808.0,0.52,0.54,290.5102933,38.743501,,5.070361129019423,0.6762016561997156,,,
10262,Kepler-1411 b,Kepler-1411,1,1,,6179.0,1.04,,286.3615236,42.9638889,1660.48,4.997951437847446,0.7498613207660448,342.2935297807744,-1165.9037467222056,1131.679028368619
10272,Kepler-1412 b,Kepler-1412,1,1,,6042.0,0.9,0.86,292.1801539,49.202481,755.678,5.099505694538751,0.8587452935999521,186.4008338938143,-457.21393880422534,572.0658904102015
10281,Kepler-1413 b,Kepler-1413,1,1,,5382.0,0.83,0.93,294.3416065,46.4987624,1167.49,5.1372301590345435,0.8115565019825405,331.2516475943527,-732.2229048369754,846.8499652820022
10290,Kepler-1414 b,Kepler-1414,1,1,,5094.0,0.9,0.83,284.9285796,42.4223085,570.835,4.972941847050747,0.7404089596217769,108.55533418478193,-407.16349742464377,385.0795021939788
10299,Kepler-1415 b,Kepler-1415,1,1,,5100.0,0.91,0.86,285.1568015,47.8732512,1043.56,4.976925070630904,0.8355458570743264,183.02092555163821,-675.6418244421267,773.9695985468268
10308,Kepler-1416 b,Kepler-1416,1,1,,5692.0,1.16,0.9,298.6634624,43.8940593,949.59,5.212660774286286,0.7660958568506375,328.23237625043157,-600.4373961760343,658.3764945335905
10316,Kepler-1417 b,Kepler-1417,1,1,,5750.42,1.59,1.03,290.9498966,40.605197,991.845,5.078033654007055,0.7086943810709239,269.2436959292967,-703.2412869779072,645.5354587603915
10325,Kepler-1418 b,Kepler-1418,1,1,,4563.0,0.57,0.59,282.9975322,41.67859,,4.939238711908672,0.7274286230887834,,,
10334,Kepler-1419 b,Kepler-1419,1,1,,5911.0,0.91,1.01,292.2545917,37.971376,1498.58,5.100804879236692,0.6627255327127544,447.40717108731786,-1093.358764029727,922.027902386382
10344,Kepler-142 b,Kepler-142,1,3,,5812.0,1.12,1.04,295.1190067,48.4813635,548.686,5.150798352130205,0.846159418931202,154.39227253971916,-329.30778777905635,410.82323897764735
10377,Kepler-1420 b,Kepler-1420,1,1,,5187.0,0.79,0.82,296.2038586,42.7778165,1054.37,5.169732589681721,0.7466137447389569,341.72817105141047,-694.3652981690256,716.0829468074896
10386,Kepler-1421 b,Kepler-1421,1,1,,6335.0,1.42,1.25,286.5806115,48.5442312,783.401,5.001775243053725,0.8472566672893579,148.00238895458034,-497.078468108945,587.1332184497838
10395,Kepler-1422 b,Kepler-1422,1,1,,6616.0,1.3,1.31,293.8902214,48.3360926,2465.84,5.129352002845098,0.8436239634188665,663.848875487807,-1498.7506558205514,1842.1232444630414
10404,Kepler-1423 b,Kepler-1423,1,1,,5011.0,1.78,0.93,288.2437481,41.1100655,,5.030802452634149,0.7175059986855289,,,
10412,Kepler-1424 b,Kepler-1424,1,1,,5905.0,0.9,1.0,290.9916648,40.2293347,661.421,5.078762646619687,0.7021343464018053,180.89722807378587,-471.4583801827863,427.17786444482834
10420,Kepler-1425 b,Kepler-1425,1,1,,5477.0,1.7,,294.9510368,43.0124348,863.873,5.147866724330959,0.7507086065593888,266.4654593534549,-572.7143080972902,589.297073131366
10429,Kepler-1426 b,Kepler-1426,1,1,,6131.0,1.02,1.09,292.5457096,49.4168981,1697.81,5.105885845103184,0.86248757796753,423.4919102479791,-1020.097331711888,1289.4242249503473
10437,Kepler-1427 b,Kepler-1427,1,1,,5853.0,1.01,1.07,295.3496546,45.1145372,,5.154823917398016,0.7873972146534636,,,
10445,Kepler-1428 b,Kepler-1428,1,1,,6184.0,1.36,1.28,297.6422563,49.594958,1530.32,5.1948373654998345,0.8655953094883019,460.2069983148732,-878.7157582792278,1165.310017657866
10455,Kepler-1429 b,Kepler-1429,1,1,,6200.0,1.03,1.1,285.3662532,49.0448172,1214.09,4.980580692419805,0.8559935411787463,210.8770308857669,-767.3492795128808,916.9081138128649
10464,Kepler-143 b,Kepler-143,1,2,,5913.0,1.22,1.06,298.0676519,49.412541,809.467,5.202261919343332,0.8624115322266913,247.7940629969276,-464.7083078097408,614.7203551901318
10483,Kepler-1430 b,Kepler-1430,1,1,,4811.0,0.63,0.62,289.6975391,43.3719581,875.523,5.0561758922200095,0.7569834718820241,214.5108485116131,-599.1866554943823,601.249508338497
10491,Kepler-1431 b,Kepler-1431,1,1,,5639.91,1.39,1.0,292.6583919,49.8651522,1623.24,5.107852522246904,0.8703110878980939,403.0809855436531,-965.5650827748451,1241.0148619654658
10500,Kepler-1432 b,Kepler-1432,1,1,,6031.0,1.13,1.09,295.5241011,49.8295211,2171.87,5.157868583191596,0.8696892078869867,603.675875733164,-1264.2639095189606,1659.5877503300724
10509,Kepler-1433 b,Kepler-1433,1,1,,6152.0,0.99,1.08,287.3634559,49.4568649,,5.015438455364525,0.8631851302190161,,,
10518,Kepler-1434 b,Kepler-1434,1,1,,6350.0,1.44,1.06,295.5384415,51.2030002,775.529,5.158118870387649,0.893660940389315,209.4872068430076,-438.44178327401124,604.4246377255149
10527,Kepler-1435 b,Kepler-1435,1,1,,6234.0,1.4,,291.1732806,44.9210836,704.211,5.08193244030333,0.7840208123836275,180.10284622895355,-464.9758882272342,497.26604616495234
10536,Kepler-1436 b,Kepler-1436,1,1,,6198.0,1.05,0.97,297.711553,46.7679816,2530.62,5.196046821075601,0.8162552634321256,806.047683068567,-1534.5427039432166,1843.7742288020072
10544,Kepler-1437 b,Kepler-1437,1,1,,5557.0,0.9,0.93,291.8649164,49.325869,2101.69,5.094003762237996,0.8608988204574028,510.1362952931423,-1271.2526429295747,1593.9819742296836
10553,Kepler-1438 b,Kepler-1438,1,1,,5403.0,1.31,0.94,289.289819,40.6816262,1154.13,5.0490598340484505,0.7100283222555891,289.12829705591054,-826.0913554752176,752.3256988503496
10561,Kepler-1439 b,Kepler-1439,1,1,,3471.0,0.38,0.4,285.7396971,40.9798688,225.393,4.987098518046293,0.7152336375952976,46.158368974545084,-163.77795466739695,147.81133578847675
10571,Kepler-144 b,Kepler-144,1,2,,6274.0,1.47,1.24,281.9156128,42.7755535,384.917,4.92035565613747,0.7465742479379842,58.335574707764685,-276.44877398191204,261.40798185291226
10595,Kepler-1440 b,Kepler-1440,1,1,,5654.0,1.59,,285.3469737,48.3122283,1115.35,4.9802442016666655,0.8432074528101828,196.32410954225165,-715.3353687739648,832.9212307856353
10605,Kepler-1441 b,Kepler-1441,1,1,,5425.0,1.53,,293.7191177,43.1245756,1110.48,5.126365679917755,0.7526658327452092,326.02832661413316,-742.040438416599,759.1095760163283
10615,Kepler-1442 b,Kepler-1442,1,1,,6499.0,1.09,1.08,291.2556226,48.8469171,608.68,5.083369579316007,0.8525395328437202,145.21334559894896,-373.3070451277792,458.3080587529816
10624,Kepler-1443 b,Kepler-1443,1,1,,6347.0,1.58,1.26,283.4357392,47.0667983,593.646,4.9468868668639585,0.8214705987070698,93.95472659740493,-393.2922996982611,434.63691705153167
10632,Kepler-1444 b,Kepler-1444,1,1,,5875.0,0.99,,285.3306799,42.0405016,319.675,4.979959821209005,0.7337451721099442,62.769651340508595,-228.96542922609453,214.07220444256953
10641,Kepler-1445 b,Kepler-1445,1,1,,6078.0,1.35,,280.2495197,43.9150665,506.357,4.891276845897711,0.7664625016572624,64.90434759430221,-358.9429280197422,351.20479999136137
10649,Kepler-1446 b,Kepler-1446,1,1,,4789.74,0.69,0.77,289.4240357,46.7260823,152.075,5.051402357374611,0.8155239826928449,34.66752622463842,-98.31211998757995,110.72350840725599
10658,Kepler-1447 b,Kepler-1447,1,1,,5910.0,0.94,1.03,289.6434285,50.727016,890.296,5.055231484089782,0.8853534489118439,189.45332382954152,-530.7733254678296,689.2126541770401
10667,Kepler-1448 b,Kepler-1448,1,1,,5783.09,0.92,1.04,287.8674123,50.5955846,768.903,5.0242341538310225,0.8830595382413382,149.7541058335855,-464.5508483620402,594.1195506639148
10676,Kepler-1449 b,Kepler-1449,1,1,,5821.0,1.77,1.05,288.2317293,50.5678345,2006.48,5.03059268500201,0.8825752076285804,398.7238523436205,-1210.465852202316,1549.7592395673541
10684,Kepler-145 b,Kepler-145,1,2,,6144.0,1.85,1.32,291.3877397,44.5290465,566.85,5.085675457709194,0.7771784741986572,147.36785419963059,-376.2754303884714,397.51533119436664
10708,Kepler-1450 b,Kepler-1450,1,1,,4581.87,0.66,0.72,294.5536825,45.0813011,505.829,5.140931583499002,0.7868171352779414,148.4192818598982,-324.8694253235812,358.1822866964784
10717,Kepler-1451 b,Kepler-1451,1,1,,5804.0,0.9,,293.4464227,40.4098813,1058.72,5.121606254314029,0.7052854790250865,320.7551338417165,-739.5767643587391,686.3165393131952
10725,Kepler-1452 b,Kepler-1452,1,1,,6148.0,1.22,1.07,292.422792,38.2662824,996.32,5.1037405282745345,0.6678726203779578,298.3806019798618,-723.1090187980222,617.0380099273439
10734,Kepler-1453 b,Kepler-1453,1,1,,5600.0,0.9,0.99,286.1255037,47.9475586,1196.04,4.993832113492219,0.8368427658629228,222.50494876571315,-769.600583678389,888.0980638289052
10743,Kepler-1454 b,Kepler-1454,1,1,,5544.0,0.76,0.82,284.2233265,48.8317229,780.566,4.960632858395851,0.8522743440265138,126.24794029418581,-498.0742323510953,587.5940750172205
10752,Kepler-1455 b,Kepler-1455,1,1,,3899.0,0.53,0.53,294.0830662,50.5027572,357.621,5.1327177795504495,0.8814393944752724,92.8181494983297,-207.66220934991986,275.96010141434533
10762,Kepler-1456 b,Kepler-1456,1,1,,4257.0,0.6,0.59,286.9453381,43.8228023,370.312,5.00814092309333,0.7648521875855439,77.87045837301365,-255.5746021887718,256.41527211308573
10770,Kepler-1457 b,Kepler-1457,1,1,,5846.0,1.26,,283.7705481,42.027203,889.885,4.952730384533939,0.7335130677540385,157.34792267882256,-642.0304910114949,595.7632021744864
10779,Kepler-1458 b,Kepler-1458,1,1,,5641.0,0.98,0.9,283.2115971,41.0380135,544.45,4.942974849226625,0.716248454052882,93.85653270019796,-399.7953608462635,357.4638767977859
10788,Kepler-1459 b,Kepler-1459,1,1,,4735.0,0.81,0.76,282.4229401,46.0139761,455.479,4.9292101879077235,0.8030953848789796,68.04927666355368,-308.9160676044578,327.7213428545129
10797,Kepler-146 b,Kepler-146,1,2,,6197.0,1.06,0.99,294.1107631,38.7102222,716.797,5.133201181648045,0.6756208315686029,228.4874693079002,-510.53281654024687,448.2718581550196
10820,Kepler-1460 b,Kepler-1460,1,1,,4353.0,0.67,0.68,285.5577888,44.0108221,553.218,4.983923619274588,0.7681337521544851,106.71522656482448,-383.30100974122854,384.3726731631331
10829,Kepler-1461 b,Kepler-1461,1,1,,4988.0,0.69,,285.8305091,43.198377,679.106,4.988683486446614,0.7539539101677905,135.048729227422,-476.28392791503586,464.86602368842074
10838,Kepler-1462 b,Kepler-1462,1,1,,5436.0,0.82,0.92,296.397542,42.3969273,1017.82,5.173113002718178,0.7399659741136697,334.18178044141956,-673.2773536697814,686.2781470048561
10847,Kepler-1463 b,Kepler-1463,1,1,,5973.0,0.94,1.02,294.4872785,42.0069064,1687.47,5.139772615062508,0.7331588252570781,519.7298770714536,-1141.1144828005838,1129.2889767114739
10855,Kepler-1464 b,Kepler-1464,1,2,,5654.0,1.71,1.0,287.2356828,38.7540824,1151.73,5.013208394074045,0.6763863364691861,266.1289116375908,-857.8320053237144,720.9588378908231
10872,Kepler-1465 b,Kepler-1465,1,1,,4688.0,0.74,,289.8194222,51.9048541,359.497,5.0583031536175485,0.9059106018122781,75.20232532059586,-208.66053628233934,282.9195713868905
10880,Kepler-1466 b,Kepler-1466,1,1,,6086.0,0.92,1.0,289.8312418,44.6098415,631.949,5.058509444553817,0.778588612967806,152.62488583859601,-423.2077366662842,443.802201943114
10889,Kepler-1467 b,Kepler-1467,1,1,,5311.62,0.79,0.91,295.0485389,45.3426781,852.888,5.149568457003568,0.7913790245169267,253.8051005065774,-543.0851308026112,606.679035571493
10898,Kepler-1468 b,Kepler-1468,1,2,,5973.0,0.98,1.02,293.5198289,41.2773671,1899.24,5.122887434195405,0.7204259624493835,569.5978534339258,-1308.7465831025143,1252.937845298384
10915,Kepler-1469 b,Kepler-1469,1,1,,5200.0,0.9,0.88,293.8213286,39.3913385,1159.3,5.128149596654182,0.6875085535926044,361.8580117913625,-819.6154714049247,735.7076514051521
10924,Kepler-147 b,Kepler-147,1,2,,5943.0,1.55,,287.9757213,39.087168,1042.02,5.026124502490565,0.6821997768801669,249.60791090265192,-769.3232389502577,656.9956812840543
10945,Kepler-1470 b,Kepler-1470,1,1,,4882.0,0.8,0.8,288.6949475,39.8830802,590.601,5.038677367747173,0.6960910653269586,145.26406747900927,-429.2888504318826,378.70697748434276
10953,Kepler-1471 b,Kepler-1471,1,1,,5536.0,0.88,,289.6649171,50.0200612,978.678,5.055606530911425,0.8730147599890659,211.60955248859656,-592.1447706225389,749.9310605675408
10961,Kepler-1472 b,Kepler-1472,1,1,,6083.0,1.46,1.14,294.8526163,49.0574468,1479.14,5.146148962554501,0.8562139692819561,407.3758001780662,-879.519908215313,1117.2935281662592
10970,Kepler-1473 b,Kepler-1473,1,1,,5929.0,1.04,1.0,290.6365144,48.9961494,652.253,5.072564102799912,0.8551441278290441,150.82573730732682,-400.49021923765656,492.23282831367015
10978,Kepler-1474 b,Kepler-1474,1,1,,6057.0,1.15,1.12,294.6940261,45.866809,1180.9,5.143381041403104,0.8005268344333679,343.5319212116679,-747.0971395879675,847.5591384252178
10987,Kepler-1475 b,Kepler-1475,1,1,,6084.0,1.21,1.14,295.9482766,44.753096,1568.38,5.165271842272889,0.7810888756611042,487.3454999577645,-1001.4999744427171,1104.222798742244
10996,Kepler-1476 b,Kepler-1476,1,1,,5663.0,0.96,0.98,284.5320743,43.9898971,1002.74,4.966021524064139,0.7677685420085053,181.02351658034266,-698.3530135962048,696.4345356499673
11004,Kepler-1477 b,Kepler-1477,1,1,,5100.0,0.78,0.81,281.2985305,42.6856727,680.828,4.9095855382466915,0.7450055320436577,98.05177115814938,-490.7666860253455,461.5849603750645
11012,Kepler-1478 b,Kepler-1478,1,1,,6081.0,0.83,0.93,293.1650085,41.746184,1845.58,5.116694649962163,0.7286083609433764,541.6811850513917,-1265.9716036665795,1228.84617787223
11020,Kepler-1479 b,Kepler-1479,1,1,,5840.0,1.15,1.05,285.7119953,49.7067574,728.668,4.986615030427564,0.8675465771200561,127.6098765258747,-453.6220146936982,555.7875866032647
11029,Kepler-148 b,Kepler-148,1,3,,5019.0,0.85,0.83,289.7861626,46.8588176,791.163,5.057722664089652,0.8178406507114673,183.1329255806125,-509.056980337359,577.288675540319
11061,Kepler-1480 b,Kepler-1480,2,1,,5312.0,1.45,0.96,291.9998055,49.3018321,500.892,5.096358021158046,0.8604792974104303,122.35250205756724,-302.83602912716464,379.753868139278
11070,Kepler-1481 b,Kepler-1481,1,1,,4693.28,0.77,0.75,289.4390075,49.7312226,459.076,5.051663664579562,0.867973575412215,98.75430245010742,-279.8198431520868,350.284479961551
11078,Kepler-1482 b,Kepler-1482,1,1,,5381.0,0.84,0.88,285.3138209,48.72527,567.556,4.979665576150411,0.8504163904232175,98.88113026379263,-361.10627800923083,426.549635090777
11085,Kepler-1483 b,Kepler-1483,1,1,,6328.0,1.01,1.07,295.4097409,42.1507935,1273.78,5.155872621168356,0.7356701289032245,405.2127297664666,-853.0017259761852,854.8135396195229
11093,Kepler-1484 b,Kepler-1484,1,1,,6283.0,0.98,1.05,292.6842738,38.1262604,2879.83,5.108304246618576,0.6654287754527303,873.6673019431928,-2090.180186655008,1777.9969239934405
11101,Kepler-1485 b,Kepler-1485,1,1,,5993.0,1.28,1.1,298.0954404,44.7370612,615.66,5.202746920162522,0.7808090156062054,205.95720619210945,-385.7974604476884,433.33495627476805
11110,Kepler-1486 b,Kepler-1486,1,1,,6112.0,1.07,1.08,290.5903907,45.4396955,1769.14,5.0717590923717095,0.793072297578651,436.5581280728057,-1162.0357895113927,1260.5340789951704
11119,Kepler-1487 b,Kepler-1487,1,1,,5745.0,3.96,1.8,295.4980737,38.6444499,1014.62,5.157414319365863,0.6744728883769934,341.1366165426705,-715.2696757030927,633.615691309339
11127,Kepler-1488 b,Kepler-1488,1,1,,5757.09,1.98,1.03,286.6464265,49.9377735,905.825,5.002923931500926,0.8715785686901725,167.0107991939422,-558.573011715623,693.2694383575114
11136,Kepler-1489 b,Kepler-1489,1,1,,5627.0,1.34,,281.2957984,44.4654063,1283.05,4.909537854106198,0.7760677431720294,179.35788248882815,-897.9412057669151,898.7489323915677
11145,Kepler-149 b,Kepler-149,1,3,,5376.0,0.94,0.93,285.8537014,38.3840916,571.034,4.989088268442724,0.6699287788070982,122.2801001659056,-430.58789759166086,354.5722334123323
11177,Kepler-1490 b,Kepler-1490,1,1,,5595.0,0.74,0.81,295.6935734,42.6094543,862.92,5.160826432817523,0.7436752700130558,275.3511804207907,-572.3017598407209,584.1946161375428
11186,Kepler-1491 b,Kepler-1491,1,1,,5626.0,1.39,0.99,293.6297645,45.7406293,2065.59,5.124806172380562,0.7983245832191892,577.8257240592069,-1320.7202335520358,1479.3503795253202
11194,Kepler-1492 b,Kepler-1492,1,1,,4790.0,0.62,,288.5970695,41.0363254,331.553,5.036969074381905,0.7162189911497792,79.75585831779262,-237.0298406599061,217.67693839663337
11203,Kepler-1493 b,Kepler-1493,1,1,,5743.16,,,288.5493683,38.5651973,555.051,5.036136531384754,0.6730896695662274,138.06288189823883,-411.4479504665132,346.02144052046646
11210,Kepler-1494 b,Kepler-1494,1,1,,5915.0,1.01,1.01,282.6573891,43.1625334,1285.48,4.933302094885732,0.7533283213320227,205.45842640320723,-914.8628399992582,879.3586580050313
11219,Kepler-1495 b,Kepler-1495,1,1,,5831.0,1.04,1.03,286.1306907,38.7795494,1355.54,4.993922643720519,0.6768308194697915,293.58964810251297,-1015.1240502853046,849.009406696652
11226,Kepler-1496 b,Kepler-1496,1,1,,6182.0,1.27,1.18,293.9739359,45.3507167,1307.66,5.13081309650176,0.7915193245541775,373.40008401936416,-839.6981278684921,930.2978592410506
11235,Kepler-1497 b,Kepler-1497,1,1,,5878.0,1.0,1.0,296.196155,45.6343124,,5.169598136497465,0.7964690032636755,,,
11242,Kepler-1498 b,Kepler-1498,1,1,,5256.0,0.81,0.86,284.7780883,44.9167513,,4.9703152783701405,0.7839451994844433,,,
11250,Kepler-1499 b,Kepler-1499,1,1,,5002.0,0.75,0.72,283.986348,41.6505091,309.869,4.956496803314414,0.7269385189268601,55.9605787335075,-224.67366730852672,205.9343439228833
11259,Kepler-15 b,Kepler-15,1,1,,5515.0,0.99,1.02,296.2005506,49.1400304,739.412,5.169674854190065,0.8576553250101061,213.57495522748982,-434.0310923479511,559.22522754148
11272,Kepler-150 b,Kepler-150,1,5,,5855.0,0.94,0.97,288.2341025,40.520897,891.092,5.030634105155819,0.7072230685114926,211.95257088355896,-643.3665567929372,578.9650540060687
11316,Kepler-1500 b,Kepler-1500,1,1,,5923.0,1.3,1.08,288.883474,39.7446547,1217.82,5.041967775899433,0.6936750845832391,303.0554246732307,-885.9862671995991,778.6342506657719
11324,Kepler-1501 b,Kepler-1501,1,1,,6425.0,1.19,1.2,289.918589,42.001428,749.06,5.060033940786215,0.7330632091393369,189.6412542489442,-523.3476021998118,501.2328456501976
11332,Kepler-1502 b,Kepler-1502,1,1,,6446.0,1.16,1.17,296.1079271,39.3199201,1514.02,5.168058269150344,0.686262067366098,515.435749000309,-1051.766919416581,959.3585858652881
11341,Kepler-1503 b,Kepler-1503,1,1,,4789.85,1.23,0.77,293.7271604,42.8067119,1225.57,5.126506051513505,0.7471180646076377,361.7974655626471,-823.1372283533289,832.8082144835297
11350,Kepler-1504 b,Kepler-1504,1,1,,5507.61,1.88,0.97,289.7119947,50.1282265,2435.94,5.056428190035361,0.8749026006104732,526.7197688317409,-1470.1014521809864,1869.5378276507788
11359,Kepler-1505 b,Kepler-1505,1,1,,5526.0,1.22,,292.0020614,41.7869639,495.148,5.096397394040643,0.7293201044670106,138.3155830380962,-342.30762262790313,329.9482275807291
11368,Kepler-1506 b,Kepler-1506,1,1,,6063.0,1.0,1.08,290.1498822,41.4645625,2366.02,5.064070768663688,0.7236931385239712,610.7626487555708,-1664.4957239915886,1566.6759754648679
11376,Kepler-1507 b,Kepler-1507,1,1,,5410.0,0.85,0.89,288.5616269,46.5361247,320.478,5.036350484316438,0.8122085971336584,70.17650542965305,-208.98817017232807,232.60557022071484
11385,Kepler-1508 b,Kepler-1508,1,1,,5675.0,1.82,,298.1188802,40.3750316,1260.28,5.203156021848531,0.7046772370167542,452.5010323612316,-846.7874321037006,816.3942301016343
11392,Kepler-1509 b,Kepler-1509,1,1,,5832.0,1.55,1.05,283.7977792,46.9310139,2002.96,4.953205656887879,0.8191007138542249,326.2093782310479,-1328.3089437419917,1463.2264189554357
11401,Kepler-151 b,Kepler-151,1,2,,5303.09,0.81,0.91,292.1627933,41.0231947,649.919,5.099202694908628,0.7159898172016874,184.97086329694102,-454.0999698493999,426.5837592723831
11423,Kepler-1510 b,Kepler-1510,1,1,,6085.0,1.63,1.27,298.9591432,48.2578295,1696.25,5.217821377781217,0.8422580146410489,546.8050056377317,-988.1234242077999,1265.654157675537
11432,Kepler-1511 b,Kepler-1511,1,1,,6602.0,1.69,1.33,288.4211892,43.179773,1475.6,5.03389938405751,0.7536292091137494,340.0230785683543,-1020.8863923273785,1009.737906588481
11441,Kepler-1512 b,Kepler-1512,1,1,,4372.0,0.67,0.73,289.2744976,44.4704056,,5.048792425172435,0.7761549974173244,,,
11450,Kepler-1513 b,Kepler-1513,1,1,,5650.0,1.04,0.82,289.7917561,39.2852655,349.247,5.057820289081362,0.6856572304951364,91.53044581750609,-254.35041472545288,221.1368603974442
11459,Kepler-1514 b,Kepler-1514,1,2,,6259.0,1.17,1.21,292.6274943,37.8601653,397.292,5.10731325739594,0.6607845398343067,120.67947375826772,-289.52214288853105,243.83257914942484
11477,Kepler-1515 b,Kepler-1515,1,1,,6447.86,1.54,1.31,290.9739057,48.1782059,539.321,5.078452691852496,0.8408683206587579,128.72617960724952,-335.8001954305396,401.9140958880811
11486,Kepler-1516 b,Kepler-1516,1,1,,5904.0,1.07,1.04,291.4945795,44.5234227,1358.95,5.087540163991366,0.7770803203721834,355.01124120943973,-901.4986396173614,952.896806523655
11495,Kepler-1517 b,Kepler-1517,1,1,,7350.0,1.88,,287.8072115,43.1888008,847.299,5.023183451658688,0.753786773947961,188.9227316944534,-588.17105760436,579.8953387005919
11504,Kepler-1518 b,Kepler-1518,1,1,,6856.98,1.57,1.49,300.3323404,44.9861065,903.51,5.241788190200384,0.7851556760778224,322.72115055434705,-551.5561338416691,638.7231092629335
11510,Kepler-1519 b,Kepler-1519,1,1,,5758.0,1.39,1.03,296.6679448,49.4617774,1441.63,5.177832421884791,0.8632708695185204,420.5412144274587,-837.3198309006734,1095.5992171630764
11519,Kepler-152 b,Kepler-152,1,2,,5262.0,0.76,0.85,286.8653826,41.9889571,441.09,5.006745436363251,0.7328455508736499,95.11735117567048,-313.7494624020299,295.0836363605434
11541,Kepler-1520 b,Kepler-1520,1,1,,4550.0,0.66,0.67,290.9662102,51.5047656,607.917,5.078318380039908,0.8989277401879128,135.3972335986371,-353.34455747710575,475.7922779156304
11549,Kepler-1521 b,Kepler-1521,1,1,,4981.13,0.7,0.82,292.6903779,37.8350549,206.983,5.108410783261446,0.660346280677814,63.0591223499013,-150.81882312251503,126.9613798341831
11558,Kepler-1522 b,Kepler-1522,1,1,,5764.0,1.12,,289.8432347,52.0702094,814.125,5.058718760145679,0.9087965962329011,169.87288064546777,-470.7252774433748,642.1529671519618
11567,Kepler-1523 b,Kepler-1523,1,1,,5708.0,0.96,0.97,296.0540705,45.8270447,865.596,5.167118294156415,0.799832816473617,264.9239660224493,-541.8761439392417,620.8397313900539
11575,Kepler-1524 b,Kepler-1524,1,1,,5900.0,1.0,0.88,293.8853557,39.5198348,381.773,5.129267080359685,0.6897512371042347,119.24592197512628,-269.2795095310808,242.93945617787716
