,index,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
408,3818,K2-315 b,K2-315,1,1,M(3.5+/-0.5) V,3300.0,0.2,0.17,228.0210932,-20.1081634,56.9686,3.979718840336853,-0.3509536578590175,-35.78123619971202,-39.76852148110385,-19.585433903475284
409,3832,K2-32 b,K2-32,2,4,G9 V,5315.0,0.87,0.87,252.426008,-19.5430504,157.682,4.405664957265547,-0.3410905753631948,-44.86726291889281,-141.66261256679564,-52.74700032150543
410,3869,K2-33 b,K2-33,1,1,M3,3410.0,1.1,0.31,242.5613635,-19.3193831,139.268,4.233494431201796,-0.33718684454914893,-60.56074366377375,-116.64093924285203,-46.07454224879497
411,3906,K2-34 b,K2-34,1,1,F9 V,6132.0,1.53,1.28,127.5787231,22.2359194,348.646,2.226668773585147,0.388090005738082,-196.81012472558012,255.75957145593932,131.93502086321087
412,3952,K2-35 b,K2-35,1,2,K4 V,4680.0,0.72,0.76,170.1031027,1.2858679,252.596,2.968859209973056,0.022442628600705193,-248.77436330580142,43.40419494875891,5.668442347177035
413,3991,K2-36 b,K2-36,1,2,K2 V,4924.0,0.74,0.8,169.4490102,3.8665038,109.749,2.9574431422354555,0.06748322185087233,-107.64782191437025,20.050451753804147,7.400596094937146
414,4007,K2-37 b,K2-37,1,3,G3 V,5413.0,0.85,0.9,243.4509662,-24.7870527,179.943,4.249020927351428,-0.4326156814803503,-73.01831174916903,-146.1387441218053,-75.44055185908097
415,4028,K2-38 b,K2-38,1,2,G2 V,5757.0,1.1,1.07,240.0333095,-23.1894196,192.69,4.189371565233584,-0.40473172364650645,-88.47191031175491,-153.44378737733427,-75.8759599681495
416,4099,K2-5 b,K2-5,1,2,K7.5 V,3930.0,0.57,0.61,169.3034598,-1.8778254,202.943,2.954902808527861,-0.032774236007579526,-199.30957152029228,37.647469660786236,-6.650111092130852
417,4173,K2-60 b,K2-60,1,1,G4 V,5500.0,1.12,0.97,338.6062312,-13.7318044,491.87,5.909793602209151,-0.23966519901984443,444.8877870314353,-174.29380497942603,-116.75882577375504
418,4311,K2-8 b,K2-8,1,2,K3 V,4870.0,0.74,0.78,169.7935178,-0.2844389,403.513,2.9634559341535986,-0.004964395325750899,-397.12274195145517,71.5000435278991,-2.003189822880099
419,4385,K2-9 b,K2-9,1,1,M2.5 V,3390.0,0.31,0.3,176.263724,0.0054085,82.9631,3.0763823356265494,9.439613259411331e-05,-82.78676658619399,5.406216651437054,0.007831395776388236
420,4408,K2-95 b,K2-95,1,1,M3.0,3471.0,0.4,0.36,129.3625717,18.9766197,179.854,2.257802805012238,0.33120449466381857,-107.86856718546517,131.49638369290525,58.485336666920475
421,4430,K2-98 b,K2-98,1,1,F8 V,6120.0,1.31,1.07,126.4882114,11.5110933,518.625,2.2076357538886264,0.2009064785892594,-302.2009687434673,408.5769546149338,103.49559059735932
422,4433,K2-99 b,K2-99,1,1,G0 IV,5990.0,3.1,1.6,208.7737624,-5.4424943,519.229,3.643789545656339,-0.09498944505602402,-453.0666191539489,-248.80537079802278,-49.247137089063585
423,4443,KELT-10 b,KELT-10,1,1,G0 V,5948.0,1.21,1.11,284.5483823,-47.0033072,188.404,4.966306152358555,-0.8203624699663569,32.27466837390246,-124.36356082444345,-137.79737927993978
424,4451,KELT-14 b,KELT-14,1,1,G4,5720.0,1.52,1.24,108.301409,-42.4097623,250.121,1.8902161715990196,-0.7401899871231631,-57.99069556521279,175.333200950717,-168.68865555584432
425,4455,KELT-16 b,KELT-16,2,1,F7 V,6236.0,1.36,1.21,314.2685227,31.6610186,444.586,5.485020456493539,0.5525890191051656,264.1437805882271,-270.9758568482417,233.35993567431356
426,4456,KELT-17 b,KELT-17,1,1,A,7454.0,1.65,1.64,125.617407,13.7353093,226.5,2.1924373499677725,0.2397263710647976,-128.134657183392,178.86176565763708,53.77944230212064
427,4458,KELT-18 b,KELT-18,2,1,F4 V,6670.0,1.91,1.52,216.5238248,59.4442735,321.376,3.7790536517713527,1.0374982940310136,-131.29362731323974,-97.23668719271336,276.7481589220035
428,4459,KELT-19 A b,KELT-19 A,2,1,A8 V,7500.0,1.83,1.62,111.5095293,7.6157759,300.276,1.9462084336340877,0.13292036454903441,-109.12682224234095,276.8995148659996,39.7953704626879
429,4463,KELT-20 b,KELT-20,1,1,A2 V,8720.0,1.56,1.76,294.6614126,31.2192001,136.426,5.142811828447505,0.544877831583943,48.68125299912631,-106.02867264476724,70.71145352503963
430,4465,KELT-21 b,KELT-21,1,1,A8 V,7598.0,1.64,1.46,304.8000322,32.5810446,470.878,5.319764122074735,0.5686465020091189,226.44574900559417,-325.8123430908148,253.56405646496626
431,4467,KELT-23 A b,KELT-23 A,2,1,G2 V,5899.0,1.0,0.94,232.1466406,66.3587097,126.261,4.051723225913944,1.1581779716400986,-31.069854427060076,-39.97808114959497,115.66441671697348
432,4474,KELT-4 A b,KELT-4 A,3,1,F,6206.0,1.6,1.2,157.06262,25.5731366,218.05,2.7412598508086963,0.44633543373226814,-181.13682053892373,76.65448803248232,94.12408942203778
433,4475,KELT-6 b,KELT-6,1,2,F8,6102.0,1.58,1.08,195.9818362,30.640145,240.726,3.420528315794212,0.534771413538478,-199.11179957154317,-57.026083858111,122.68465310375751
434,4480,KELT-7 b,KELT-7,1,1,F,6789.0,1.73,1.53,78.2955912,33.3179532,136.681,1.3665158562354982,0.5815079833653808,23.17005159337208,111.84060788039307,75.07678002621475
435,4484,KELT-8 b,KELT-8,1,1,G2 V,5754.0,1.67,1.21,283.3054489,24.1272483,197.572,4.944612872145547,0.42109992228120463,41.49743601983503,-175.47196792434207,80.7604263271212
436,4488,KELT-9 b,KELT-9,2,1,B9.5-A0,10170.0,2.36,2.52,307.8598998,39.9389161,204.455,5.373168886369832,0.6970655856227729,96.20975647762914,-123.76547902782819,131.25408940115935
437,4770,KOI-55 b,KOI-55,1,2,B,27730.0,0.2,0.5,296.3561853,41.0927315,1231.02,5.172391192135419,0.7172034633129882,411.8765859312257,-831.3156104153979,809.12438737274
438,4822,KPS-1 b,KPS-1,1,1,K1 V,5165.0,0.91,0.89,165.167198,64.9638452,262.706,2.8827114213933935,1.1338329934959142,-107.46990040859436,28.460604336950393,238.02238748265336
439,5007,Kepler-101 b,Kepler-101,1,2,G3 IV,5667.0,1.56,1.17,283.255507,48.3552474,927.981,4.943741221555846,0.8439582777464275,141.39474207269737,-600.2234066124653,693.4609761404909
440,6803,Kepler-114 b,Kepler-114,1,3,M0 V,3983.0,0.54,0.56,294.121482,48.3497977,259.533,5.133388261745237,0.8438631625381816,70.4881691101476,-157.41990276342293,193.9272294404623
441,7179,Kepler-117 b,Kepler-117,1,2,F8 V,6150.0,1.61,1.13,288.7930651,48.040176,1455.57,5.040389842921327,0.8384592444375595,313.5199460911046,-921.3243090293365,1082.3819962908872
442,7537,Kepler-120 b,Kepler-120,1,2,M0 V,4096.0,0.57,0.59,287.8915707,39.3390979,388.63,5.024655797453036,0.686596783119387,92.33993893910215,-286.0338237426408,246.3559706032853
443,8167,Kepler-125 b,Kepler-125,1,2,M1 V,3810.0,0.52,0.54,298.2581101,47.6050031,183.365,5.205586042020754,0.8308640445171074,58.53269822522441,-108.8976763874451,135.41765963451775
444,8686,Kepler-129 b,Kepler-129,1,3,G4 V,5770.0,1.65,1.18,285.3111845,47.8484775,408.845,4.979619562290012,0.8351134744414251,72.45136514400457,-264.6346125020763,303.10650863953094
445,9838,Kepler-138 c,Kepler-138,1,3,M1 V,3871.0,0.54,0.57,290.3814122,43.2930645,66.8624,5.06811172948083,0.7556065188032727,16.94887234827804,-45.61943826877641,45.84957046606951
446,11901,Kepler-155 b,Kepler-155,1,2,M0 V,3985.0,0.54,0.56,288.4957831,51.0819286,293.499,5.0352012932144135,0.8915478423386575,58.49130768887073,-174.85485833357848,228.3554432085867
447,12319,Kepler-159 b,Kepler-159,1,2,M0 V,3894.0,0.5,0.52,297.0702037,40.868734,373.744,5.184853164135241,0.7132939694217523,128.61942833881218,-251.66704684230277,244.55125786524053
448,12966,Kepler-1654 b,Kepler-1654,1,1,G5 V,5597.0,1.18,1.01,282.1856949,44.4344617,568.117,4.925069478033171,0.7755276580163168,85.62805922573283,-396.52473488241833,397.73470528564917
449,12974,Kepler-1655 b,Kepler-1655,1,1,G0 V,6148.0,1.03,1.03,286.6895986,39.2120802,213.26,5.003677426790926,0.6843799060460767,47.4536393727192,-158.2756046147359,134.82141036988043
450,13023,Kepler-1661 b,Kepler-1661,2,1,K,5100.0,0.76,0.84,285.1670927,41.9669383,410.607,4.977104685954886,0.7324612503163118,79.87685813125059,-294.664454272275,274.5735882646079
451,13090,Kepler-167 b,Kepler-167,2,4,K4,4890.0,0.73,0.77,292.6585253,38.3455558,341.908,5.107854850516126,0.6692562022172083,103.30266652077904,-247.45596561256542,212.12068413158008
452,13956,Kepler-186 b,Kepler-186,1,5,M1 V,3761.0,0.46,0.48,298.652736,43.9549884,177.594,5.2124735632894,0.7671592702559142,61.302755333507136,-112.19138541566923,123.26675976528676
453,14569,Kepler-205 b,Kepler-205,1,2,M1 V,3834.0,0.48,0.51,285.2866912,41.8609357,159.72,4.979192073560333,0.7306111559306372,31.362138616103035,-114.74538386821216,106.58513753033758
454,14721,Kepler-21 b,Kepler-21,2,1,F6 IV,6131.0,1.86,1.34,287.3619673,38.7141384,108.522,5.01541247439328,0.6756891821527695,25.268272027878748,-80.81911613495495,67.87348068199968
455,14733,Kepler-210 b,Kepler-210,1,2,M0 V,3914.0,0.53,0.55,292.5034196,43.0832188,232.75,5.1051477453625145,0.7519440204171203,65.06243445744215,-157.04809975354456,158.98218921084134
456,15004,Kepler-22 b,Kepler-22,1,1,G5 V,5518.0,0.98,0.97,289.2172051,47.8841427,194.642,5.047792482410736,0.8357359496098073,42.96501198035931,-123.25951942849198,144.38354054318236
457,15240,Kepler-225 b,Kepler-225,1,2,M1 V,3682.0,0.44,0.46,292.1939846,47.4570808,561.101,5.0997470857916065,0.8282823133449846,143.3099152649918,-351.275644845703,413.40297740337627
458,15455,Kepler-231 c,Kepler-231,1,2,M1 V,3767.0,0.48,0.51,293.9733913,50.531846,316.618,5.130803591438654,0.8819470898107266,81.77360526065158,-183.89631969157887,244.42213281650206
459,15537,Kepler-235 b,Kepler-235,1,4,M0 V,3887.0,0.48,0.51,286.0790779,39.278237,428.018,4.993021830424346,0.68553456002866,91.76378041246728,-318.3593477917155,270.9725864401157
460,15612,Kepler-236 c,Kepler-236,1,2,M1 V,3750.0,0.51,0.54,283.8664285,39.8981928,288.763,4.9544038132020685,0.6963548299554954,53.09284748518713,-215.07858173614906,185.2199324945382
461,16003,Kepler-249 b,Kepler-249,1,3,M2 V,3568.0,0.42,0.44,296.9853002,43.6586043,190.401,5.183371318513774,0.7619863918603542,62.50509728818357,-122.75100535598007,131.44521405547965
462,16169,Kepler-252 c,Kepler-252,1,2,M0 V,4208.0,0.59,0.61,295.579329,44.5459052,379.424,5.1588324918855575,0.7774727140212632,116.75282842454202,-243.90773509653016,266.15853469492635
463,16389,Kepler-26 b,Kepler-26,1,4,M0 V,3887.0,0.53,0.55,284.9410627,46.5664505,335.307,4.973159718246603,0.8127378821919597,59.43591856215543,-222.73407723888127,243.490629532672
464,16619,Kepler-267 b,Kepler-267,1,3,M1 V,3807.0,0.47,0.49,299.8305655,47.1575741,264.993,5.233030566091518,0.8230549352982016,89.63369325737662,-156.31582791135335,194.2999048544046
465,17007,Kepler-28 b,Kepler-28,1,2,M0 V,4072.0,0.57,0.59,292.1370409,42.4294835,438.359,5.098753230738338,0.7405341869956076,121.9235480763515,-299.70550695393604,295.75305646257965
466,17770,Kepler-303 b,Kepler-303,1,2,M0 V,3944.0,0.51,0.52,283.1354742,43.6567036,209.738,4.941646253985457,0.7619532183872615,34.48427977113751,-147.77284826854344,144.78966954609695
467,17964,Kepler-309 b,Kepler-309,1,2,M0 V,3880.0,0.49,0.51,297.5098911,46.9614121,544.568,5.192527156944775,0.8196312625309045,171.67161251175628,-329.63914719913805,398.021603327556
468,18263,Kepler-32 b,Kepler-32,1,5,M1 V,3793.0,0.53,0.54,297.8423073,46.5743595,323.847,5.198328914121743,0.8128759202825,103.9707436666446,-196.8456072671202,235.19942765670908
469,19989,Kepler-38 b,Kepler-38,2,1,G4 V,5623.0,1.75,0.94,286.830312,42.2791434,1174.59,5.006133338922601,0.73791025725283,251.623477493947,-831.8264537553546,790.197471842731
470,20199,Kepler-39 b,Kepler-39,1,1,F7 IV,6260.0,1.39,1.1,296.9603348,46.0342954,1057.41,5.182935590084696,0.80345002356568,332.8139496535115,-654.303554608327,761.0766330948139
471,20454,Kepler-40 b,Kepler-40,1,1,F5 IV,6510.0,2.13,1.48,296.8136883,47.5265446,2305.01,5.180376125823171,0.8294946853659314,702.1023458905903,-1389.1016835210553,1700.1529074862358
472,20682,Kepler-41 b,Kepler-41,1,1,G2 V,5750.0,1.29,1.15,294.5132465,45.9816453,1093.08,5.140225842162666,0.8025311059691758,315.1479295501718,-691.1055508485147,786.0526613952852
473,20740,Kepler-412 b,Kepler-412,1,1,G3 V,5750.0,1.29,1.17,286.1103053,43.6809612,1086.24,4.993566851371183,0.7623765933758933,217.98447790891447,-754.7154358830793,750.2031163828846
474,20850,Kepler-42 b,Kepler-42,1,3,M,3068.0,0.17,0.13,292.2196,44.6173667,40.0595,5.100194158860822,0.7787199524846771,10.783115597778393,-26.39740174486472,28.136544552861523
475,20882,Kepler-421 b,Kepler-421,1,1,G9/K0,5308.0,0.76,0.79,283.2568116,45.0876823,348.558,4.943763991121267,0.7869285082281696,56.432460138125776,-239.53244398454666,246.84461729101744
476,20903,Kepler-423 b,Kepler-423,1,1,G4 V,5560.0,0.95,0.85,292.8557189,46.3911883,758.753,5.111296528099986,0.809678979747671,203.26969279170817,-482.24617005760393,549.387093465197
477,20924,Kepler-425 b,Kepler-425,1,1,K1 V,5170.0,0.86,0.93,290.3579781,40.5676965,646.647,5.06770272727859,0.7080398738747797,170.88703784963624,-460.53495439191545,420.5443123943224
478,20941,Kepler-426 b,Kepler-426,1,1,G1 V,5725.0,0.92,0.91,289.4346668,49.473455,843.695,5.05158790507272,0.8634746820872512,182.414615492024,-516.9957397051652,641.2967848091912
479,20953,Kepler-427 b,Kepler-427,1,1,G2 V,5800.0,1.35,0.96,288.2545808,43.7048379,1017.8,5.03099151891603,0.7627933204054043,230.4744613897184,-698.747954566144,703.2422474771755
480,20959,Kepler-428 b,Kepler-428,1,1,K1 V,5150.0,0.8,0.87,290.5817432,40.5773106,686.284,5.071608165024644,0.7082076715743958,183.24288197903635,-487.98185317207407,446.4095494439667
481,20978,Kepler-43 b,Kepler-43,1,1,F8 V,6050.0,1.38,1.27,285.2408288,46.6682411,1005.84,4.9783916236774655,0.8145144633095404,181.445225391795,-665.9534197941823,731.6404707552435
482,21133,Kepler-44 b,Kepler-44,1,1,G2 IV,5757.0,1.52,1.19,300.1023512,45.7621918,1188.0,5.237774121416356,0.7987009198391504,415.6785001835641,-717.0152256979114,851.1430846823087
483,21185,Kepler-444 b,Kepler-444,3,5,K,5046.0,0.75,0.76,289.7528323,41.631884,36.4396,5.057140940613975,0.726613449608347,9.204765535353216,-25.633411223930732,24.20836567437041
484,21226,Kepler-445 b,Kepler-445,1,3,M4,3157.0,0.21,0.18,298.7363395,46.4991236,127.201,5.2139327196305905,0.8115628061117988,42.097458208101465,-76.77693670258293,92.26700604216398
485,21258,Kepler-446 b,Kepler-446,1,3,M4,3359.0,0.24,0.22,282.2501047,44.921002,96.339,4.926193641113722,0.7840193881949579,14.473995768200613,-66.66259508315753,68.02797060240069
486,21298,Kepler-447 b,Kepler-447,1,1,G8 V,5493.0,1.05,1.0,285.2685283,48.5598835,268.041,4.978875071153623,0.8475298514598678,46.71693130314696,-171.1376188766463,200.9363616069745
487,21331,Kepler-45 b,Kepler-45,1,1,M1 V,3814.0,0.55,0.58,292.8729292,41.0641727,381.949,5.111596904500242,0.7167050182225697,111.93445888893427,-265.3356416948593,250.9037918418507
488,21369,Kepler-452 b,Kepler-452,1,1,G2,5757.0,1.11,1.04,296.003752,44.2775861,551.727,5.166240070656751,0.7727896622802752,173.18761853767452,-355.02823106994083,385.1800701718582
489,21768,Kepler-49 b,Kepler-49,1,4,M1 V,3816.0,0.51,0.54,292.2945208,40.5918123,311.222,5.1015017734990495,0.7084607739865323,89.65629580033684,-218.66419728825548,202.5014832825808
490,22187,Kepler-52 b,Kepler-52,1,3,M0 V,3898.0,0.54,0.56,286.7380152,49.9757383,321.542,5.0045224558735475,0.8722411794500338,59.55396410363205,-198.0262459002136,246.22792095579135
491,22474,Kepler-539 b,Kepler-539,1,2,G2 V,5820.0,0.95,1.05,299.1224639,41.8667953,307.318,5.220671861732879,0.7307134252434871,111.38073868441063,-199.92719210422223,205.10436863079354
492,22493,Kepler-54 b,Kepler-54,1,3,M1 V,3726.0,0.47,0.49,294.7739245,43.0561976,271.701,5.14477553155018,0.7514724115092805,83.19082549454778,-180.25684357652977,185.49444816048322
493,23499,Kepler-61 b,Kepler-61,1,1,K7 V,4017.0,0.62,0.64,295.3044942,42.4753193,335.079,5.154035719726498,0.7413341726208932,105.6363052768169,-223.42997004053953,226.2696527070008
494,23643,Kepler-62 b,Kepler-62,1,5,K2 V,4925.0,0.64,0.69,283.2125621,45.3496992,300.874,4.942991691653907,0.7915015658290385,48.329375457143655,-205.8503233462655,214.0445741479106
495,24171,Kepler-66 b,Kepler-66,1,1,G0 V,5962.0,0.97,1.04,293.9815378,46.687728,1202.96,5.130945774686167,0.8148545738755472,335.39596221688663,-753.9654071134477,875.3047897760312
496,24275,Kepler-67 b,Kepler-67,1,1,G9 V,5331.0,0.78,0.86,294.1533505,46.1663976,1131.19,5.133944471997908,0.8057556419048082,320.5616888340427,-714.8381394228267,815.9886360595825
497,24520,Kepler-69 b,Kepler-69,1,2,G4 V,5638.0,0.93,0.81,293.2609013,44.8688656,730.625,5.118368295051119,0.783109436354821,204.49321240611468,-475.7212620056303,515.4461151086485
498,25084,Kepler-74 b,Kepler-74,1,1,F8 V,6000.0,1.12,1.18,293.0925275,41.3555095,1177.55,5.115429617867025,0.7217898046147938,346.6798411612172,-813.0733361367022,778.041670025434
499,25192,Kepler-75 b,Kepler-75,1,1,G8 V,5330.0,0.88,0.88,291.1376203,36.5773443,835.356,5.081310050656081,0.6383950896705806,241.9094460386303,-625.699446682206,497.79480619514743
500,25353,Kepler-76 b,Kepler-76,1,1,F,6409.0,1.32,1.2,294.1921185,39.6189727,822.96,5.134621101242321,0.6914815198727476,259.7820814955497,-578.2540738350119,524.7843917525104
501,25472,Kepler-77 b,Kepler-77,1,1,G5 V,5520.0,0.99,0.95,289.6079433,44.3454347,639.411,5.0546121505140515,0.7739738437431438,153.4508320853785,-430.75102027528123,446.93716290448384
502,25596,Kepler-78 b,Kepler-78,2,1,G,5089.0,0.74,0.81,293.7419543,44.4482521,124.376,5.126764253777715,0.7757683459014838,35.74844046448373,-81.27546911271776,87.09613367345834
503,25867,Kepler-80 b,Kepler-80,1,6,K5,4540.0,0.68,0.73,296.1125759,39.9787451,369.451,5.1681394060166115,0.6977607328105496,124.60432176412978,-254.2078222031389,237.3735190147346
504,26041,Kepler-81 b,Kepler-81,1,3,M0 V,3896.0,0.52,0.54,293.6369437,42.8248275,348.291,5.124931473058221,0.7474342414736119,102.41965012965869,-234.01789894995667,236.75400507566107
505,26334,Kepler-83 b,Kepler-83,2,3,M0 V,3893.0,0.52,0.54,282.2325197,43.6655662,400.409,4.925886724964759,0.7621078999375488,61.370638751355756,-283.0725079922248,276.4615112438662
506,27303,Kepler-91 b,Kepler-91,1,1,K3,4550.0,6.3,1.31,285.6729033,44.1167513,1294.69,4.985932746316374,0.7699825654684886,251.096518542957,-894.9287738605685,901.2631270567026
507,27674,Kepler-94 b,Kepler-94,1,2,M0 V,4238.0,0.61,0.64,281.1947316,47.4972606,191.904,4.907773905681743,0.8289835831477773,25.1718040689833,-127.18827917934198,141.48027118757753
508,28357,L 168-9 b,L 168-9,1,1,M1 V,3800.0,0.6,0.62,350.0285917,-60.0657292,25.1496,6.109151401283896,-1.0483447421512997,12.360231892813276,-2.173083164855013,-21.794603856792286
509,28359,L 98-59 b,L 98-59,1,4,M3 V,3412.0,0.31,0.31,124.5328604,-68.3144658,10.6194,2.173508440906463,-1.192312354951062,-2.2244309609141695,3.2325938361609965,-9.867821459194548
510,28373,LHS 1140 b,LHS 1140,1,2,M4.5 V,3131.0,0.19,0.15,11.248632,-15.2741085,14.9861,0.1963256647451948,-0.2665834836318523,14.179024567863927,2.820031411019549,-3.9478954336170418
511,28379,LHS 1478 b,LHS 1478,1,1,m3 V,3381.0,0.25,0.24,44.3388743,76.5514045,18.2276,0.7738593431628961,1.3360740555510036,3.0319876424428047,2.9628116607825286,17.727780452126687
512,28382,LHS 1815 b,LHS 1815,1,1,M1,3643.0,0.5,0.5,91.0899861,-55.3115376,29.8424,1.5898201730408688,-0.9653684454606424,-0.3230763109734188,16.9806531949232,-24.538171825362877
513,28384,LHS 3844 b,LHS 3844,1,1,M5,3036.0,0.19,0.15,340.4962038,-69.1721081,14.8846,5.942779846851628,-1.2072810368904392,4.988716997483308,-1.7669693328867224,-13.91193154294755
514,28386,LP 714-47 b,LP 714-47,1,1,M0.0 V,3950.0,0.58,0.59,64.1902212,-12.0848643,52.616,1.1203307075234654,-0.21092067169171977,22.400525736540455,46.31753741664149,-11.015699268979894
515,28387,LP 791-18 b,LP 791-18,1,2,M(6.1+/-0.7) V,2960.0,0.17,0.14,165.6904843,-16.4064445,26.4927,2.8918444902589724,-0.2863464750707148,-24.625499523623514,6.281316838792431,-7.482846067688469
516,28391,LSPM J2116+0234 b,LSPM J2116+0234,1,1,M3.0 V,3475.0,0.43,0.43,319.1147513,2.5807711,17.6297,5.569603101867855,0.045042952935315836,13.314922744720795,-11.52774895002982,0.793825256088074
517,28394,LTT 3780 b,LTT 3780,2,2,M3.5 V,3360.0,0.38,0.38,154.6449033,-11.717801,21.9814,2.6990627340132445,-0.20451420854348407,-19.44998795571854,9.21686023942448,-4.46423585950831
518,28401,LTT 9779 b,LTT 9779,1,1,G7 V,5443.0,0.95,0.77,358.6688767,-37.6282237,80.4373,6.259952822844574,-0.656736395241963,63.68826445269465,-1.4799028741701852,-49.1098166335067
519,28405,MASCARA-1 b,MASCARA-1,1,1,A8,7554.0,2.1,1.72,317.5515264,10.7388967,182.273,5.542319680413696,0.18742910544655372,132.14093982745433,-120.8664260476424,33.9635923451404
520,28406,MASCARA-4 b,MASCARA-4,2,1,A7 V,7800.0,1.92,1.75,147.5800667,-66.1139253,170.696,2.5757580742278425,-1.1539056779025798,-58.34546831324734,37.055639940265216,-156.07629638072936
521,28478,NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,K3 III,4284.0,21.8,1.35,132.4866957,11.6924845,817.192,2.312329055052814,0.20407235226340295,-540.4937655983467,590.1204859912158,165.61118992027872
522,28482,NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,G5 V,5780.0,0.99,1.01,132.7533077,11.8146537,872.92,2.3169823122781406,0.20620460704793037,-580.0220669494008,627.3916701330267,178.72722372217436
523,28487,NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,G5 V,5725.0,0.89,0.96,132.7531307,11.8865128,914.221,2.3169792230453647,0.20745878494045025,-607.3031340025298,656.9048155160305,188.3056122996747
524,28490,NGTS-1 b,NGTS-1,1,1,M0.5,3916.0,0.57,0.62,82.7142134,-36.6309812,218.121,1.4436353620272135,-0.6393312301761435,22.19844543742078,173.6277114275814,-130.1438338361921
525,28493,NGTS-11 b,NGTS-11,1,1,K,5050.0,0.83,0.86,23.5214497,-14.4191493,190.422,0.4105267421072325,-0.2516616306216356,169.1000743591999,73.60209151255955,-47.41766612445062
526,28494,NGTS-12 b,NGTS-12,1,1,G,5690.0,1.59,1.02,176.2499418,-35.640563,446.442,3.076141790858381,-0.6220451716144678,-362.0414061441888,23.72981677607615,-260.1410682628032
527,28496,NGTS-14 A b,NGTS-14 A,2,1,K1 V,5187.0,0.84,0.9,328.5174799,-38.3774193,322.148,5.733711674609292,-0.6698123252034175,215.3695082456669,-131.88824198900423,-200.00200110766266
528,28497,NGTS-15 b,NGTS-15,1,1,G6 V,5600.0,0.95,0.99,73.3553101,-32.8003484,786.485,1.2802916850664507,-0.5724740753812539,189.35994004785505,633.3903817204272,-426.04940168262686
529,28498,NGTS-16 b,NGTS-16,1,1,G7 V,5550.0,1.21,1.0,58.2639299,-30.8046405,898.168,1.0168974119061704,-0.5376424016181923,405.78983000734263,656.105486745402,-459.96299889142296
530,28499,NGTS-17 b,NGTS-17,1,1,G4 V,5650.0,1.34,1.02,72.9005729,-34.2262128,1040.28,1.2723550236951509,-0.5973601038482275,252.90403156388624,822.1066515359174,-585.1176657042021
531,28500,NGTS-18 b,NGTS-18,1,1,G5 V,5610.0,1.39,1.0,180.5462193,-35.5486091,1096.19,3.1511259788127317,-0.6204402732994182,-891.8443890507406,-8.502500191864765,-637.3176675012224
532,28501,NGTS-2 b,NGTS-2,1,1,F5 V,6478.0,1.7,1.64,215.1227617,-31.2020698,356.391,3.7546004876481542,-0.5445788514470886,-249.33302342143912,-175.3822028628377,-184.6311762176219
533,28502,NGTS-3 A b,NGTS-3 A,2,1,G6 V,5600.0,0.93,1.02,94.4447595,-35.706364,743.972,1.6483720145291936,-0.6231936157155725,-46.81796962484341,602.3023016526556,-434.20542595426036
534,28504,NGTS-5 b,NGTS-5,1,1,K2 V,4987.0,0.74,0.66,221.0582692,5.6053735,306.779,3.8581946362999715,0.09783222337903837,-230.21810995402402,-200.53696509093828,29.96501830990086
535,28506,NGTS-8 b,NGTS-8,1,1,K0 V,5241.0,0.98,0.89,328.9759206,-14.0684399,428.976,5.741712974249439,-0.2455405968739418,356.58520220115247,-214.46202162862008,-104.27580460551955
536,28507,NGTS-9 b,NGTS-9,1,1,F8 V,6330.0,1.38,1.34,141.9206435,-19.3476477,609.128,2.4769825056240893,-0.3376801548809081,-452.4013042099408,354.464795811197,-201.8035898185931
537,28730,OGLE-TR-111 b,OGLE-TR-111,1,1,K2 V,5044.0,0.83,0.81,163.324115,-61.4056976,1068.33,2.8505435546558586,-1.07173160260398,-489.8037145080089,146.72347799608718,-938.0264021651462
538,28771,PDS 70 b,PDS 70,1,2,K7,3972.0,1.26,0.76,212.0421402,-41.3980405,113.064,3.7008334994654275,-0.7225321105989596,-71.89252558037055,-44.9969915866929,-74.76766419932383
539,28777,PH1 b,PH1,4,1,F,6407.0,1.73,1.53,298.2150641,39.9550863,1033.16,5.20483474759094,0.6973478088534788,374.42801991030586,-697.864670994162,663.4818343287611
540,28790,POTS-1 b,POTS-1,1,1,K5 V,4400.0,0.59,0.69,203.6087259,-66.5811639,747.959,3.553642652745655,-1.1620605298649886,-272.394511422432,-119.05564189051351,-686.3451390969213
541,28808,Proxima Cen b,Proxima Cen,3,1,M5.5 V,3050.0,0.14,0.12,217.3934657,-62.6761821,1.30119,3.7942317487863595,-1.0939057402245338,-0.4745220408911396,-0.36271375151586327,-1.1560116709055304
542,28819,Qatar-10 b,Qatar-10,1,1,F7 V,6124.0,1.25,1.16,284.4439052,69.5708373,559.068,4.96448268297062,1.2142401742542819,48.67470573018989,-188.97416918529828,523.9051107088054
543,28830,Qatar-3 b,Qatar-3,1,1,G0 V,6007.0,1.27,1.15,359.1519716,36.2129562,735.601,6.268384419449167,0.6320353175704942,593.4375488983468,-8.784043974899545,434.5843385695914
