,index,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
271,2030,HD 27631 b,HD 27631,1,1,G3 IV-V,5737.0,1.0,0.94,64.9392168,-41.9606604,50.2862,1.1334031468264159,-0.7323516802912009,15.838918013065479,33.872804403866326,-33.622369167457606
272,2036,HD 27969 b,HD 27969,1,1,G0 V,5966.0,1.27,1.16,66.7068364,42.90872,67.9328,1.164253928769201,0.7488984418163414,19.67556701257702,45.70116473359157,46.25084778214035
273,2042,HD 28254 b,HD 28254,2,1,G1 IV/V,5664.0,1.48,1.06,66.2108141,-50.6228081,55.2884,1.1555967064708859,-0.8835346779502549,14.148787861095908,32.09600187001151,-42.73716930941873
274,2043,HD 285507 b,HD 285507,1,1,K4.5 V,4503.0,0.66,0.73,61.755663,15.3349441,45.0293,1.077839651102039,0.26764526515427856,20.550641720213715,38.25567234707965,11.90850606290716
275,2051,HD 29021 b,HD 29021,1,1,G5,5560.0,0.85,0.85,69.4681379,60.6762985,30.9939,1.2124477315844593,1.0590011867478966,5.323721186619613,14.214836116165232,27.022551029236713
276,2052,HD 290327 b,HD 290327,1,1,G8 V,5552.0,1.0,0.9,80.8399887,-2.2780391,56.433,1.4109239700900107,-0.039759282784168355,8.976593214060598,55.66931440219966,-2.243144502328658
277,2055,HD 2952 b,HD 2952,1,1,K0 III,4844.0,12.02,2.54,8.2938367,54.8948177,110.103,0.14475475803774118,0.9580953111470608,62.65572793901656,9.133598994454553,90.07501171157534
278,2062,HD 30562 b,HD 30562,1,1,F8 V,5994.0,1.53,1.23,72.1529519,-5.6751152,26.1597,1.2593065756880986,-0.09904944566997649,7.978051231585176,24.778795593777808,-2.586869064715057
279,2065,HD 30669 b,HD 30669,1,1,G9 V,5400.0,0.91,0.92,72.1198522,-28.4190757,58.0844,1.258728876941676,-0.4960064413385123,15.68436371991965,48.61731295397817,-27.643356149285022
280,2082,HD 3167 b,HD 3167,1,3,K0 V,5261.0,0.86,0.86,8.7401487,4.3807215,47.2899,0.15254437192890213,0.07645801378790477,46.60420054745596,7.164869902855863,3.6121700704225455
281,2092,HD 32518 b,HD 32518,1,1,K1 III,4580.0,10.22,1.13,77.4037569,69.6391355,122.115,1.3509504113182793,1.2154322027174675,9.265682927979752,41.46505365753466,114.48523778223948
282,2102,HD 332231 b,HD 332231,1,1,F8,6089.0,1.28,1.13,306.741134,33.7443882,80.6665,5.353642739601124,0.5889506781611229,40.124983230247636,-53.751216625967544,44.809336686126656
283,2104,HD 33283 b,HD 33283,2,1,G3/G5 V,5935.0,1.97,1.38,77.0044889,-26.7976689,89.8623,1.3439818701204265,-0.4677075541642871,18.03752992156499,78.15706178215254,-40.513629425163074
284,2109,HD 33844 b,HD 33844,1,2,K0 III,4861.0,5.29,1.78,78.1505649,-14.9509775,105.779,1.3639846697985132,-0.2609437837665905,20.98540456828111,100.02027412793281,-27.29018870361179
285,2112,HD 34445 b,HD 34445,1,6,G0 V,5836.0,1.38,1.07,79.4207483,7.3527156,46.0907,1.386153552232689,0.12832909618275037,8.392457754853968,44.93468935147409,5.898556790394784
286,2141,HD 37605 b,HD 37605,1,2,K0,5329.0,0.91,0.94,85.0074276,6.0595116,46.7864,1.4836595002707011,0.10575842848278964,4.048912048079879,46.34847808837671,4.938837421719551
287,2156,HD 38529 b,HD 38529,2,2,G4 IV,5370.0,2.82,1.39,86.6451363,1.1675866,42.3538,1.5122429092742573,0.020378230472166022,2.478028269183277,42.272436878064354,0.8630357624068974
288,2167,HD 38801 b,HD 38801,1,1,K0,5207.0,2.41,1.29,86.9963141,-8.3280256,91.4349,1.5183721181441676,-0.1453514669103763,4.7406839734310555,90.3464327365851,-13.243449144681158
289,2169,HD 39091 b,HD 39091,1,2,G0 V,6037.0,1.1,1.09,84.2992798,-80.4646041,18.2702,1.4712999895699468,-1.4043722728587287,0.30063744814322213,3.011615759619484,-18.017768887439573
290,2199,HD 42012 b,HD 42012,1,1,K0,5405.0,0.82,0.83,92.485473,34.1341722,36.7984,1.6141760141143175,0.5957536923327165,-1.320886904225495,30.430331215129094,20.648787918030088
291,2214,HD 42618 b,HD 42618,1,1,G4 V,5727.0,1.0,1.01,93.0032173,6.7819742,24.3358,1.623212356832751,0.1183677795753084,-1.2660804458447672,24.132326295216902,2.8738527321058283
292,2220,HD 43197 b,HD 43197,1,1,G8 V,5508.0,1.0,0.96,93.3993231,-29.8971929,62.4112,1.6301257072289972,-0.5218044532088718,-3.2081682798282163,54.01039330426238,-31.108567258027076
293,2221,HD 43691 b,HD 43691,3,1,G0,6093.0,1.6,1.32,94.8946124,41.0920773,85.6009,1.6562234287838382,0.7171920453690217,-5.504499253070286,64.27822529391875,56.26299247149206
294,2223,HD 44219 b,HD 44219,1,1,G2 V,5752.0,1.32,1.0,95.0599971,-10.7250799,52.9051,1.6591099363312614,-0.1871879567944642,-4.584658048903073,51.778348088471596,-9.845465241099483
295,2234,HD 45652 b,HD 45652,1,1,G8/K0,5294.0,0.94,0.92,97.3058709,10.9336212,34.8541,1.698307828725538,0.19082768910585343,-4.35180865699053,33.94358444783877,6.610833764010429
296,2243,HD 4732 b,HD 4732,2,2,K0 IV,4959.0,5.4,1.74,12.3085089,-24.1369079,54.7841,0.21482400631602547,-0.42126851410563027,48.84520406642655,10.657575801558622,-22.402226017813046
297,2246,HD 47366 b,HD 47366,1,2,K1 III,4866.0,7.3,1.81,99.4200181,-12.9856593,84.3552,1.7352066582373569,-0.2266425103272221,-13.453387794511052,81.08949269071994,-18.95521825387873
298,2250,HD 47536 b,HD 47536,1,1,K1 III,4380.0,23.47,2.1,99.448958,-32.3394531,122.536,1.7357117547775551,-0.564429934889287,-16.99638930984672,102.12522416305018,-65.5487043050805
299,2254,HD 48265 b,HD 48265,1,1,G5 IV/V,5650.0,2.05,1.28,100.0073683,-48.5418284,90.5446,1.745457853089604,-0.847214730518091,-10.41730439977413,59.035073144695325,-67.85767824648084
300,2265,HD 50499 b,HD 50499,1,2,G1 V,6099.0,1.42,1.31,103.008075,-33.915267,46.2845,1.797830064891258,-0.5919330758429797,-8.645604790897854,37.42416421807746,-25.82518907245356
301,2269,HD 50554 b,HD 50554,1,1,F8 V,5844.0,1.1,1.06,103.678273,24.2451409,31.1664,1.809527226631539,0.42315753631494124,-6.719860498789934,27.611475469087576,12.798218089123875
302,2281,HD 5278 b,HD 5278,1,2,F V,6203.0,1.19,1.13,12.5467785,-83.7437671,57.5846,0.21898259534343537,-1.4616044639183035,6.125422294143761,1.3632212061306241,-57.24165429843518
303,2286,HD 5319 b,HD 5319,1,2,K3 IV,4958.0,3.85,1.51,13.7558096,0.7893425,121.405,0.24008416879744415,0.01377662555092334,117.91166702021678,28.865473404889855,1.6724983184205682
304,2292,HD 55696 b,HD 55696,1,1,G0 V,6012.0,1.52,1.29,108.0622029,-38.174639,77.9693,1.8860412375631648,-0.6662731413102356,-19.00417810996054,58.273506529070126,-48.189743656314654
305,2297,HD 564 b,HD 564,1,1,G2/G3 V,5902.0,1.01,0.96,2.4694459,-50.2678998,51.1659,0.04309996165487464,-0.8773403595725991,32.67480870236299,1.4091556625594586,-39.3487036558088
306,2300,HD 59686 A b,HD 59686 A,2,1,K2 III,4658.0,13.2,1.9,112.9518629,17.0857195,89.2721,1.9713819038662306,0.2982020603471993,-33.27593816200055,78.57667907406913,26.22832978936055
307,2301,HD 60292 b,HD 60292,1,1,K0 III,4348.0,27.0,1.7,114.6201698,66.2350517,315.211,2.0004993522049705,1.1560197323936674,-52.91891204222119,115.47750911779488,288.48311589626394
308,2333,HD 66141 b,HD 66141,1,1,K2 III,4323.0,21.4,1.1,120.5662825,2.3350265,68.1509,2.1042785965146202,0.040753900546319374,-34.62832742551533,58.63202491970877,2.7766462388919337
309,2341,HD 67087 b,HD 67087,1,2,F8 V,6330.0,1.55,1.36,121.9155672,31.5511553,76.5217,2.127828057076404,0.5506715427930593,-34.47437273614124,55.351868065992925,40.04071548991743
310,2345,HD 68402 b,HD 68402,1,1,G5 IV/V,5950.0,1.02,1.12,121.3474609,-74.4100732,78.4293,2.1179127316400814,-1.2987007739899932,-10.965293208544821,18.001131292963976,-75.54387278604476
311,2366,HD 72659 b,HD 72659,1,1,G2 V,5926.0,1.36,1.06,128.5128072,-1.5686323,51.8949,2.242971616620675,-0.027377798388131445,-32.302302449773805,40.59093278948312,-1.420590628225358
312,2372,HD 72892 b,HD 72892,1,1,G5 V,5688.0,1.22,1.02,128.7195554,-14.4574311,69.7311,2.2465800534332465,-0.2523297740752256,-42.23621381211549,52.682553276924864,-17.409110553133917
313,2374,HD 73267 b,HD 73267,1,1,G5 V,5317.0,1.04,0.89,129.0735123,-34.4594469,50.4093,2.252757766748399,-0.6014308068211532,-26.198382992654622,32.26757013096539,-28.522730810765914
314,2380,HD 73534 b,HD 73534,1,1,G5,4917.0,2.58,1.16,129.8153421,12.9599703,83.3321,2.2657051392478103,0.22619415269567728,-51.99961695555492,62.37790729272027,18.68891138259156
315,2403,HD 75784 b,HD 75784,1,2,K3 IV,4917.0,3.3,1.41,133.0992289,13.2330548,85.4321,2.323019776170591,0.23096037635683972,-56.82270433652061,60.723704019924995,19.556475970759834
316,2409,HD 75898 b,HD 75898,1,1,G0 V,6021.0,1.6,1.28,133.4611999,33.0566885,78.0505,2.329337361917327,0.5769480541311456,-44.99764878585987,47.48198348253777,42.574093044460895
317,2415,HD 76920 b,HD 76920,1,1,K1 III,4698.0,7.47,1.17,133.820353,-67.2653621,184.031,2.3356057660310716,-1.1740020411912073,-49.244353173008925,51.31503527620312,-169.73264210567748
318,2418,HD 7924 b,HD 7924,1,3,K0.5 V,5075.0,0.78,0.83,20.4956562,76.7101475,16.9922,0.3577166830467894,1.338844643565497,3.6588598786976783,1.3676754941312812,16.537142104088275
319,2427,HD 79498 b,HD 79498,2,1,G5,5748.0,1.05,1.08,138.7885794,23.3748792,48.9489,2.4223176746955764,0.4079686042959381,-33.801304525502694,29.60270835914713,19.42025441098833
320,2438,HD 80869 b,HD 80869,1,1,G1 V,5837.0,1.06,1.08,140.7912931,33.9048294,85.3951,2.457271622735374,0.5917509053569735,-54.917357394243474,44.8034021182207,47.63467350025555
321,2440,HD 81040 b,HD 81040,1,1,G2/G3,5700.0,0.86,0.96,140.9455027,20.3646078,34.4341,2.4599630879935575,0.3554294569873189,-25.068390051945673,20.339492124436628,11.982826174717378
322,2443,HD 81817 b,HD 81817,1,1,K3 III,4140.0,83.8,4.3,144.2715659,81.3263096,269.126,2.5180138419629765,1.4194118710162726,-32.947511136608014,23.699990838606677,266.04807050635236
323,2463,HD 8535 b,HD 8535,2,1,G0 V,6136.0,1.19,1.13,20.9054804,-41.2701007,55.4401,0.3648694646911411,-0.7202991398446166,38.926175404546754,14.868727374996064,-36.56881872076951
324,2473,HD 86081 b,HD 86081,2,1,F8,5939.0,1.46,1.21,149.0243714,-3.8083543,103.936,2.600965946644872,-0.06646832161748388,-88.91652200936798,53.374973093199124,-6.903365632635255
325,2476,HD 86226 b,HD 86226,1,2,G2 V,5903.0,1.02,1.06,149.1235154,-24.0991859,45.683,2.602696335878469,-0.4206101410051929,-35.79118153468011,21.40063411644655,-18.65316790160741
326,2483,HD 86950 b,HD 86950,1,1,K1 III,4805.0,8.8,1.66,150.4066612,-17.3330699,209.839,2.6250914548716056,-0.3025191392333243,-174.18003247095135,98.921246607185,-62.516471262370715
327,2484,HD 87646 b,HD 87646,3,1,G,5770.0,1.55,1.12,151.6695435,17.8949795,73.58352,2.647132909071764,0.31232631185188864,-61.6365803614068,33.23015416732524,22.610246149877216
328,2488,HD 88133 b,HD 88133,1,1,G5 IV,5494.0,1.93,1.2,152.5319349,18.1857284,73.6123,2.662184478442648,0.31740083745344033,-62.05140443394923,32.25797145920586,22.97427248905887
329,2507,HD 9174 b,HD 9174,1,1,G8 IV,5577.0,1.67,1.03,22.5043352,-19.6052945,81.4893,0.3927747452124566,-0.3421769398481354,70.91945963739846,29.382088893247346,-27.34280730829812
330,2511,HD 92788 b,HD 92788,1,2,G6 V,5744.0,1.14,1.15,160.7021351,-2.1847173,34.6538,2.804781372479747,-0.038130510110280715,-32.68294235333424,11.444036379858883,-1.3210468973875575
331,2517,HD 92987 b,HD 92987,1,1,G2/G3 V,5770.0,1.58,1.08,160.9012407,-39.0583857,43.5339,2.8082564207589056,-0.6816974309788703,-31.943537361434238,11.060666920010505,-27.431232515751834
332,2519,HD 9446 b,HD 9446,1,2,G5 V,5793.0,1.0,1.0,23.3350424,29.2649187,50.3503,0.40727332097247965,0.5107691866434586,40.33123128065165,17.3986218852364,24.61366388758811
333,2530,HD 95127 b,HD 95127,1,1,K0,4218.0,20.0,1.2,164.8961152,43.8144094,676.579,2.877980133987868,0.7647057038467533,-471.344795011616,127.21287189575867,468.41233190479835
334,2532,HD 95338 b,HD 95338,1,1,K0.5 V,5212.0,0.87,0.83,164.8563364,-56.6235564,36.9941,2.8772858629553757,-0.9882674933687073,-19.645098574605655,5.316718657209648,-30.892815338264427
335,2534,HD 95544 b,HD 95544,1,1,G3 V,5722.0,1.09,1.09,166.3231784,81.0389868,87.8049,2.902887085461914,1.4143971421402235,-13.28889347406517,3.233788252066419,86.73320233789218
336,2541,HD 96127 b,HD 96127,1,1,K2 III,4152.0,35.0,0.91,166.441502,44.30155,587.659,2.9049522218647272,0.7732079112368939,-408.85127637837115,98.59810531604438,410.44140594348295
337,2542,HD 96167 b,HD 96167,2,1,G5,5733.0,1.94,1.27,166.3125657,-10.291345,85.3006,2.9027018589043876,-0.17961785470865582,-81.54481082894009,19.859536558880485,-15.239258344777294
338,2547,HD 97048 b,HD 97048,1,1,Be9.5/AO,10000.0,2.25,2.4,167.0133422,-77.654853,183.857,2.9149327161499903,-1.3553328650021963,-38.303242346120115,8.833605872549166,-179.60575013641088
339,2548,HD 97658 b,HD 97658,1,1,K1 V,5212.0,0.73,0.85,168.6376584,25.7105962,21.5618,2.9432823819334724,0.44873455634074255,-19.046358523322745,3.827393831194829,9.35406343264695
340,2560,HD 98649 b,HD 98649,1,1,G4 V,5759.0,1.0,1.0,170.2147665,-23.2181063,42.1727,2.9708081109383446,-0.40523240101303826,-38.19331723116927,6.586994841154017,-16.62584262922872
341,2578,HIP 107773 b,HIP 107773,1,1,K1 III,4945.0,11.6,2.42,327.5005089,-64.7126993,105.18,5.715962182261992,-1.1294496706380297,37.89246159603071,-24.139687238404985,-95.10136305135342
342,2581,HIP 114933 b,HIP 114933,1,1,K0 III,4823.0,5.27,1.39,349.2071949,-21.2033101,101.766,6.09481532265855,-0.3700675735663681,93.19844159980958,-17.766424611597337,-36.80656729290729
343,2582,HIP 116454 b,HIP 116454,2,1,K1,5089.0,0.72,0.78,353.9543517,0.4447043,62.4491,6.177668838926989,0.0077615542327766195,62.09990632461088,-6.576989729296019,0.4846972099046216
344,2586,HIP 14810 b,HIP 14810,1,3,G5 V,5485.0,1.0,0.99,47.809275,21.0971302,50.48,0.834429261741412,0.3682143847119298,31.629976394371592,34.894353691662495,18.17027995746503
345,2619,HIP 56640 b,HIP 56640,1,1,K1 III,4769.0,4.93,1.04,174.2008941,-37.0391349,122.324,3.040379161962964,-0.6464548560953407,-97.14228112879967,9.865821541812048,-73.68313075866396
346,2621,HIP 57274 b,HIP 57274,1,3,K4 V,4640.0,0.68,0.73,176.1705487,30.9576484,25.8618,3.0747561198600164,0.5403128932547545,-22.128212034590188,1.4811791832932852,13.303422101820138
347,2626,HIP 65 A b,HIP 65 A,2,1,K4 V,4590.0,0.72,0.78,0.1856063,-54.8308228,61.7856,0.0032394410474443514,-0.9569783894375763,35.587864254514194,0.11528519152399902,-50.5069400625982
348,2630,HIP 65426 b,HIP 65426,1,1,A2 V,8840.0,1.77,1.96,201.1501727,-51.5045384,108.875,3.510732804570212,-0.8989237747998523,-63.20443608960756,-24.45217123355322,-85.2118313707651
349,2631,HIP 65891 b,HIP 65891,1,1,K0 III,5000.0,8.93,2.5,202.6050857,-58.6643937,150.292,3.53612582675028,-1.0238868237512186,-72.15485010038799,-30.042679861926583,-128.3697793785762
350,2633,HIP 67537 b,HIP 67537,1,1,K1 III,4985.0,8.69,2.41,207.5808445,-39.9008996,116.046,3.6229692005953624,-0.6964020725276885,-78.90830531483333,-41.21867969533812,-74.43906173853999
351,2634,HIP 67851 b,HIP 67851,1,2,K0 III,4805.0,5.87,1.3,208.465364,-35.3146536,64.1181,3.6384069781684563,-0.6163569795212686,-45.99454307430972,-24.937010136422973,-37.0645151115107
352,2642,HIP 74890 b,HIP 74890,1,1,K1 III,4850.0,5.77,1.74,229.5714974,-41.4210961,78.6562,4.006778498363602,-0.7229345067299824,-38.24957287614238,-44.89782468566053,-52.03799872908609
353,2643,HIP 75092 b,HIP 75092,1,1,K0 III,4891.0,4.53,1.28,230.1724206,-25.9910525,81.6696,4.017266586755222,-0.4536294421837035,-47.01742929450479,-56.37686853139458,-35.79013273641346
354,2649,HIP 8541 b,HIP 8541,2,1,K2 III/IV,4670.0,7.83,1.17,27.5271962,-54.4651633,155.121,0.48044020753247146,-0.95059642722138,79.94957137027599,41.66735744250613,-126.2316204540985
355,2650,HIP 90988 b,HIP 90988,1,1,K1 III,4883.0,3.94,1.3,278.3892816,-50.211692,94.0349,4.858809566181668,-0.8763593483972966,8.779834049994415,-59.53398257719329,-72.25774595545451
356,2651,HIP 91258 b,HIP 91258,1,1,G5 V,5519.0,1.0,0.95,279.2211173,61.7015065,45.8846,4.873327837982299,1.0768944418656827,3.4856950463696355,-21.47118667997521,40.40092313001485
357,2653,HIP 97233 b,HIP 97233,1,1,K0,5020.0,5.34,1.93,296.4221207,-0.6968794,102.275,5.173541981959039,-0.012162840019322572,45.50706160205582,-91.58458179707466,-1.2439237925360613
358,2703,K2-100 b,K2-100,1,1,G0 V,5945.0,1.24,1.15,129.6010863,20.1060074,188.959,2.2619656700963153,0.35091602856034454,-113.1093366438384,136.7204230231303,64.95619734380342
359,2739,K2-107 b,K2-107,1,1,F9 IV,6030.0,1.78,1.3,284.985355,-22.2934206,685.2,4.973932764714885,-0.3890935910019298,163.93048535112158,-612.4230071525541,-259.93056050177813
360,2759,K2-110 b,K2-110,1,1,K3 V,5010.0,0.71,0.74,207.3497402,-12.2849182,116.474,3.618935669644846,-0.21441227092817525,-101.08545007519062,-52.285274429740916,-24.782545004555598
361,2771,K2-111 b,K2-111,1,2,G2,5775.0,1.25,0.84,59.8903081,21.2985263,200.394,1.0452830663788293,0.37172940975760554,93.66298992604925,161.51416156216388,72.78856482294466
362,2776,K2-113 b,K2-113,1,1,G,5627.0,1.05,1.01,19.4493823,6.8688469,635.722,0.33945575861410754,0.1198839942204057,595.1426667908404,210.15954808456294,76.0304662485955
363,2795,K2-117 b,K2-117,1,2,M1.0 V,3676.0,0.51,0.53,133.8557342,10.4692176,101.632,2.3362232844643778,0.1827223172277387,-69.24299127847308,72.0654668235462,18.467270353619295
364,2913,K2-133 b,K2-133,1,4,M1 V,3655.0,0.47,0.51,70.1493775,25.0098135,75.1703,1.2243376055994286,0.43650359088472684,23.132120372798187,64.0742537042848,31.780009776388066
365,2920,K2-136 b,K2-136,2,3,K5.5,4499.0,0.66,0.74,67.4128615,22.8825674,59.2474,1.1765763913659235,0.3993761424395183,20.965390788804438,50.398000712081995,23.03797560676062
366,2927,K2-137 b,K2-137,1,1,M3 V,3492.0,0.44,0.46,186.870426,-6.1952168,98.8765,3.2615042083044172,-0.10812693103486704,-97.59319500254936,-11.758965706200943,-10.670392071745182
367,2928,K2-138 b,K2-138,1,6,K1 V,5378.0,0.86,0.93,348.9490311,-10.8497391,202.585,6.090309514339091,-0.1893636702773663,195.27426216423598,-38.13777724668413,-38.133380493939256
368,2950,K2-139 b,K2-139,1,1,K0 V,5340.0,0.86,0.92,289.066707,-17.9107147,153.856,5.04516579504774,-0.3126009429003484,47.824196288429675,-138.36801473072438,-47.3160383468839
369,2959,K2-140 b,K2-140,1,1,G6 V,5585.0,1.06,0.96,188.1373172,-9.6076115,347.917,3.2836156310089595,-0.1676844539274712,-339.58326444344783,-48.55552966544949,-58.0672535758235
370,2967,K2-141 b,K2-141,1,2,K7 V,4373.0,0.67,0.66,350.9170464,-1.1891827,61.8736,6.124657861053715,-0.020755153522755972,61.084596379118985,-9.765528117533943,-1.2841038687654986
371,2972,K2-146 b,K2-146,1,2,M3.0 V,3385.0,0.35,0.36,130.0266951,19.0923416,79.3002,2.2693939449817777,0.33322422283548225,-48.196026853821536,57.38347010858161,25.93842851529822
372,2988,K2-149 b,K2-149,1,1,M1.0 V,3745.0,0.57,0.59,9.8217519,7.2769939,123.676,0.17142190896900886,0.12700750320254298,120.88174444318643,20.927166976159402,15.665583893494341
373,2995,K2-150 b,K2-150,1,1,M2.5 V,3499.0,0.44,0.46,18.3443908,8.9874328,102.483,0.32017001873255657,0.15686029366173304,96.08072953180746,31.858266308484836,16.009671122584727
374,2998,K2-151 b,K2-151,2,1,M1.5 V,3585.0,0.43,0.44,19.3047733,9.5012663,69.4798,0.33693185543609105,0.1658283800437793,64.67365195780611,22.6544396983285,11.468989163625473
375,3002,K2-152 b,K2-152,1,1,M0.0 V,3940.0,0.63,0.65,181.6324078,-5.8274311,108.449,3.1700835444350304,-0.10170785962811493,-107.84477337082832,-3.073425309401038,-11.011108684515508
376,3004,K2-153 b,K2-153,1,1,M3.0 V,3720.0,0.49,0.51,183.8088709,2.0208765,143.125,3.2080699915781925,0.03527094870117919,-142.7200440903335,-9.501649412614677,5.047107913748867
377,3007,K2-154 b,K2-154,1,2,M0.0 V,3978.0,0.65,0.67,189.0015173,-2.6696217,129.356,3.298698768150023,-0.046593688447688304,-127.6242173473159,-20.217154762889056,-6.024992595718566
378,3037,K2-16 b,K2-16,1,3,K3 V,4742.0,0.66,0.68,175.0972238,4.5574311,334.967,3.056023066411377,0.07954217812778694,-332.6861806718524,28.53750516888114,26.615917750692734
379,3146,K2-18 b,K2-18,1,2,M2.5 V,3457.0,0.41,0.36,172.560141,7.5878315,38.0266,3.0117426181556604,0.13243264276154013,-37.37629368622839,4.8807755814695275,5.02125557646045
380,3155,K2-180 b,K2-180,1,1,K2 V,5110.0,0.69,0.71,126.4643579,10.246577,203.896,2.207219431775502,0.17883650570912302,-119.24734358566774,161.36337153819073,36.26999020663672
381,3262,K2-19 b,K2-19,1,3,G9 V,5430.0,0.86,0.93,174.9602543,0.603596,289.827,3.053632497661567,0.010534737551867695,-288.6905082650977,25.458954564337805,3.053194905431693
382,3388,K2-21 b,K2-21,1,2,M0.0,4043.0,0.6,0.64,340.3037846,-14.4893256,83.6448,5.939421498267574,-0.2528864381135029,76.24624540672468,-27.29442638216407,-20.927898052268407
383,3418,K2-216 b,K2-216,1,1,K5 V,4503.0,0.72,0.7,11.4802354,6.3470302,115.461,0.20036790663400822,0.1107765747135142,112.45746640000013,22.839334177277998,12.764230734026476
384,3444,K2-22 b,K2-22,2,1,M0 V,3830.0,0.57,0.6,169.4827046,2.6190363,243.836,2.9580312204549393,0.04571080666424996,-239.48909772021142,44.461460699972136,11.142059126744032
385,3508,K2-233 b,K2-233,1,3,K3,4950.0,0.74,0.8,230.4799011,-20.2317975,67.5062,4.0226331338659005,-0.35311147997175746,-40.307069722863105,-48.86145339371288,-23.344925381124646
386,3513,K2-237 b,K2-237,1,1,F9 V,6099.0,1.38,1.23,253.7688479,-28.7105836,314.995,4.429101934847698,-0.5010942139890866,-77.2207462161966,-265.2571506694893,-151.31903514600407
387,3515,K2-238 b,K2-238,1,1,G2 V,5630.0,1.59,1.19,347.7043164,-7.8575592,537.963,6.068585144576117,-0.1371402792103716,520.6879266760282,-113.48723735158302,-73.54535567338452
388,3516,K2-239 b,K2-239,1,3,M3.0 V,3420.0,0.36,0.4,160.5941265,4.4413751,31.0849,2.802896266789277,0.07751661881109241,-29.23088133206418,10.297186513671294,2.407183928047062
389,3520,K2-24 b,K2-24,1,2,G3,5743.0,1.21,1.12,242.5734559,-24.9906029,170.562,4.233705483396265,-0.4361683026634432,-71.20746839187649,-137.21750355739064,-72.05726199833988
390,3539,K2-240 b,K2-240,1,2,M0.5 V,3810.0,0.54,0.58,227.849371,-17.8754464,72.9105,3.976721722548085,-0.3119853949437673,-46.566930725168746,-51.445184191048696,-22.37978991493012
391,3564,K2-25 b,K2-25,1,1,M4.5,3180.0,0.29,0.29,63.2739346,15.2477027,44.9565,1.1043384894615613,0.2661226154802292,19.50635919313594,38.740162938517614,11.823223704872854
392,3593,K2-26 b,K2-26,1,1,M1.0 V,3785.0,0.52,0.56,94.2064312,24.5958335,99.0504,1.6442124009935126,0.42927827684732073,-6.606148292506001,89.82059075371788,41.226229776084914
393,3595,K2-260 b,K2-260,1,1,F6 V,6367.0,1.69,1.39,76.8673317,16.8676948,663.834,1.34158802538761,0.2943968114815264,144.3384683674201,618.6595043374078,192.6198426910896
394,3596,K2-261 b,K2-261,1,1,G7 IV/V,5537.0,1.65,1.1,163.0323119,0.493167,213.283,2.845450629793332,0.008607387912182875,-203.99112472470998,62.240573657358546,1.835786847849378
395,3599,K2-263 b,K2-263,1,1,G9 V,5368.0,0.85,0.88,129.6821253,15.6806039,162.481,2.263380067468839,0.27367816675606366,-99.88744623237949,120.39141243435076,43.914476636247734
396,3600,K2-264 b,K2-264,1,2,M2.5 V,3580.0,0.47,0.47,131.3583524,19.698401,185.605,2.2926357493749956,0.3438019548281435,-115.46456612972119,131.16091297803655,62.561688757922425
397,3606,K2-265 b,K2-265,2,1,G8 V,5477.0,0.98,0.92,342.0316493,-14.4947789,138.671,5.969578426311559,-0.25298161615360193,127.70904914370436,-41.4172073626641,-34.70821145044772
398,3712,K2-28 b,K2-28,1,1,M4,3214.0,0.29,0.26,335.6233145,-7.9563525,62.9969,5.857731884481426,-0.13886454757428215,56.82847320350367,-25.75066120297943,-8.719947854089211
399,3733,K2-285 b,K2-285,1,4,K2 V,4975.0,0.79,0.83,349.3843458,1.3001522,154.961,6.097907189136422,0.022691936667047823,152.2696387587226,-28.539550298709134,3.5160634288324197
400,3737,K2-286 b,K2-286,1,1,M0 V,3926.0,0.62,0.64,233.3698192,-16.7737113,76.1486,4.073071719823879,-0.2927564899639783,-43.500765076813465,-58.50941635887617,-21.97591675074237
401,3740,K2-288 B b,K2-288 B,2,1,M3 V,3341.0,0.32,0.33,55.4442857,18.2684913,65.6138,0.967685336881409,0.3188453225569392,35.340837210917236,51.314269946784876,20.567976942323185
402,3746,K2-29 b,K2-29,2,1,K1 V,5222.0,0.75,0.86,62.670422,24.4016558,178.475,1.09380520751429,0.4258892366483709,74.61984065515333,144.3903545297293,73.73351018620096
403,3757,K2-292 b,K2-292,1,1,G3 V,5725.0,1.09,1.0,205.3758786,-9.9460704,114.293,3.584485285746162,-0.17359167611514942,-101.71352845458175,-48.244668727546795,-19.740818566823943
404,3762,K2-295 b,K2-295,1,1,K5 V,4444.0,0.7,0.74,19.6101417,6.8167277,232.801,0.3422615394476381,0.11897434257690027,217.74784990001928,77.57995410092501,27.632049989406116
405,3765,K2-3 b,K2-3,1,3,M0.0 V,3896.0,0.56,0.6,172.3353708,-1.4551364,44.0727,3.007819638105294,-0.025396921245617213,-43.66485661939154,5.876273833806348,-1.119190568268208
406,3802,K2-30 b,K2-30,1,1,G8 V,5581.0,0.94,0.98,52.3420548,22.2993491,333.042,0.9135411935193021,0.38919706284663425,188.25396301576424,243.9420098377266,126.37133776766689
407,3814,K2-31 b,K2-31,2,1,G7 V,5280.0,0.78,0.91,245.4405531,-23.548273,110.527,4.283745769510975,-0.41099489700848263,-42.11349045869097,-92.15611585051334,-44.157920713417965
