id,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
3175,K2-183 b,K2-183,1,3,,,0.98,,125.007177,14.0194586,329.041,2.181786827,0.244685712,-183.1413104,261.4831792,79.71064627
3190,K2-184 b,K2-184,1,1,,,0.82,,129.1405227,14.4618826,75.5857,2.253927319,0.252407467,-46.19975841,56.76671224,18.87646018
3198,K2-185 b,K2-185,1,2,,,0.89,,130.2596625,14.6902225,268.357,2.273459993,0.25639275,-167.7573022,198.0951754,68.05342371
3205,K2-186 b,K2-186,1,1,,5784,0.98,,135.3350487,18.8252879,330.739,2.362042193,0.328563256,-222.6481252,220.0592744,106.7240096
3208,K2-187 b,K2-187,1,4,,,0.92,,132.5235618,23.1924709,330.916,2.31297249,0.404784979,-205.5889906,224.175863,130.3217113
3229,K2-188 b,K2-188,1,2,,5982,1.11,,129.8137008,23.3574367,446.821,2.265676493,0.407664175,-262.6507533,315.0899866,177.1493386
3239,K2-189 b,K2-189,1,2,,,0.88,,203.6214411,-15.0365158,242.113,3.553864575,-0.262436709,-214.231834,-93.69107398,-62.81248864
3250,K2-19 b,K2-19,1,3,,5322,0.84,0.92,174.9602543,0.603596,289.827,3.053632498,0.010534738,-288.6905083,25.45895456,3.053194905
3286,K2-190 b,K2-190,1,2,,5631,0.91,0.9,205.3630485,-13.1608686,160.679,3.584261358,-0.229700489,-141.3779239,-67.01947214,-36.58434112
3292,K2-191 b,K2-191,1,1,,5012,0.89,0.83,201.6391407,-12.8066737,287.188,3.519266906,-0.223518622,-260.3076358,-103.2688403,-63.65868932
3297,K2-192 b,K2-192,1,1,,5163,0.83,0.87,206.5823122,-11.5563527,221.753,3.605541524,-0.201696404,-194.2918747,-97.21911423,-44.42414064
3302,K2-193 b,K2-193,1,1,,,0.83,,205.2371043,-11.0093342,411.923,3.582063217,-0.19214913,-365.7480174,-172.3973438,-78.66448722
3308,K2-194 b,K2-194,1,1,,6212,1.31,1.2,204.6089755,-8.9271609,629.51,3.571100302,-0.155808351,-565.3991704,-258.9670952,-97.68654875
3312,K2-195 b,K2-195,1,2,,5712,0.91,,199.8315191,-8.5095364,315.014,3.487717958,-0.148519428,-293.0696248,-105.6937114,-46.61388871
3321,K2-196 b,K2-196,1,1,,6045,1.54,,200.4562487,-8.4717104,584.877,3.498621546,-0.14785924,-542.0149509,-202.179479,-86.16470537
3323,K2-197 b,K2-197,1,1,,5667,0.93,1,202.3934779,-7.3739779,247.637,3.532432574,-0.128700193,-227.0689246,-93.56081958,-31.78301898
3329,K2-198 b,K2-198,1,3,,5262,0.78,0.84,198.8436817,-6.4649888,110.567,3.470476942,-0.112835341,-103.9755447,-35.48464216,-12.44940856
3339,K2-199 b,K2-199,1,2,,,0.58,,208.9014508,-6.1360833,107.518,3.646018129,-0.107094857,-93.58760987,-51.6662282,-11.49262663
3351,K2-200 b,K2-200,1,1,,5017.84,0.81,0.83,202.251206,-4.6100532,184.131,3.529949461,-0.080460607,-169.8678892,-69.49896225,-14.79931173
3355,K2-201 b,K2-201,1,2,,5507,0.88,,293.5607117,-23.1312775,197.932,5.123600974,-0.403716953,72.75701567,-166.8459889,-77.75544545
3361,K2-202 b,K2-202,1,1,,,0.92,,283.2643203,-22.4070553,300.397,4.943895043,-0.391076891,63.72035098,-270.3078132,-114.5065963
3364,K2-203 b,K2-203,1,1,,5000,0.76,,12.7736909,-1.1958844,166.147,0.222942964,-0.02087212,161.9997313,36.72721732,-3.467588378
3367,K2-204 b,K2-204,1,1,,5755,1.18,1.01,17.3825067,-0.5177539,577.235,0.303381974,-0.00903651,550.8511014,172.4415885,-5.216119015
3370,K2-205 b,K2-205,1,1,,5890,1.08,0.95,15.2175909,0.425966,405.301,0.265597065,0.007434509,391.0786982,106.3826732,3.013186256
3373,K2-206 b,K2-206,1,1,,5043,0.76,0.79,11.2564264,0.5931866,244.443,0.196461703,0.010353059,239.7278977,47.71279647,2.530687652
3375,K2-207 b,K2-207,1,1,,,0.93,,11.6996481,0.6406182,363.064,0.204197381,0.011180897,355.4987807,73.61798124,4.059296551
3378,K2-208 b,K2-208,1,1,,5582,0.86,0.93,20.7789809,0.8890076,256.887,0.362661632,0.01551611,240.1491017,91.12328843,3.98572694
3381,K2-209 b,K2-209,1,1,,4720,0.71,,14.6903464,1.382807,76.4986,0.256394913,0.024134535,73.97634861,19.39401044,1.846078916
3383,K2-21 b,K2-21,1,2,,4047,0.65,0.63,340.3037846,-14.4893256,83.6448,5.939421498,-0.252886438,76.24624541,-27.29442638,-20.92789805
3398,K2-210 b,K2-210,1,1,,5396,0.85,0.91,17.6412694,1.5784137,176.51,0.307898235,0.027548516,168.1453738,53.47218517,4.861973533
3400,K2-211 b,K2-211,1,1,,5221,0.82,,21.1061587,1.7049101,272.297,0.368371962,0.029756295,253.917455,98.00995016,8.101354113
3403,K2-212 b,K2-212,1,1,,,0.67,,18.4241015,3.0970732,109.218,0.321561233,0.054054125,103.4684855,34.46773119,5.900808847
3408,K2-213 b,K2-213,1,1,,5794,1.2,,13.1403998,3.5077702,389.702,0.229343242,0.061222139,378.7870225,88.42809736,23.84348882
3410,K2-214 b,K2-214,1,1,,5768,1.12,,14.8759777,4.2277722,300.64,0.25963479,0.073788545,289.7730258,76.972561,22.16366276
3415,K2-215 b,K2-215,1,1,,5704,0.97,,18.4700795,6.1238647,403.964,0.3223637,0.106881602,380.969062,127.2492845,43.09416101
3418,K2-216 b,K2-216,1,1,K5 V,4503,0.72,0.7,11.4802354,6.3470302,115.461,0.200367907,0.110776575,112.4574664,22.83933418,12.76423073
3424,K2-217 b,K2-217,1,1,,5967,1.33,,11.2983678,6.4815879,381.878,0.197193718,0.11312505,372.0837055,74.33863819,43.10788631
3427,K2-218 b,K2-218,1,1,,5757,1.01,,12.809613,6.8464327,394.083,0.223569923,0.119492793,381.5349504,86.74993411,46.97809535
3430,K2-219 b,K2-219,1,3,,5753,1.19,1.02,12.8452963,8.8675474,325.4,0.224192714,0.154767899,313.4644467,71.47802886,50.16066263
3439,K2-22 b,K2-22,2,1,,3879.18,0.58,0.6,169.4827046,2.6190363,243.836,2.95803122,0.045710807,-239.4890977,44.4614607,11.14205913
3447,K2-220 b,K2-220,1,1,,,0.99,,12.7700071,9.5167694,233.514,0.222878669,0.16609896,224.6037754,50.90509717,38.60833284
3452,K2-221 b,K2-221,1,1,,5716,0.95,,16.6550286,10.1897385,318.81,0.290685086,0.177844487,300.6176673,89.93249045,56.40018965
3455,K2-222 b,K2-222,1,1,,6058,1.09,1,16.4625203,11.7537171,101.321,0.287325182,0.205141063,95.12999729,28.11111324,20.63962135
3459,K2-223 b,K2-223,1,2,,5859,1.01,1.07,185.306183,-10.2820915,198.604,3.234203018,-0.179456351,-194.5771885,-18.07155848,-35.44975763
3467,K2-224 b,K2-224,1,2,,5620,0.84,0.91,189.7041426,-10.0605942,275.255,3.310961893,-0.175590493,-267.1445726,-45.68373774,-48.08418084
3474,K2-225 b,K2-225,1,1,,5733,1.21,1.11,186.5410958,-9.6248232,357.778,3.255756312,-0.167984855,-350.4456003,-40.18287605,-59.81901845
3478,K2-226 b,K2-226,1,1,,5424,0.91,0.88,183.6456643,-9.5626286,211.265,3.205221499,-0.166899354,-207.9078069,-13.24681569,-35.09652308
3482,K2-227 b,K2-227,1,1,,5673,0.89,,190.9484237,-8.4784159,187.234,3.332678695,-0.147976273,-181.8171214,-35.17184652,-27.60518648
3484,K2-228 b,K2-228,1,1,,4522.69,0.61,0.71,187.2947047,-6.8342028,129.46,3.268909269,-0.119279341,-127.4997608,-16.32111924,-15.4053127
3488,K2-229 b,K2-229,1,2,,5185,0.79,0.84,186.8729195,-6.7218474,102.564,3.261547728,-0.117318369,-101.1270269,-12.18922067,-12.00505811
3499,K2-230 b,K2-230,1,1,,5945,1.39,1.11,191.363117,-6.576051,540.773,3.339916459,-0.114773742,-526.6847257,-105.8454879,-61.93036315
3503,K2-231 b,K2-231,1,1,,5695,0.95,1.01,289.0918242,-15.7712178,321.215,5.045604173,-0.275259678,101.1088136,-292.1196361,-87.30522457
3505,K2-232 b,K2-232,1,1,,6154,1.16,1.19,73.7667927,18.654323,130.72,1.287473411,0.325579356,34.62272784,118.914919,41.81180632
3507,K2-233 b,K2-233,1,3,,5033,0.71,0.79,230.4799011,-20.2317975,67.5062,4.022633134,-0.35311148,-40.30706972,-48.86145339,-23.34492538
3513,K2-237 b,K2-237,1,1,F9 V,6099,1.38,1.23,253.7688479,-28.7105836,314.995,4.429101935,-0.501094214,-77.22074622,-265.2571507,-151.3190351
3515,K2-238 b,K2-238,1,1,G2 V,5630,1.59,1.19,347.7043164,-7.8575592,537.963,6.068585145,-0.137140279,520.6879267,-113.4872374,-73.54535567
3516,K2-239 b,K2-239,1,3,M3.0 V,3420,0.36,0.4,160.5941265,4.4413751,31.0849,2.802896267,0.077516619,-29.23088133,10.29718651,2.407183928
3519,K2-24 b,K2-24,1,2,,,1.25,,242.5734559,-24.9906029,170.562,4.233705483,-0.436168303,-71.20746839,-137.2175036,-72.057262
3539,K2-240 b,K2-240,1,2,M0.5 V,3810,0.54,0.58,227.849371,-17.8754464,72.9105,3.976721723,-0.311985395,-46.56693073,-51.44518419,-22.37978991
3541,K2-241 b,K2-241,1,1,,5262,0.75,0.71,181.2386829,-6.8052985,149.464,3.163211749,-0.118774865,-148.3762783,-3.208260702,-17.71085529
3543,K2-242 b,K2-242,1,1,,3388,0.36,0.35,179.8358421,-6.5178542,109.237,3.138727558,-0.113758016,-108.5305047,0.310951149,-12.39979989
3545,K2-243 b,K2-243,1,2,,5864.8,1.62,1.06,181.1211419,-4.8991358,266.864,3.161160271,-0.08550605,-265.8381332,-5.20248293,-22.79069134
3549,K2-244 b,K2-244,1,1,,5728,0.89,,183.4686492,-3.8318097,212.902,3.202132003,-0.066877696,-212.0369087,-12.85228154,-14.22778368
3552,K2-245 b,K2-245,1,1,,6005,1.15,1.11,185.181563,-1.5909138,456.064,3.232027988,-0.027766684,-454.0252192,-41.17222697,-12.66175778
3554,K2-246 b,K2-246,1,1,,5508.98,0.93,0.97,181.6296115,-1.1606,703.616,3.17003474,-0.020256291,-703.1871337,-20.00550386,-14.25167599
3556,K2-247 b,K2-247,1,2,,4667,0.69,0.74,188.8935189,-10.0692793,258.113,3.29681384,-0.175742077,-251.0819012,-39.28927898,-45.1281756
3560,K2-248 b,K2-248,1,1,,5500,0.9,0.96,182.8173343,-9.4141696,406.254,3.190764413,-0.164308256,-400.2980447,-19.69923849,-66.45094347
3562,K2-249 b,K2-249,1,1,,6504,1.57,1.32,183.3667344,-8.9952309,521.716,3.200353254,-0.156996396,-514.4102424,-30.26189218,-81.57147191
3564,K2-25 b,K2-25,1,1,M4.5,3180,0.29,0.29,63.2739346,15.2477027,44.9565,1.104338489,0.266122615,19.50635919,38.74016294,11.8232237
3566,K2-250 b,K2-250,1,1,,4968,0.85,0.82,185.0315429,-8.9757427,414.708,3.229409644,-0.156656263,-408.0512044,-35.92622833,-64.70120511
3568,K2-251 b,K2-251,1,1,,3634,0.49,0.49,190.6892403,-8.5359826,147.03,3.328155091,-0.148981001,-142.8782702,-26.96934102,-21.82373621
3570,K2-252 b,K2-252,1,1,,5152,0.82,0.79,182.3663818,-8.3096141,228.839,3.182893807,-0.145030126,-226.2434472,-9.349432046,-33.07232468
3572,K2-253 b,K2-253,1,1,,6027,1.1,1.08,186.0853062,-6.3789537,876.565,3.247801283,-0.111333745,-866.2292884,-92.34852555,-97.38977842
3574,K2-254 b,K2-254,1,2,,4409,0.71,0.69,185.5507926,-4.7172908,227.775,3.238472261,-0.082332256,-225.9389827,-21.95761843,-18.73205007
3578,K2-255 b,K2-255,1,1,,4301.58,0.79,0.67,189.9128532,-3.3705631,191.608,3.31460458,-0.058827424,-188.4209312,-32.92827456,-11.26530481
3580,K2-256 b,K2-256,1,1,,5254,0.71,0.9,186.2270991,-2.0660477,564.693,3.250276036,-0.036059335,-560.9962602,-61.21217526,-20.35804147
3582,K2-257 b,K2-257,1,1,,3725,0.5,0.52,188.278284,-1.9532879,64.0065,3.286075966,-0.034091305,-63.30277627,-9.210374326,-2.181642472
3584,K2-258 b,K2-258,1,1,,5770.01,1.37,1.03,187.6314027,-1.1609171,661.873,3.274785757,-0.020261826,-655.8760722,-87.8784517,-13.40983779
3586,K2-259 b,K2-259,1,1,,5928,1.08,,186.8026947,1.5668631,416.457,3.260322074,0.02734692,-413.3704984,-49.31116562,11.3873968
3589,K2-26 b,K2-26,1,1,M1 V,,0.52,,94.2064312,24.5958335,99.0504,1.644212401,0.429278277,-6.606148293,89.82059075,41.22622978
3595,K2-260 b,K2-260,1,1,F6 V,6367,1.69,1.39,76.8673317,16.8676948,663.834,1.341588025,0.294396811,144.3384684,618.6595043,192.6198427
3596,K2-261 b,K2-261,1,1,G7 IV/V,5537,1.65,1.1,163.0323119,0.493167,213.283,2.84545063,0.008607388,-203.9911247,62.24057366,1.835786848
3597,K2-263 b,K2-263,1,1,,5410,0.84,,129.6821253,15.6806039,162.481,2.263380067,0.273678167,-99.88744623,120.3914124,43.91447664
3600,K2-264 b,K2-264,1,2,M2.5 V,3580,0.47,0.47,131.3583524,19.698401,185.605,2.292635749,0.343801955,-115.4645661,131.160913,62.56168876
3604,K2-265 b,K2-265,2,1,,5261,0.81,,342.0316493,-14.4947789,138.671,5.969578426,-0.252981616,127.7090491,-41.41720736,-34.70821145
3610,K2-266 b,K2-266,2,4,,4285,0.7,0.69,157.9356855,0.9372782,77.5586,2.756497718,0.016358591,-71.86880609,29.13076661,1.268692798
3614,K2-268 b,K2-268,1,5,,,0.77,,133.7094899,11.8482712,327.783,2.33367084,0.206791343,-221.6731452,231.8907885,67.30062403
3630,K2-269 b,K2-269,1,1,,6209,1.45,1.16,130.1551381,13.0146799,360.76,2.271635698,0.227149015,-226.6635432,268.6464692,81.24340195
3634,K2-27 b,K2-27,3,1,,5422,0.88,,171.5151874,1.2306237,249.645,2.993504737,0.021478435,-246.8556865,36.82593661,5.361571752
3644,K2-270 b,K2-270,1,2,,4877,0.77,0.85,131.2665588,13.5497322,280.518,2.291033649,0.23648744,-179.8696579,204.982501,65.72236131
3653,K2-271 b,K2-271,1,1,,5545.28,1.02,0.98,125.2239144,16.0907958,564.454,2.185569609,0.280837366,-312.807695,443.0404752,156.4442438
3658,K2-272 b,K2-272,1,1,,,0.8,,132.6211743,17.5423852,423.065,2.314676149,0.30617238,-273.1547415,296.8333065,127.5165463
3665,K2-273 b,K2-273,1,1,,,0.87,,129.7768928,19.0100046,308.105,2.265034072,0.331787171,-186.3746296,223.8773107,100.3600428
3673,K2-274 b,K2-274,1,1,,5024.37,0.73,0.84,129.2823699,20.3992512,228.327,2.25640302,0.356034098,-135.4974984,165.649561,79.58561298
3681,K2-275 b,K2-275,1,2,,4812,0.73,0.79,132.1698795,20.4550162,123.438,2.306799569,0.357007381,-77.6426895,85.71847005,43.13810963
3693,K2-276 b,K2-276,1,1,,,0.82,,125.9528309,22.6339399,488.152,2.198291601,0.395036774,-264.5298296,364.7251263,187.8614558
3697,K2-277 b,K2-277,1,1,,5733,0.95,,202.0161895,-15.9379749,113.123,3.525847649,-0.278170138,-100.8424404,-40.77613974,-31.06318984
3703,K2-278 b,K2-278,1,1,,,0.9,,203.3018653,-14.5041057,786.439,3.548286925,-0.2531444,-699.272263,-301.1812027,-196.9631591
3707,K2-279 b,K2-279,1,1,,,0.76,,204.7792935,-6.0417592,182.983,3.574072911,-0.105448591,-165.2127648,-76.26657168,-19.25956063
3711,K2-28 b,K2-28,1,1,,3292.75,0.28,0.2,335.6233145,-7.9563525,62.9969,5.857731884,-0.138864548,56.8284732,-25.7506612,-8.719947854
3718,K2-280 b,K2-280,1,1,,,1.45,,291.5953596,-22.2477071,391.537,5.089299109,-0.38829574,133.3771041,-336.9518393,-148.2404415
3723,K2-281 b,K2-281,1,1,,,0.66,,16.2274724,7.2692169,458.139,0.283222823,0.126871769,436.3510927,126.998626,57.96909674
3729,K2-283 b,K2-283,1,1,,,0.71,,13.1943679,9.6929181,402.915,0.230285163,0.169173335,386.6785294,90.65453018,67.83780854
3732,K2-284 b,K2-284,1,1,,4140,0.61,0.63,79.1407971,20.2549034,107.272,1.381267482,0.353514754,18.95990755,98.83636068,37.13728177
3733,K2-285 b,K2-285,1,4,K2 V,4975,0.79,0.83,349.3843458,1.3001522,154.961,6.097907189,0.022691937,152.2696388,-28.5395503,3.516063429
3737,K2-286 b,K2-286,1,1,M0 V,3926,0.62,0.64,233.3698192,-16.7737113,76.1486,4.07307172,-0.29275649,-43.50076508,-58.50941636,-21.97591675
3738,K2-287 b,K2-287,1,1,,5695,1.07,1.06,233.0743401,-22.3583447,158.335,4.067914637,-0.39022673,-87.97306265,-117.059896,-60.23033479
3739,K2-288 B b,K2-288 B,2,1,,,0.31,,55.4442857,18.2684913,65.6138,0.967685337,0.318845323,35.34083721,51.31426995,20.56797694
3741,K2-289 b,K2-289,1,1,,3816,0.54,,246.6429443,-15.7925384,274.3,4.304731455,-0.275631792,-104.6440534,-242.3162732,-74.65209883
3745,K2-29 b,K2-29,2,1,,5387.06,0.82,0.94,62.670422,24.4016558,178.475,1.093805208,0.425889237,74.61984066,144.3903545,73.73351019
3753,K2-290 b,K2-290,3,2,,6302,1.51,1.19,234.8578846,-20.1988975,272.909,4.099043361,-0.352537267,-147.4272128,-209.4402908,-94.23005779
3755,K2-291 b,K2-291,1,1,,5520,0.9,0.93,76.44594,21.548199,90.0562,1.334233353,0.37608702,19.63070744,81.42923688,33.07618274
3757,K2-292 b,K2-292,1,1,G3 V,5725,1.09,1,205.3758786,-9.9460704,114.293,3.584485286,-0.173591676,-101.7135285,-48.24466873,-19.74081857
3758,K2-293 b,K2-293,1,1,,5532,0.95,0.96,351.6064952,-6.0279068,392.251,6.136691013,-0.105206821,385.9039769,-56.94064118,-41.19139472
3759,K2-294 b,K2-294,1,1,,5612,1.2,0.99,352.0516724,-7.6037856,373.078,6.144460821,-0.132711094,366.2448728,-51.13557952,-49.36638263
3760,K2-295 b,K2-295,1,1,,,0.67,,19.6101417,6.8167277,232.801,0.342261539,0.118974343,217.7478499,77.5799541,27.63204999
3763,K2-3 b,K2-3,1,3,,3896,0.56,0.6,172.3353708,-1.4551364,44.0727,3.007819638,-0.025396921,-43.66485662,5.876273834,-1.119190568
3802,K2-30 b,K2-30,1,1,G8 V,5581,0.94,0.98,52.3420548,22.2993491,333.042,0.913541194,0.389197063,188.253963,243.9420098,126.3713378
3811,K2-308 b,K2-308,1,1,,6100,1.24,1.09,78.3391194,16.4141986,1314.53,1.367275567,0.28648181,254.8625468,1234.930183,371.4588068
3812,K2-31 b,K2-31,2,1,,5412,0.99,1,245.4405531,-23.548273,110.527,4.28374577,-0.410994897,-42.11349046,-92.15611585,-44.15792071
3818,K2-315 b,K2-315,1,1,M(3.5+/-0.5) V,3300,0.2,0.17,228.0210932,-20.1081634,56.9686,3.97971884,-0.350953658,-35.7812362,-39.76852148,-19.5854339
3819,K2-316 b,K2-316,1,2,,3436,0.38,0.41,233.6247336,-23.2594663,112.486,4.077520815,-0.405954269,-61.29025551,-83.20725772,-44.4202323
3821,K2-317 b,K2-317,1,1,,3387,0.38,0.4,228.6188638,-21.0227209,176.291,3.990151905,-0.366915697,-108.7826931,-123.4716697,-63.24230489
3822,K2-318 b,K2-318,1,1,,3851,0.55,0.56,232.4461375,-17.557463,147.866,4.056950433,-0.306435538,-85.92685827,-111.7643576,-44.60557525
3823,K2-319 b,K2-319,1,1,,5440,0.9,0.95,166.8010058,3.0399357,209.071,2.911226747,0.053056887,-203.2615229,47.67079536,11.08745279
3824,K2-32 b,K2-32,2,4,,5275,0.84,0.86,252.426008,-19.5430504,157.682,4.405664957,-0.341090575,-44.86726292,-141.6626126,-52.74700032
3861,K2-320 b,K2-320,1,1,,3157,0.3,0.12,163.2519122,5.3064776,108.74,2.849283378,0.092615506,-103.6810917,31.20069309,10.05661871
3862,K2-321 b,K2-321,1,1,,3855,0.58,0.6,156.4054989,2.5138829,77.6888,2.729790924,0.043875534,-71.12558998,31.06587741,3.407544021
3863,K2-322 b,K2-322,1,1,,4141,0.6,0.63,156.6226981,4.7640203,123.415,2.733581765,0.08314784,-112.8927226,48.79995443,10.2498706
3864,K2-323 b,K2-323,1,1,,3710,0.55,0.48,159.4209874,6.2858689,118.318,2.782421127,0.109709109,-110.1019955,41.33859746,12.95453878
3865,K2-324 b,K2-324,1,1,,3752,0.51,0.52,157.6222171,6.8636732,136.667,2.751026663,0.119793696,-125.4694267,51.6578575,16.33271571
3866,K2-325 b,K2-325,1,1,,3287,0.3,0.27,353.9169507,-7.6867213,111.638,6.177016068,-0.134158595,110.0118987,-11.72396316,-14.93230977
3867,K2-326 b,K2-326,1,1,,3924,0.69,0.51,351.612262,1.3375909,282.308,6.136791662,0.023345365,279.2122099,-41.1694161,6.589984738
3868,K2-329 b,K2-329,1,1,,5282,0.82,0.9,351.1353785,-5.1641451,233.237,6.128468475,-0.090131335,229.5156131,-35.7960053,-20.99351121
3869,K2-33 b,K2-33,1,1,M3,3410,1.1,0.31,242.5613635,-19.3193831,139.268,4.233494431,-0.337186845,-60.56074366,-116.6409392,-46.07454225
3874,K2-330 b,K2-330,1,1,,6232,1.5,1.23,126.8968265,11.6674131,160.125,2.214767433,0.203634774,-94.14884938,125.4089603,32.38213173
3879,K2-331 b,K2-331,1,2,,5994,1.06,1.1,132.7376431,13.170269,211.43,2.316708913,0.229864557,-139.7112967,151.2042379,48.17340484
3882,K2-332 b,K2-332,1,1,,3315,0.28,0.27,135.8832666,14.2504994,123.202,2.371610401,0.248718135,-85.72785034,83.12462943,30.32761882
3885,K2-333 b,K2-333,1,1,,5880,1.22,1.06,136.7892752,15.2056765,343.99,2.387423234,0.26538912,-241.9364738,227.278708,90.2233432
3887,K2-334 b,K2-334,1,1,,6890,1.41,,136.4894259,16.3255146,371.823,2.382189876,0.284933982,-258.790854,245.6741372,104.5172499
3889,K2-335 b,K2-335,1,1,,6222,1.33,1.23,129.3896679,16.5220648,557.993,2.258275723,0.28836443,-339.4768427,413.4378545,158.6845985
3893,K2-336 b,K2-336,1,1,,5424,0.8,0.86,133.8382032,16.7940663,239.289,2.335917311,0.293111752,-158.6685747,165.2373741,69.13840558
3897,K2-337 b,K2-337,1,1,,,1.27,,127.761137,16.9004702,421.636,2.229852497,0.29496885,-247.0463956,318.9367545,122.5738208
3901,K2-338 b,K2-338,1,1,,,0.51,,124.3609294,17.0241557,156.951,2.170507679,0.297127569,-84.70218883,123.8855645,45.95130603
3904,K2-339 b,K2-339,1,1,,,0.58,,130.082542,18.6929046,360.36,2.270368657,0.326252732,-219.7926764,261.1736686,115.4938259
3906,K2-34 b,K2-34,1,1,F9 V,6132,1.53,1.28,127.5787231,22.2359194,348.646,2.226668774,0.388090006,-196.8101247,255.7595715,131.9350209
3919,K2-340 b,K2-340,1,1,,5464,1.11,0.96,127.9373409,19.0745863,738.136,2.232927835,0.332914334,-428.8888552,550.1918711,241.2219089
3922,K2-341 b,K2-341,1,1,,,1.1,,130.4971951,19.9166357,421.408,2.277605719,0.347610869,-257.2986947,301.2879304,143.5537083
3925,K2-342 b,K2-342,1,1,,5920,1.09,1.01,133.1218996,21.2386816,208.357,2.323415455,0.370684923,-132.7495625,141.7506384,75.47813986
3927,K2-343 b,K2-343,1,2,,3804,0.46,0.49,134.2021746,21.5026882,166.169,2.34226981,0.375292707,-107.7885106,110.8329411,60.9083961
3932,K2-344 b,K2-344,1,1,,4374,0.49,0.51,136.3614923,21.6685886,75.1691,2.379957014,0.378188215,-50.5562917,48.20893877,27.75523712
3934,K2-345 b,K2-345,1,1,,,0.4,,132.7075876,21.7890367,162.408,2.316184346,0.380290431,-102.2845885,110.8152982,60.28425264
3937,K2-346 b,K2-346,1,1,,,0.66,,125.9864854,22.663226,105.58,2.198878983,0.395547913,-57.24797305,78.83417217,40.68143657
3941,K2-347 b,K2-347,1,1,,4599,0.63,0.66,126.3726821,23.2974061,320.336,2.205619387,0.406616444,-174.4810995,236.8967974,126.6941444
3944,K2-348 b,K2-348,1,2,,5220,0.83,,130.8783479,24.4229559,201.856,2.28425809,0.426260994,-120.2846228,138.9664477,83.46125247
3948,K2-349 b,K2-349,1,1,,,0.82,,199.0996546,-14.4447454,453.567,3.474944512,-0.252108367,-415.0499597,-143.7211326,-113.1405785
3951,K2-35 b,K2-35,1,2,,4426,0.6,,170.1031027,1.2858679,252.596,2.96885921,0.022442629,-248.7743633,43.40419495,5.668442347
3967,K2-350 b,K2-350,1,2,,5789,1.04,0.98,204.0355092,-14.0092516,489.368,3.561091427,-0.244507566,-433.643082,-193.3924538,-118.4655042
3971,K2-351 b,K2-351,1,1,,5739,1.04,1.03,206.6522408,-11.8049588,694.734,3.606762009,-0.206035399,-607.782906,-305.0484482,-142.1292163
3975,K2-352 b,K2-352,1,3,,5791,0.95,0.98,140.4451478,18.469628,176.051,2.451230248,0.32235582,-128.7463798,106.3375004,55.7732937
3980,K2-353 b,K2-353,1,1,,5698,0.99,0.87,201.6168564,-2.2819018,268.515,3.518877972,-0.0398267,-249.4318905,-98.84196784,-10.69123938
3981,K2-354 b,K2-354,1,1,,3510,0.42,0.42,129.1299193,10.1472175,91.722,2.253742255,0.177102355,-56.9786055,70.03740179,16.15939818
3983,K2-355 b,K2-355,1,1,,5790,0.92,0.96,124.6426189,13.5027816,500.497,2.175424088,0.235667997,-276.6461861,400.3839786,116.8623309
3984,K2-356 b,K2-356,1,1,,5568,0.86,0.9,128.3219134,13.6613758,355.54,2.239639891,0.238435988,-214.2257202,271.0436163,83.97255791
3985,K2-357 b,K2-357,1,1,,5794,1,0.98,131.9386628,16.3289144,517.687,2.302764077,0.28499332,-332.0322241,369.5539776,145.5482386
3986,K2-358 b,K2-358,1,1,,5650,0.91,0.93,133.8081054,18.9497263,480.307,2.335392005,0.330735116,-314.4705677,327.8340271,155.9741228
3987,K2-36 b,K2-36,1,2,,4953,0.75,,169.4490102,3.8665038,109.749,2.957443142,0.067483222,-107.6478219,20.05045175,7.400596095
4003,K2-37 b,K2-37,1,3,,4740,0.72,,243.4509662,-24.7870527,179.943,4.249020927,-0.432615681,-73.01831175,-146.1387441,-75.44055186
