id,planet_name,starname,number_stars,number_planets,spectral_type,star_temp,star_radius,star_mass,right_ascencion,declination,distance,alpha,delta,X,Y,Z
23542,Kepler-612 b,Kepler-612,1,1,,5618,0.81,0.88,291.3546278,45.7478551,1445.53,5.085097546,0.798450697,367.3131399,-939.4618844,1035.398187
23552,Kepler-613 b,Kepler-613,1,1,,5635,0.98,1,282.7868415,46.2449846,861.494,4.935561465,0.807127244,131.8626865,-581.0133824,622.260069
23562,Kepler-614 b,Kepler-614,1,1,,5258,0.79,0.73,298.3848866,46.2759867,527.995,5.207798709,0.807668333,173.4907611,-321.0668453,381.5701203
23572,Kepler-615 b,Kepler-615,1,1,,,,,282.4506927,46.3213671,,4.929694562,0.80846037,,,
23581,Kepler-616 b,Kepler-616,1,2,,5556.24,0.95,0.98,294.989137,46.8383058,945.775,5.148531698,0.817482652,273.3086668,-586.4025698,689.8729952
23599,Kepler-617 b,Kepler-617,1,1,,3712,0.48,0.51,283.7407247,47.5161237,173.354,4.952209868,0.829312806,27.80992323,-113.7295176,127.8429283
23609,Kepler-618 b,Kepler-618,1,1,,6108,1.01,1.05,286.2498525,48.0609256,1221.96,4.996002409,0.838821393,228.5300701,-784.0586642,908.9621883
23619,Kepler-619 b,Kepler-619,1,2,,6119,0.98,1.07,290.8490899,48.4159782,900.678,5.076274245,0.84501823,212.7602009,-558.6528566,673.6920234
23638,Kepler-62 b,Kepler-62,1,5,,4842,0.73,0.79,283.2125621,45.3496992,300.874,4.942991692,0.791501566,48.32937546,-205.8503233,214.0445741
23691,Kepler-620 b,Kepler-620,1,1,,6142.88,1.31,1.16,291.1593939,51.3348228,1355.28,5.081690072,0.895961679,305.6409392,-789.6488129,1058.216541
23701,Kepler-621 b,Kepler-621,1,1,,4244.15,,,290.927245,39.9141166,,5.077638309,0.696632753,,,
23710,Kepler-622 b,Kepler-622,1,1,,4103,0.69,,284.4784454,40.9331723,284.761,4.965085523,0.71441863,53.78579483,-208.2974718,186.5692328
23720,Kepler-623 b,Kepler-623,1,1,,5681,0.78,,296.9867284,47.4773531,737.702,5.183396245,0.828636132,226.2563844,-444.3075502,543.6939306
23730,Kepler-624 b,Kepler-624,1,1,,6063,1.19,1.01,295.1933631,39.5396946,748.188,5.152096116,0.690097856,245.6100899,-522.1049831,476.3059455
23740,Kepler-625 b,Kepler-625,1,2,,6077,1.07,1.17,292.1504723,39.6375254,760.708,5.098987653,0.691805326,220.8769531,-542.5826814,485.2773091
23759,Kepler-626 b,Kepler-626,1,1,,5721,0.98,,288.6986828,39.7082044,635.643,5.038742561,0.693038907,156.7708017,-463.1944461,406.0983185
23769,Kepler-627 b,Kepler-627,1,1,,6006,1.35,,292.1042198,39.7678585,984.307,5.098180394,0.694080067,284.6954483,-700.9722341,629.6401345
23779,Kepler-628 b,Kepler-628,1,1,,5862,1.41,1.13,290.4492955,39.854802,897.901,5.069296517,0.695597518,240.8238564,-645.8544777,575.4146937
23788,Kepler-629 b,Kepler-629,1,1,,5437,0.9,0.92,289.4179128,39.9450757,372.05,5.051295493,0.697173091,94.82840523,-269.0113817,238.87581
23798,Kepler-63 b,Kepler-63,1,1,,5497,0.94,0.96,289.2262876,49.5482814,194.033,5.047951002,0.864780649,41.45555669,-118.8685127,147.6499868
23809,Kepler-630 b,Kepler-630,1,1,,6036,1.57,0.97,293.4270647,39.9423967,839.784,5.121268393,0.697126334,255.9844477,-590.7793553,539.1557126
23819,Kepler-631 b,Kepler-631,1,1,,6224.04,1.35,1.2,296.885724,40.2281717,761.966,5.181633386,0.702114048,263.0722267,-518.8640624,492.1029094
23829,Kepler-632 b,Kepler-632,1,1,,5307.85,0.82,,297.252613,40.288605,,5.188036807,0.703168808,,,
23838,Kepler-633 b,Kepler-633,1,1,,5877,1.26,1,295.2173259,40.5921599,680.54,5.152514346,0.708466841,220.1735196,-467.5255256,442.8071768
23847,Kepler-634 b,Kepler-634,1,1,,6188.83,1.41,1.19,291.19509,40.7027352,888.027,5.082313086,0.710396744,243.3977,-627.6762679,579.1131281
23857,Kepler-635 b,Kepler-635,1,1,,6296.98,1.96,1.23,289.7732613,40.8007019,1141.08,5.057497494,0.712106585,292.2166747,-812.8530698,745.6157646
23867,Kepler-636 b,Kepler-636,2,1,,5203,0.8,0.85,293.5920614,41.0950891,310.301,5.124148129,0.717244611,93.59151189,-214.3034382,203.9641534
23877,Kepler-637 b,Kepler-637,1,1,,6096,2.56,1.64,292.4172566,41.4168384,786.091,5.103643917,0.722860196,224.8061802,-544.9547539,520.0245743
23887,Kepler-638 b,Kepler-638,1,1,,5342.68,2.15,0.92,284.9194213,41.6172093,991.214,4.972782005,0.726357328,190.7859022,-716.0492682,658.3155617
23897,Kepler-639 b,Kepler-639,1,1,,5850,1.19,0.98,292.1868271,41.726944,850.242,5.099622164,0.72827256,239.6264666,-587.5728504,565.9052575
23907,Kepler-640 b,Kepler-640,1,1,,5629,0.94,1.03,296.0322,42.1317392,557.787,5.166736582,0.735337569,181.5443253,-371.690715,374.1844568
23917,Kepler-641 b,Kepler-641,1,1,,5476.78,1.74,0.96,291.8235292,42.5161945,969.918,5.093281419,0.742047579,265.7683826,-663.6778018,655.4691975
23927,Kepler-642 b,Kepler-642,1,1,,6528,1.16,1.18,293.8345542,42.624948,781.582,5.128380427,0.743945686,232.3920849,-526.0439384,529.2845326
23937,Kepler-643 b,Kepler-643,1,1,,4883,2.69,1.15,290.3272423,42.8982283,1063.58,5.067166286,0.748715327,270.6589859,-730.6185184,723.9770096
23948,Kepler-644 b,Kepler-644,1,1,,6432,1.58,1.34,295.4757022,43.4931119,1318.05,5.157023863,0.759098005,411.2838375,-863.2163943,907.170802
23958,Kepler-645 b,Kepler-645,1,1,,6449,1.27,1.07,290.3227098,44.0358625,1173.57,5.067087179,0.76857079,293.0180769,-791.1669124,815.7584619
23968,Kepler-646 b,Kepler-646,1,1,,5654,0.74,0.8,290.4714596,44.3870422,451.794,5.069683353,0.774700032,112.9193825,-302.475842,316.0306892
23978,Kepler-647 b,Kepler-647,1,2,,6020,1.07,1.03,284.7882977,44.5916225,1087.87,4.970493466,0.778270631,197.7417278,-749.0418206,763.7379767
23996,Kepler-648 b,Kepler-648,1,1,,5796,0.87,0.97,283.8996207,45.0169137,636.03,4.954983126,0.785693363,108.0056428,-436.4429438,449.8738699
24006,Kepler-649 b,Kepler-649,1,1,,5871,0.94,0.97,285.6558336,45.0794516,513.748,4.985634824,0.786784855,97.89664731,-349.3118253,363.7780953
24016,Kepler-65 b,Kepler-65,1,4,,6181,1.42,1.23,288.6887221,41.1511076,303.728,5.038568714,0.718222318,73.28158537,-216.6415255,199.8673477
24058,Kepler-650 b,Kepler-650,1,1,,6042,1.57,1.03,289.0009451,45.1542968,884.378,5.044018033,0.788091151,203.0546549,-589.6819394,627.03147
24066,Kepler-651 b,Kepler-651,1,1,,5349,0.86,,287.3327284,46.2034366,509.408,5.014902159,0.806402094,105.035109,-336.5516858,367.6915816
24075,Kepler-652 b,Kepler-652,1,1,,5392,0.89,0.86,288.0080899,46.4736108,394.55,5.026689441,0.811117524,84.0032293,-258.4112012,286.0713391
24085,Kepler-653 b,Kepler-653,1,2,,5665,1.19,1.02,282.2130447,46.7177898,595.634,4.925546822,0.815379251,86.38791206,-399.1199647,433.6130122
24104,Kepler-654 b,Kepler-654,1,1,,6106,1.66,1.26,297.0683931,46.8342497,974.124,5.184821563,0.81741186,303.2519946,-593.4133502,710.5043216
24114,Kepler-655 b,Kepler-655,1,1,,6343,1.14,1.21,297.2590664,46.843165,752.562,5.18814944,0.817567461,235.7633279,-457.5848929,548.9820424
24124,Kepler-656 b,Kepler-656,1,1,,5281,0.82,0.86,288.3278778,47.381538,890.352,5.032270793,0.826963843,189.574799,-572.2870377,655.1912897
24134,Kepler-657 b,Kepler-657,1,1,,5808,1.01,1.01,291.1973006,47.3077545,1691.88,5.082351668,0.825676078,414.8040464,-1069.578136,1243.54258
24143,Kepler-658 b,Kepler-658,1,1,,3733,0.51,0.53,282.983621,47.5783897,388.384,4.938995916,0.830399553,58.86339051,-255.2983005,286.705442
24153,Kepler-659 b,Kepler-659,1,1,,4870,0.74,0.79,287.6081777,47.5096893,722.64,5.019709657,0.829200505,147.6587131,-465.2488344,532.8686481
24163,Kepler-66 b,Kepler-66,1,1,,5964,0.93,0.97,293.9815378,46.687728,1202.96,5.130945775,0.814854574,335.3959622,-753.9654071,875.3047898
24174,Kepler-660 b,Kepler-660,1,1,,4856,0.7,0.68,288.1382985,47.7245642,568.431,5.02896201,0.832950779,119.0396524,-363.3795641,420.5932183
24183,Kepler-661 b,Kepler-661,1,1,,4536,0.69,0.77,283.7107463,47.8631748,534.788,4.951686646,0.835369991,85.04078958,-348.5672026,396.5692554
24193,Kepler-662 b,Kepler-662,1,1,,4722,0.53,0.54,290.4650801,47.9291252,815.637,5.06957201,0.836521042,191.0822795,-512.0238775,605.4608386
24203,Kepler-663 b,Kepler-663,1,1,,5074,0.9,0.85,297.8082232,47.9466342,1063.09,5.197734034,0.836826632,332.1957398,-629.8461551,789.3669359
24213,Kepler-664 b,Kepler-664,1,1,,5583,0.94,0.99,288.7549029,48.226203,1210.12,5.039723787,0.841706028,259.2006997,-763.3660241,902.4841965
24223,Kepler-665 b,Kepler-665,1,1,,4949,0.71,0.72,297.0255947,48.4785669,612.838,5.18407459,0.846110609,184.5955072,-361.8893447,458.8365887
24233,Kepler-666 b,Kepler-666,1,1,,5783,1.23,1.04,298.4568899,48.7915925,1508.71,5.209055404,0.851573936,473.6088353,-873.8462663,1135.03006
24243,Kepler-667 b,Kepler-667,1,1,,5468,1.05,0.93,295.5549918,49.0172956,2302.45,5.158407728,0.855513199,651.3875344,-1362.295908,1738.136974
24253,Kepler-668 b,Kepler-668,1,1,,5592,0.78,0.86,285.4992845,49.2772713,784.618,4.982902527,0.860050631,136.7889091,-493.2687914,594.6428338
24263,Kepler-669 b,Kepler-669,1,1,,6038,1.2,1.15,291.9361615,49.2539473,2063.41,5.095247224,0.85964355,503.1297557,-1249.295639,1563.259954
24273,Kepler-67 b,Kepler-67,1,1,,5324,0.75,0.83,294.1533505,46.1663976,1131.19,5.133944472,0.805755642,320.5616888,-714.8381394,815.9886361
24284,Kepler-670 b,Kepler-670,1,1,,5653,0.96,0.94,297.0154644,49.2252988,939.744,5.183897783,0.859143539,278.7769555,-546.7657067,711.6526235
24294,Kepler-671 b,Kepler-671,1,1,,5423,1.03,0.94,294.2657519,49.3140933,1168.26,5.135906247,0.860693296,312.9954401,-694.3143189,885.8853812
24304,Kepler-672 b,Kepler-672,1,1,,5957,0.97,1.08,291.7219993,49.4808492,1033.93,5.091509388,0.863603735,248.6157426,-624.0462039,785.9820563
24314,Kepler-673 b,Kepler-673,1,1,,5355,0.84,0.88,290.7857595,50.0540561,918.21,5.075168921,0.873608083,209.2163706,-551.1786161,703.9461965
24324,Kepler-674 b,Kepler-674,1,1,,4149,0.66,,285.1761864,50.1496897,342.254,4.977263401,0.875277204,57.41297998,-211.6625263,262.7556378
24334,Kepler-675 b,Kepler-675,1,1,,4989,0.73,0.78,293.8334488,50.2303479,665.68,5.128361134,0.876684955,172.0720592,-389.5235438,511.6566013
24344,Kepler-676 b,Kepler-676,1,1,,3701,0.49,0.51,296.2220259,50.2873626,295.196,5.170049669,0.87768005,83.33826294,-169.2014873,227.0820756
24354,Kepler-677 b,Kepler-677,1,1,,5723,0.99,1,290.0980478,50.3215731,1954.08,5.063166088,0.878277135,428.7227118,-1171.663569,1503.938152
24364,Kepler-678 b,Kepler-678,1,1,,5520,0.91,0.94,295.4552577,50.4945093,1826.15,5.156667039,0.881295441,499.3097738,-1048.931925,1408.990912
24373,Kepler-679 b,Kepler-679,1,1,,5271,0.8,0.9,296.0213374,50.5678019,922.244,5.166546994,0.882574639,256.9836986,-526.3970315,712.3198294
24383,Kepler-68 b,Kepler-68,2,3,,5875.23,1.26,1.06,291.0323102,49.0402129,144.166,5.079472043,0.855913181,33.91731808,-88.20892357,108.8698163
24415,Kepler-680 b,Kepler-680,1,1,,5890,1.11,1.08,291.622381,50.6181793,1492.48,5.089770721,0.88345389,348.9418831,-880.321764,1153.58992
24424,Kepler-681 b,Kepler-681,1,1,,5070,0.7,0.78,289.3997364,51.2502428,686.923,5.050978255,0.894485479,142.8137887,-405.5476892,535.7224108
24434,Kepler-682 b,Kepler-682,1,1,,5462,1.94,0.95,289.1122204,51.7373589,1979.25,5.045960154,0.902987259,401.312961,-1158.123762,1554.068152
24444,Kepler-683 b,Kepler-683,1,1,,5519,1.06,0.92,291.4399598,37.9056293,1023.07,5.08658687,0.661578036,295.0623093,-751.3673296,628.5360726
24453,Kepler-684 b,Kepler-684,1,1,,5659,1.41,,290.8704935,38.2735978,1731.27,5.076647808,0.668000298,484.2079547,-1269.97736,1072.378653
24463,Kepler-685 b,Kepler-685,1,1,,5483.74,1.04,0.96,293.8719143,38.4229184,938.715,5.129032484,0.670606434,297.6242656,-672.517141,583.374959
24473,Kepler-686 b,Kepler-686,1,1,,5934,0.89,0.9,285.213819,39.027466,1490.94,4.977920214,0.68115778,303.9444376,-1117.635928,938.8342739
24483,Kepler-687 b,Kepler-687,1,1,,4775,0.76,0.77,289.3154576,39.1532911,633.66,5.049507312,0.683353843,162.532497,-463.7188634,400.091238
24493,Kepler-688 b,Kepler-688,1,1,,5557,0.77,0.87,294.6552312,39.3083446,1357.75,5.142703943,0.686060037,438.2469841,-954.7816986,860.1258927
24503,Kepler-689 b,Kepler-689,1,1,,5413,0.75,0.81,294.7106347,39.5216975,1131.73,5.143670916,0.689783747,364.9443334,-793.0581145,720.1994539
24513,Kepler-69 b,Kepler-69,1,2,,5745,0.95,0.94,293.2609013,44.8688656,730.625,5.118368295,0.783109436,204.4932124,-475.721262,515.4461151
24537,Kepler-690 b,Kepler-690,1,1,,5971,1.14,,294.4899225,39.7714758,1665.31,5.139818762,0.694143201,530.5862156,-1164.808065,1065.343998
24547,Kepler-691 b,Kepler-691,1,1,,3721,0.52,0.54,288.8117314,40.0332311,279.115,5.040715631,0.698711693,68.91295269,-202.2946876,179.5356442
24557,Kepler-692 b,Kepler-692,1,1,,5440,0.86,0.9,294.7768068,40.1537027,991.336,5.144825837,0.700814319,317.5384136,-687.9473147,639.2534027
24567,Kepler-693 b,Kepler-693,2,1,,4822,0.88,0.78,283.253527,40.3582155,1151.51,4.943706664,0.704383741,201.1674424,-854.0919169,745.6768319
24576,Kepler-694 b,Kepler-694,1,1,,5700,0.95,0.97,291.1495269,40.4204569,1023.06,5.08151786,0.705470058,281.0160569,-726.3999657,663.3436736
24586,Kepler-695 b,Kepler-695,1,1,,5035,0.79,0.75,299.3160934,40.8223815,842.947,5.224051334,0.712484966,312.3291466,-556.1978733,551.04816
24595,Kepler-696 b,Kepler-696,1,1,,5726.07,1.21,1.02,293.4965906,41.1375635,1416.44,5.122481849,0.717985929,425.3139924,-978.3144092,931.8321728
24605,Kepler-697 b,Kepler-697,1,1,,5576,0.85,0.95,283.8643937,41.3463859,1277.33,4.954368299,0.721630568,229.7832119,-930.9915389,843.8165434
24615,Kepler-698 b,Kepler-698,1,1,,5870,0.98,0.99,288.5099994,41.3017465,1995.57,5.035449414,0.720851463,475.938564,-1421.605868,1317.125227
24625,Kepler-699 b,Kepler-699,1,1,,5330,0.78,0.81,296.8881532,41.3960896,2089.7,5.181675784,0.722498061,708.9482206,-1398.129686,1381.83642
24635,Kepler-7 b,Kepler-7,1,1,,6027,1.96,1.32,288.5814928,41.0897335,922.562,5.03669721,0.717151138,221.5651481,-659.0716671,606.3448413
24651,Kepler-700 b,Kepler-700,1,1,,5665,0.76,0.78,287.154224,41.5657775,1491.76,5.01178667,0.725459674,329.1956897,-1066.474989,989.7520864
24661,Kepler-701 b,Kepler-701,1,1,,5501,0.92,0.89,288.99418,41.6333125,774.152,5.04389996,0.726638382,188.321565,-547.1060655,514.3163038
24671,Kepler-702 b,Kepler-702,1,1,,5171.07,1.04,0.88,293.8781041,41.6617245,992.071,5.129140516,0.727134265,300.0152771,-677.7220621,659.4607715
24681,Kepler-703 b,Kepler-703,1,1,,5815,0.88,0.97,299.1868586,41.742699,1156.83,5.221795761,0.728547536,420.9279714,-753.5677263,770.2019045
24691,Kepler-704 b,Kepler-704,1,1,,5427,1.18,0.95,283.3163671,41.8370942,1228.83,4.944803431,0.730195043,210.8725904,-890.916988,819.6479977
24700,Kepler-705 b,Kepler-705,1,1,,3593,0.56,,289.5085612,41.8120234,276.881,5.052877606,0.729757475,68.91659049,-194.5220713,184.5934871
24711,Kepler-706 b,Kepler-706,1,1,,5173.66,0.97,0.88,291.7602803,41.9440794,886.667,5.092177518,0.732062287,244.4928055,-612.5067246,592.6526379
24721,Kepler-707 b,Kepler-707,1,1,,5228,0.76,0.84,290.007564,42.1164698,591.776,5.061586847,0.735071067,150.1908434,-412.4765125,396.868582
24730,Kepler-708 b,Kepler-708,1,1,,5895,0.94,1.03,293.8164588,42.2125159,1394.22,5.128064603,0.736747388,416.9884005,-944.7041891,936.7518761
24740,Kepler-709 b,Kepler-709,1,1,,5071,0.77,0.8,292.105272,42.3803077,664.843,5.098198759,0.739675907,184.8097104,-455.011321,448.1364561
24750,Kepler-710 b,Kepler-710,1,1,,5674.41,1.4,1.01,291.9641255,42.6961308,1448.34,5.095735288,0.74518806,398.140386,-987.2112247,982.1338944
24760,Kepler-711 b,Kepler-711,1,1,,4922,0.7,0.71,297.4600468,42.8398172,624.575,5.19165721,0.747695861,211.1856835,-406.3755385,424.6804204
24770,Kepler-712 b,Kepler-712,1,2,,4927,0.75,,294.9096739,42.9351987,872.493,5.147144806,0.749360582,269.044369,-579.3503196,594.3167251
24790,Kepler-713 b,Kepler-713,1,1,,5845,1.1,,295.6513819,43.0297781,1089.87,5.160090052,0.751011304,344.8843292,-718.1756051,743.7037156
24800,Kepler-714 b,Kepler-714,1,1,,6167,1.06,1.15,282.6994685,43.2727437,2083.37,4.934036519,0.755251854,333.4708621,-1479.790919,1428.091936
24810,Kepler-715 b,Kepler-715,1,1,,5855,1.17,1.06,283.6307971,43.3793638,1327.44,4.950291269,0.757112726,227.3721247,-937.6382549,911.7200082
24820,Kepler-716 b,Kepler-716,1,2,,5064,0.74,,290.3931809,43.3638577,635.009,5.068317132,0.756842093,160.869082,-432.721553,436.015626
24837,Kepler-717 b,Kepler-717,1,1,,6007,0.96,0.97,292.9655071,43.346345,2805.48,5.113212694,0.756536439,796.0369365,-1878.488908,1925.700561
24846,Kepler-718 b,Kepler-718,1,1,,5767,1.17,1.03,299.5618676,43.5035173,1302.33,5.228340903,0.759279613,466.0415033,-821.6541888,896.5228051
24856,Kepler-719 b,Kepler-719,1,1,,5865,0.83,0.91,295.5360628,43.8844116,2497.51,5.158077354,0.765927473,775.9659828,-1624.214804,1731.288325
24864,Kepler-720 b,Kepler-720,1,1,,5560,1.21,0.94,298.6356478,44.1709388,1065.37,5.212175318,0.770928316,366.2105405,-670.6844524,742.351293
24874,Kepler-721 b,Kepler-721,1,1,,5192,0.8,0.9,284.4305132,44.4803776,926.598,4.964248948,0.776329042,164.7545641,-640.2609116,649.2347436
24884,Kepler-722 b,Kepler-722,1,2,,5732,0.97,1.02,290.2632874,44.5564051,1239.5,5.066050063,0.777655972,305.8890531,-828.5567767,869.6469427
24903,Kepler-723 b,Kepler-723,1,1,,5649,0.8,0.87,284.8304434,44.6580932,1071.8,4.971229047,0.779430764,195.1399082,-736.9891145,753.341026
24911,Kepler-724 b,Kepler-724,1,1,,5609,0.94,0.98,293.4548441,44.7927823,853.119,5.121753235,0.781781532,240.9746093,-555.4002669,601.0605705
24921,Kepler-725 b,Kepler-725,1,1,,5552,0.83,0.91,283.9774949,44.8115613,758.469,4.956342288,0.782109288,129.9681426,-522.1473824,534.5517907
24930,Kepler-726 b,Kepler-726,1,1,,5406,0.79,0.94,291.7172776,44.8873466,762.081,5.091426979,0.783431991,199.7890491,-501.6073637,537.8120853
24940,Kepler-727 b,Kepler-727,1,1,,5417,0.88,0.82,294.8469333,45.0344155,831.842,5.146049775,0.785998827,247.010982,-533.4327468,588.5543241
24949,Kepler-728 b,Kepler-728,1,1,,5897,0.89,0.98,291.0923621,45.1155087,1765.23,5.080520146,0.787414171,448.2884788,-1162.228024,1250.719958
24959,Kepler-729 b,Kepler-729,1,1,,6007,1,1.07,286.3600604,45.4142664,1921.15,4.9979259,0.792628476,379.8639607,-1293.996599,1368.244676
24969,Kepler-730 b,Kepler-730,1,2,,5638,1.38,1,285.5547895,45.578842,1935.04,4.983871272,0.795500862,363.1920541,-1304.781846,1382.033165
24983,Kepler-731 b,Kepler-731,1,1,,6031,0.99,,296.3931945,45.568533,1257.16,5.173037125,0.795320936,391.2217509,-788.3462089,897.7232659
24993,Kepler-732 b,Kepler-732,1,2,,3619,0.52,0.52,283.7317274,45.9585288,174.826,4.952052836,0.802127647,28.84958492,-118.0615936,125.6713645
25013,Kepler-733 b,Kepler-733,1,1,,5537,0.88,1,293.0181882,45.9147063,916.706,5.114132152,0.8013628,249.3862431,-586.9990168,658.4744083
25022,Kepler-734 b,Kepler-734,1,1,,5326,0.78,0.85,297.0456122,46.0273893,1157.21,5.184423961,0.803329489,365.3364502,-715.6042559,832.8113899
25032,Kepler-735 b,Kepler-735,1,1,,4929,0.76,0.81,284.6888328,46.1721391,695.059,4.968757476,0.80585585,122.0491029,-465.5932008,501.4319508
25042,Kepler-736 b,Kepler-736,1,1,,5093,0.86,0.85,285.3913092,46.1809293,1005.43,4.981018002,0.806009268,184.7632317,-671.1763123,725.4477176
25052,Kepler-737 b,Kepler-737,1,1,,3755,0.46,0.47,291.8629793,46.4291614,205.118,5.093969953,0.810341735,52.64741004,-131.2094574,148.6126591
25062,Kepler-738 b,Kepler-738,1,1,,5230.88,0.95,0.89,287.5696516,46.5679011,1113.65,5.019037249,0.8127632,231.1163274,-729.9121729,808.7210802
25072,Kepler-739 b,Kepler-739,1,1,,5601,0.9,0.93,290.067994,46.5791535,1370.65,5.06264155,0.812959591,323.2739763,-884.9190488,995.5368581
25082,Kepler-74 b,Kepler-74,1,1,,5828.81,1.44,1.05,293.0925275,41.3555095,1177.55,5.115429618,0.721789805,346.6798412,-813.0733361,778.04167
25095,Kepler-740 b,Kepler-740,1,1,,5669,0.83,0.94,286.4822566,46.692456,1442.02,5.000058626,0.814937093,280.6264266,-948.4574224,1049.332648
25105,Kepler-741 b,Kepler-741,1,1,,6335,1.33,,289.4317294,46.6174978,1661.87,5.051536638,0.813628826,379.7519084,-1076.460903,1207.821307
25115,Kepler-742 b,Kepler-742,1,1,,4732,0.68,,283.8659676,46.7896522,489.253,4.954395769,0.816633487,80.27870274,-325.2194469,356.589595
25125,Kepler-743 b,Kepler-743,2,1,,5530,0.84,0.96,295.57423,42.8064255,278.987,5.158743498,0.747113066,88.35620871,-184.626691,189.5782464
25135,Kepler-744 b,Kepler-744,1,1,,5547,0.93,0.9,296.4960493,47.1827848,449.964,5.174832279,0.823494945,136.4388206,-273.7011984,330.0601514
25145,Kepler-745 b,Kepler-745,1,1,,5880,0.92,1.01,291.4994412,37.0592571,1780.38,5.087625017,0.646806055,520.6995132,-1321.910531,1072.929405
25155,Kepler-746 b,Kepler-746,1,1,,5473,1.06,0.92,290.6822097,37.3551593,,5.073361636,0.651970522,,,
25163,Kepler-747 b,Kepler-747,1,1,,5123,0.78,0.74,288.4165196,41.0298175,3347.16,5.033817884,0.716105407,797.7016026,-2395.673098,2197.248876
25172,Kepler-748 b,Kepler-748,1,1,,5923,1.49,,292.2628779,37.2369732,1705.99,5.100949501,0.649907786,514.5654289,-1256.959228,1032.316715
25181,Kepler-749 b,Kepler-749,1,1,,4719,0.5,0.52,299.8973341,43.9040667,721.027,5.234195898,0.766270519,258.9440837,-450.3660535,499.9983141
25191,Kepler-75 b,Kepler-75,1,1,,5200,0.89,0.91,291.1376203,36.5773443,835.356,5.081310051,0.63839509,241.909446,-625.6994467,497.7948062
25204,Kepler-750 b,Kepler-750,1,2,,6160,1.23,1.15,289.0968274,44.004364,1296.02,5.045691495,0.768021037,304.9870835,-880.9078975,900.3621468
25223,Kepler-751 b,Kepler-751,1,1,,5568,0.97,0.88,294.8438103,44.0776872,760.43,5.145995269,0.769300768,229.5219467,-495.7351512,528.980265
25233,Kepler-752 b,Kepler-752,1,1,,5466,0.97,0.96,292.2681469,37.955672,1232.29,5.101041462,0.662451446,368.1966346,-899.1797166,757.9219746
25243,Kepler-753 b,Kepler-753,1,1,,3937,0.52,0.53,291.9032411,37.9023677,274.767,5.094672654,0.661521111,80.87785011,-201.1570905,168.7942611
25253,Kepler-754 b,Kepler-754,1,1,,5959,0.97,0.98,293.2541121,37.8461519,1770.27,5.118249801,0.66053996,551.9098583,-1284.350828,1086.137345
25261,Kepler-755 b,Kepler-755,2,2,,5095,0.77,0.73,296.8609348,41.0973178,399.034,5.181200733,0.717283509,135.8686273,-268.2648622,262.3009969
25281,Kepler-756 b,Kepler-756,1,1,,,,,290.6079736,41.201094,,5.072065972,0.719094746,,,
25289,Kepler-757 b,Kepler-757,1,1,,5667,1.25,1.01,296.6804876,41.3865279,1068.68,5.178051335,0.722331178,360.0176985,-716.4232269,706.5422557
25298,Kepler-758 b,Kepler-758,1,4,,6442,1.53,1.3,293.0846115,41.1354049,1502.32,5.115291458,0.717948255,443.6431856,-1040.881465,988.2873475
25334,Kepler-759 b,Kepler-759,1,1,,5907,1.89,,290.1314231,41.3814345,1073.48,5.063748597,0.722242281,277.218666,-756.2501994,709.6441062
25343,Kepler-76 b,Kepler-76,1,1,,6409,1.32,1.2,294.1921185,39.6189727,822.96,5.134621101,0.69148152,259.7820815,-578.2540738,524.7843918
25354,Kepler-760 b,Kepler-760,1,2,,5162,0.91,0.87,287.5931997,44.1794278,792.336,5.019448241,0.771076477,171.7520772,-541.6541936,552.1850192
25373,Kepler-761 b,Kepler-761,1,1,,5676,0.82,0.86,290.503599,44.1436249,830.707,5.070244291,0.770451598,208.7979672,-558.3486102,578.5536779
25383,Kepler-762 b,Kepler-762,1,1,,6322,1.07,1.12,291.2756631,47.3295107,1898.26,5.083719352,0.826055795,466.8515197,-1198.916689,1395.721842
25393,Kepler-763 b,Kepler-763,1,1,,5258,0.79,0.88,292.1445534,47.1573604,962.459,5.098884349,0.823051206,246.6950867,-606.1840586,705.6980572
25402,Kepler-764 b,Kepler-764,1,1,,5800,0.91,,297.3931183,47.1645814,1047.84,5.190489087,0.823177236,327.7799786,-632.537618,768.39125
25411,Kepler-765 b,Kepler-765,1,1,,5901,1.06,1.05,283.1846044,47.1557114,1076.28,4.942503738,0.823022425,166.9338041,-712.5871189,789.1332849
25421,Kepler-766 b,Kepler-766,1,1,,5658,1.75,1,293.1845144,37.9698357,2297.62,5.117035092,0.662698649,713.0945261,-1665.016872,1413.60273
25430,Kepler-767 b,Kepler-767,1,1,,5778,1.21,1.03,291.5791562,38.0358066,2251.03,5.089016306,0.663850059,652.0738274,-1648.702596,1386.980727
25439,Kepler-768 b,Kepler-768,1,1,,4999,0.76,0.81,294.1156858,38.3934378,784.56,5.133287099,0.670091901,251.2402862,-561.2424222,487.2572788
25448,Kepler-769 b,Kepler-769,1,2,,6049,1.18,1.14,292.7130925,38.3581685,1169.57,5.108807228,0.669476335,354.1133557,-845.9921731,725.80642
25467,Kepler-77 b,Kepler-77,1,1,,5705,0.98,1.09,289.6079433,44.3454347,639.411,5.054612151,0.773973844,153.4508321,-430.7510203,446.9371629
25480,Kepler-770 b,Kepler-770,1,3,,5513,0.75,0.82,286.4904589,38.374872,930.457,5.000201783,0.669767866,207.0575179,-699.442154,577.6314451
